ShortName	Unit_ID	PlantID	max	lonAdj	ladAdj
HRSSHOE	613803	613801	0	-114.9375	51.1875
GHOST	613813	613812	0	-114.6875	51.3125
CASCADAB	613817	613814	0	-115.3125	51.3125
BEARSPAW	613819	613818	0	-114.1875	51.1875
BARRIER	613823	613822	0	-114.9375	51.0625
OLDMANRI	618216	618215	0	-113.6875	49.6875
MILLERCR	626346	626345	0	-122.6875	50.4375
PINGSTON	628918	588150	498.22	-118.1875	50.9375
MAMQUAMH	629002	629000	0	-123.0625	49.8125
BONECREE	632078	632077	0	-119.1875	52.1875
EASTTOBA	663557	663556	0	-123.9375	50.6875
MNTSCKHY	663560	663559	0	-124.0625	50.6875
JORDANEL	666031	666029	7.46	-111.4375	40.5625
BRANDYWI	676443	676442	0	-123.1875	49.9375
CHINACRE	738003	738002	3.13	-124.5625	49.0625
TIPELLAC	857409	857408	0	-122.0625	49.8125
UPPERFIR	857410	857411	0	-122.3125	49.9375
LAMONTCR	857412	857413	0	-122.3125	49.6875
UPPERSTA	857414	857415	0	-122.3125	49.6875
NWSTAVER	857416	857418	0	-122.4375	49.6875
KOOKIPIC	857527	857526	0	-121.5625	50.0625
LOGCREEK	857529	857525	0	-121.5625	50.0625
GLACIERC	874421	874419	37.07	-116.9375	50.3125
HOWSERCR	874440	874439	32.76	-116.9375	50.4375
GRANBYBA	874447	874445	0	-129.6875	55.5625
UPPERKIT	874451	874450	0	-129.4375	55.6875
FURRYCRE	874660	874657	0	-123.1875	49.6875
MARION3C	874873	874767	0	-125.3125	49.3125
MCNAIRCR	874906	874904	0	-123.4375	49.5625
SOUTHSUT	874910	874908	0	-125.1875	49.3125
DOUGLAHY	875227	875225	0	-122.0625	49.8125
SONGHEES	875237	875230	0	-127.5625	50.8125
MERWIN	879131	75811	122.59	-122.5625	45.9375
MAINCANA	882348	882341	0.59	-119.1875	47.5625
TIETONHY	882396	882392	15.18	-121.0625	46.6875
SKOOKUMC	892343	892341	0	-122.9375	49.8125
RAFFUSEC	892354	892352	0	-122.9375	49.8125
CRAWFORD	892357	892355	0	-122.9375	49.8125
SERPENTI	913599	913597	0	-119.1875	52.1875
ENGLISHC	913602	913600	498.22	-118.1875	50.9375
CYPRESSC	918093	918091	0	-126.0625	49.9375
UPPERTOB	1128667	1128657	0	-123.9375	50.8125
ASHLUCRE	1136907	1136905	0	-123.3125	50.1875
LOWERCLO	1148681	1148679	0	-123.3125	49.8125
UPPERCLO	1148684	1148682	0	-123.3125	49.9375
FIRECREE	1149421	1149418	0	-122.1875	49.8125
STOKKECR	1149427	1149425	0	-121.9375	49.8125
TAMIHICR	1164450	1164448	0	-121.9375	49.1875
FITZSIMM	1197517	1197509	0	-122.9375	50.1875
CLARYCRE	1311013	1311010	0	-129.4375	55.5625
KELSKIIS	1311019	1311014	0	-129.8125	55.0625
GWUNYACR	1311084	1311081	0	-129.4375	55.5625
UPPERILL	1311087	1311085	0	-129.4375	55.5625
CANOECRE	1313149	1313147	0	-125.1875	49.0625
