name,category,M1,M10,M11,M12,M2,M3,M4,M5,M6,M7,M8,M9
DiabloHydro_31,Hydro,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75
DiabloHydro_32,Hydro,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75,59.75
Dickson_Dam1,Hydro,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905
Dickson_Dam2,Hydro,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905
Dickson_Dam3,Hydro,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905,5.599999905
Dietrich_Drop,Hydro_ZeroK,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Dillon_Hydro,Hydro_ZeroK,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952,1.799999952
Dion_R_Holm_1,Hydro_FixedDispatch,52.65000153,25.84000015,10.23999977,44.84999847,84.80000305,91.08999634,84.94000244,84.94999695,78.93000031,84.12000275,20.21999931,20.22999954
Dion_R_Holm_2,Hydro_FixedDispatch,52.65000153,25.84000015,10.23999977,44.84999847,84.80000305,91.08999634,84.94000244,84.94999695,78.93000031,84.12000275,20.21999931,20.22999954
DivisionCreek,Hydro_FixedDispatch,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024
Donnells,Hydro_FixedDispatch,58.63999939,57.29999924,63.43000031,59.68000031,55.29999924,53.93999863,59.41999817,72.54000092,70.11000061,67.37000275,63.74000168,56.52999878
DonPedro1,Hydro_FixedDispatch,31.69000053,40.70999908,18.29999924,54.02999878,42.61000061,44.08000183,63.79000092,63.75999832,63.81000137,62.86999893,62.15999985,45.63000107
DonPedro2,Hydro_FixedDispatch,31.69000053,40.70999908,18.29999924,54.02999878,42.61000061,44.08000183,63.79000092,63.75999832,63.81000137,62.86999893,62.15999985,45.63000107
DonPedro3,Hydro_FixedDispatch,31.69000053,40.70999908,18.29999924,54.02999878,42.61000061,44.08000183,63.79000092,63.75999832,63.81000137,62.86999893,62.15999985,45.63000107
DonPedro4,Hydro_FixedDispatch,22.01000023,28.28000069,12.71000004,37.52999878,29.59000015,30.61000061,44.31000137,44.27999878,44.31999969,43.66999817,43.16999817,31.69000053
DoranTaylor1,Hydro_ZeroK,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981
DoranTaylor2,Hydro_ZeroK,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981,2.769999981
Double_Weir1,Hydro_FixedDispatch,0,0,0,0,0,0,0,0,0,0,0,0
Double_Weir2,Hydro_FixedDispatch,0,0,0,0,0,0,0,0,0,0,0,0
Douglas_Kwalsa1,Hydro_ZeroK,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027
Douglas_Kwalsa2,Hydro_ZeroK,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027,14.22000027
Drum_2_5,Hydro_FixedDispatch,49.45000076,59.43000031,38.38000107,58.41999817,62.5,60.72999954,58.77000046,53.43999863,52.72000122,57.95999908,48.02999878,35.68000031
Drum1-1,Hydro_FixedDispatch,1.820000052,3.890000105,1.74000001,6.170000076,5.519999981,5.559999943,7.130000114,7.170000076,7.070000172,5.460000038,3.619999886,2.430000067
Drum1-2,Hydro_FixedDispatch,1.820000052,3.890000105,1.74000001,6.170000076,5.519999981,5.559999943,7.130000114,7.170000076,7.070000172,5.460000038,3.619999886,2.430000067
Drum1-3,Hydro_FixedDispatch,3.74000001,8.010000229,3.579999924,12.71000004,11.36999989,11.44999981,14.68000031,14.76000023,14.56000042,11.25,7.460000038,5
Drum1-4,Hydro_FixedDispatch,1.799999952,3.859999895,1.720000029,6.130000114,5.480000019,5.519999981,7.070000172,7.110000134,7.019999981,5.420000076,3.599999905,2.410000086
Dutch_Flat_1,LCGS_CA_hydro,15.94999981,14.47999954,13.97999954,18.79999924,15.5,15.31000042,15.75,18.29999924,17.92000008,18.27000046,15.81000042,17.11000061
Dutch_Flat_2_3P,LCGS_CA_hydro,18.85000038,17.11000061,16.52000046,22.20999908,18.31999969,18.09000015,18.61000061,21.62000084,21.18000031,21.60000038,18.69000053,20.21999931
Dworshak_1,Hydro_FixedDispatch,101.7699966,31.55999947,38.36000061,13.93000031,101.6999969,16.43000031,101.9300003,102.3799973,80.33000183,102.4400024,102.2900009,69.91999817
Dworshak_2,Hydro_FixedDispatch,101.7699966,31.55999947,38.36000061,13.93000031,101.6999969,16.43000031,101.9300003,102.3799973,80.33000183,102.4400024,102.2900009,69.91999817
Dworshak_3,Hydro_FixedDispatch,248.7599945,77.13999939,93.77999878,34.06000137,248.6000061,40.15000153,249.1499939,250.25,196.3500061,250.4199982,250.0399933,170.9100037
Eagle_Lake_1,Hydro_ZeroK,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003,0.200000003
Eagle_Point_1,Hydro_ZeroK,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943
East_Highline_1,LCGS_CA_hydro,0.370000005,1,0.899999976,0.50999999,1.320000052,1.139999986,1.570000052,1.809999943,1.480000019,1.610000014,1.519999981,1.080000043
East_Toba1,Hydro_ZeroK,72.80999756,72.80999756,72.80999756,72.80000305,72.80999756,72.80000305,72.80000305,72.80000305,72.80000305,72.80000305,72.80000305,72.80000305
East_Toba2,Hydro_ZeroK,72.80999756,72.80999756,72.80999756,72.80000305,72.80999756,72.80000305,72.80000305,72.80000305,72.80000305,72.80000305,72.80000305,72.80000305
EastPortalGenerator1,Hydro_ZeroK,0.589999974,0.5,0.550000012,0.589999974,0.610000014,0.569999993,0.610000014,0.839999974,0.819999993,0.74000001,0.620000005,0.49000001
EastSide,Hydro_ZeroK,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048,3.200000048
EastTwinCreek1,Hydro_ZeroK,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981
EastTwinCreek2,Hydro_ZeroK,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981
EastTwinCreek3,Hydro_ZeroK,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981
EchoDam1,Hydro_ZeroK,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
EchoDam2,Hydro_ZeroK,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
EchoDam3,Hydro_ZeroK,1,1,1,1,1,1,1,1,1,1,1,1
EdwardCHyatt1,Hydro,72.73999786,142.9499969,145.7299957,153.4299927,118.1699982,119.5599976,132.9299927,123.4700012,133.6799927,181.6499939,177.6900024,176.8500061
EdwardCHyatt3,Hydro,72.73999786,142.9499969,145.7299957,153.4299927,118.1699982,119.5599976,132.9299927,123.4700012,133.6799927,181.6499939,177.6900024,176.8500061
EdwardCHyatt5,Hydro,72.73999786,142.9499969,145.7299957,153.4299927,118.1699982,119.5599976,132.9299927,123.4700012,133.6799927,181.6499939,177.6900024,176.8500061
El_Dorado_1,LCGS_CA_hydro,10.68999958,8.739999771,10.02999973,11.77000046,10.96000004,11.69999981,11.39000034,10.96000004,11,8.590000153,6.679999828,6.960000038
El_Dorado_2,LCGS_CA_hydro,10.68999958,8.739999771,10.02999973,11.77000046,10.96000004,11.69999981,11.39000034,10.96000004,11,8.590000153,6.679999828,6.960000038
El_Vado_Dam_1,Hydro_ZeroK,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191,8.800000191
EldoradoResrvr,Hydro_ZeroK,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005,1.120000005
Electra_1,Hydro,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916,29.12999916
Electra_2,Hydro,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962
Electra_3,Hydro,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962,31.64999962
Electron_1,Hydro_ZeroK,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905
Electron_2,Hydro_ZeroK,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905
Electron_3,Hydro_ZeroK,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905,5.099999905
Electron_4,Hydro_ZeroK,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
ElephantButte1,Hydro_FixedDispatch,0.01,2,0.01,0.01,0.01,3.670000076,3.670000076,4.670000076,5,5,2.329999924,5
ElephantButte2,Hydro_FixedDispatch,0.01,2,0.01,0.01,0.01,3.670000076,3.670000076,4.670000076,5,5,2.329999924,5
ElephantButte3,Hydro_FixedDispatch,0.01,2,0.01,0.01,0.01,3.670000076,3.670000076,4.670000076,5,5,2.329999924,5
Elk_Creek,Hydro_ZeroK,2,2,2,2,2,2,2,2,2,2,2,2
Elko_1,Hydro,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038
Elko_2,Hydro,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038,5.960000038
Eltopia_Branch,Hydro_ZeroK,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048,2.200000048
Estes_1,Hydro_FixedDispatch,16,13.32999992,5,15.32999992,10.67000008,11,10.67000008,10.32999992,8.329999924,10.32999992,10.67000008,11.67000008
Estes_2,Hydro_FixedDispatch,16,13.32999992,5,15.32999992,10.67000008,11,10.67000008,10.32999992,8.329999924,10.32999992,10.67000008,11.67000008
Estes_3,Hydro_FixedDispatch,16,13.32999992,5,15.32999992,10.67000008,11,10.67000008,10.32999992,8.329999924,10.32999992,10.67000008,11.67000008
Etiwanda_Hydro,Hydro_FixedDispatch,24,24,24,24,24,24,24,24,24,24,24,24
Exchequer,Hydro_FixedDispatch,34.79999924,85.27999878,43.77000046,87.95999908,39,87.30000305,95.69999695,95.12000275,96.12999725,94.11000061,90.98999786,89.26999664
Fall_Creek_1,HydroRPS,0.189999998,0.170000002,0.180000007,0.180000007,0.219999999,0.209999993,0.280000001,0.379999995,0.400000006,0.389999986,0.319999993,0.230000004
Fall_Creek_2,HydroRPS,0.170000002,0.159999996,0.159999996,0.159999996,0.189999998,0.189999998,0.25,0.340000004,0.360000014,0.349999994,0.289999992,0.200000003
Fall_Creek_3,HydroRPS,0.479999989,0.430000007,0.439999998,0.439999998,0.540000021,0.519999981,0.689999998,0.949999988,1,0.959999979,0.810000002,0.560000002
FallsRiver_BC_1,Hydro,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019
FallsRiver_BC_2,Hydro,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019,3.480000019
FallsRiver_ID1,Hydro_ZeroK,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191
FallsRiver_ID2,Hydro_ZeroK,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191
Faraday_1,Hydro_ZeroK,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952
Faraday_2,Hydro_ZeroK,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952,3.549999952
Faraday_3,Hydro_ZeroK,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914,3.089999914
Faraday_4,Hydro_ZeroK,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847,5.159999847
Faraday_5,Hydro_ZeroK,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924,4.579999924
Faraday_6,Hydro_ZeroK,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023,22.01000023
Faulkner_Ranch,Hydro_FixedDispatch,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005,0.870000005
FeltHydro1,Hydro_ZeroK,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048
FeltHydro2,Hydro_ZeroK,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048,2.700000048
FeltHydro3,Hydro_ZeroK,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024,1.100000024
Fire_Kwalsa1,Hydro_ZeroK,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
Fire_Kwalsa2,Hydro_ZeroK,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
Fish_Creek_1,Hydro,11,11,11,11,11,11,11,11,11,11,11,11
Fisheries_Dev,Hydro_FixedDispatch,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999,0.25999999
FitzsimonsCreek,Hydro_ZeroK,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847,7.909999847
FlamingGorge1,Hydro_FixedDispatch,14.68000031,16.53000069,16.85000038,16.53000069,18.69000053,15.01000023,15.01000023,45.36000061,45.45000076,26.69000053,25.69000053,23.34000015
FlamingGorge2,Hydro_FixedDispatch,14.68000031,16.53000069,16.85000038,16.53000069,18.69000053,15.01000023,15.01000023,45.36000061,45.45000076,26.69000053,25.69000053,23.34000015
FlamingGorge3,Hydro_FixedDispatch,14.68000031,16.53000069,16.85000038,16.53000069,18.69000053,15.01000023,15.01000023,45.36000061,45.45000076,26.69000053,25.69000053,23.34000015
Flatiron_1,Hydro_FixedDispatch,43,40.5,7,42.5,44,22,21.5,39.5,42.5,41,40.5,40.5
Flatiron_2,Hydro_FixedDispatch,43,40.5,7,42.5,44,22,21.5,39.5,42.5,41,40.5,40.5
Flatiron_3,Hydro_FixedDispatch,0,0,0,3.859999895,0,0,0,0,0,0,5.409999847,0
Fleish_1,Hydro_ZeroK,2,2,2,2,2,2,2,2,2,2,2,2
Folsom_1,Hydro_FixedDispatch,31.06999969,41.54999924,39.70999908,59.63000107,64.52999878,67.08999634,66.16000366,73.43000031,73.66000366,64.94000244,61.86000061,50.43999863
Folsom_2,Hydro_FixedDispatch,31.06999969,41.54999924,39.70999908,59.63000107,64.52999878,67.08999634,66.16000366,73.43000031,73.66000366,64.94000244,61.86000061,50.43999863
Folsom_3,Hydro_FixedDispatch,31.06999969,41.54999924,39.70999908,59.63000107,64.52999878,67.08999634,66.16000366,73.43000031,73.66000366,64.94000244,61.86000061,50.43999863
Fontana1,Hydro_ZeroK,0.5,0.409999996,0.460000008,0.49000001,0.50999999,0.479999989,0.50999999,0.699999988,0.680000007,0.620000005,0.50999999,0.409999996
Fontana2,Hydro_ZeroK,0.5,0.409999996,0.460000008,0.49000001,0.50999999,0.479999989,0.50999999,0.699999988,0.680000007,0.620000005,0.50999999,0.409999996
Fontenelle_1,Hydro_FixedDispatch,8,0.01,11,8,8,9,9,12,11,12,9,9
Foothill_Feeder,LCGS_CA_hydro,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381,9.100000381
Foothill_LA,Hydro_FixedDispatch,11,11,11,11,11,11,11,11,11,11,11,11
FoothillFeeder1,Hydro_ZeroK,2.230000019,1.860000014,2.049999952,2.210000038,2.289999962,2.160000086,2.289999962,3.130000114,3.059999943,2.779999971,2.309999943,1.850000024
FoothillFeeder2,Hydro_ZeroK,2.230000019,1.860000014,2.049999952,2.210000038,2.289999962,2.160000086,2.289999962,3.130000114,3.059999943,2.779999971,2.309999943,1.850000024
Foothills_CO,Hydro_ZeroK,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905
Forbestown_1,LCGS_CA_hydro,45.81000137,45.66999817,46,45.13000107,45.56000137,30.56999969,45.72000122,45.99000168,46.47999954,45.43000031,46.27999878,43.63000107
Forks_Butte1,LCGS_CA_hydro,9.779999733,3.769999981,5.269999981,11.28999996,10.77999973,11.55000019,11.42000008,9.220000267,11.76000023,8.869999886,6.579999924,5.079999924
Forks_Butte2,LCGS_CA_hydro,1.429999948,0.550000012,0.769999981,1.659999967,1.580000043,1.700000048,1.679999948,1.350000024,1.730000019,1.299999952,0.970000029,0.75
Fort_Peck_1,Hydro_FixedDispatch,6.510000229,6.510000229,7.809999943,9.119999886,15.63000011,33.20999908,24.75,33.20999908,33.20999908,36.47000122,34.50999832,22.79000092
Fort_Peck_2,Hydro_FixedDispatch,2.74000001,2.74000001,3.289999962,3.839999914,6.570000172,13.97000027,10.40999985,13.97000027,13.97000027,15.34000015,14.52000046,9.590000153
FortPeck3,Hydro_FixedDispatch,6.510000229,6.510000229,7.809999943,9.119999886,15.63000011,33.20999908,24.75,33.20999908,33.20999908,36.47000122,34.50999832,22.79000092
FortSeward_QF,Hydro_FixedDispatch,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952,1.299999952
Foster_1,Hydro_FixedDispatch,9,5.5,5.5,10,3,11,10.5,11,11,4.5,5.5,5.5
Foster_2,Hydro_FixedDispatch,9,5.5,5.5,10,3,11,10.5,11,11,4.5,5.5,5.5
Frankenheimer,LCGS_CA_hydro,2.549999952,2.160000086,2.049999952,2.069999933,2.799999952,2.769999981,3.440000057,4.519999981,4.639999866,4.489999771,3.930000067,2.930000067
Franklin_1,LCGS_CA_hydro,1.190000057,0.99000001,1.100000024,1.190000057,1.210000038,1.139999986,1.179999948,1.610000014,1.549999952,1.389999986,1.159999967,0.949999988
FremontCanyon1,Hydro_FixedDispatch,10.80000019,8.199999809,8,8,11,11.19999981,11.19999981,8,8,9.800000191,9.600000381,7.800000191
FremontCanyon2,Hydro_FixedDispatch,10.80000019,8.199999809,8,8,11,11.19999981,11.19999981,8,8,9.800000191,9.600000381,7.800000191
French_Meadows,Hydro_FixedDispatch,12.72999954,14.55000019,8.630000114,8.670000076,12.52999973,12.35000038,10.72000027,11.10000038,8.399999619,9.890000343,9.010000229,8.970000267
FriantFR1,LCGS_CA_hydro,24.23999977,14.48999977,12.77999973,7.070000172,20.31999969,22.17000008,19.71999931,18.87000084,20.38999939,17.13999939,17.82999992,14.19999981
FriantM1,LCGS_CA_hydro,12.90999985,7.71999979,6.800000191,3.769999981,10.81999969,11.81000042,10.5,10.05000019,10.85999966,9.130000114,9.5,7.559999943
FriantRO1,LCGS_CA_hydro,3.160000086,1.889999986,1.659999967,0.920000017,2.650000095,2.890000105,2.569999933,2.460000038,2.660000086,2.230000019,2.319999933,1.850000024
Fulton_QF,Hydro_ZeroK,0.310000002,0.25999999,0.25,0.25,0.340000004,0.330000013,0.409999996,0.540000021,0.560000002,0.540000021,0.469999999,0.349999994
Furry_Creek,Hydro_ZeroK,10.30000019,10.27999973,10.30000019,10.30000019,10.30000019,10.30000019,10.30000019,10.27999973,10.27999973,10.27999973,10.27999973,10.27999973
Gem_State_1,Hydro,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038,22.60000038
Georgetown_1,Hydro_ZeroK,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024
Georgetown_2,Hydro_ZeroK,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024,0.600000024
GHOST1_1,Hydro,1,1,1,1,1,1,1,1,1,1,1,1
GHOST2_2,Hydro,16,16,16,16,16,16,16,16,16,16,16,16
GHOST3_3,Hydro,16,16,16,16,16,16,16,16,16,16,16,16
GHOST4_4,Hydro,28,28,28,28,28,28,28,28,28,28,28,28
Glen_Canyon1,Hydro_FixedDispatch,80.73999786,40.5,49.16999817,72.94000244,80.73999786,79.09999847,78.84999847,55.59000015,77.22000122,78.73000336,79.98000336,59.11000061
Glen_Canyon2,Hydro_FixedDispatch,76.81999969,38.52999878,46.79000092,69.41000366,76.81999969,75.26999664,75.02999878,52.88999939,73.47000122,74.91000366,76.11000061,56.24000168
Glen_Canyon3,Hydro_FixedDispatch,80.73999786,40.5,49.16999817,72.94000244,80.73999786,79.09999847,78.84999847,55.59000015,77.22000122,78.73000336,79.98000336,59.11000061
Glen_Canyon4,Hydro_FixedDispatch,76.81999969,38.52999878,46.79000092,69.41000366,76.81999969,75.26999664,75.02999878,52.88999939,73.47000122,74.91000366,76.11000061,56.24000168
Glen_Canyon5,Hydro_FixedDispatch,80.73999786,40.5,49.16999817,72.94000244,80.73999786,79.09999847,78.84999847,55.59000015,77.22000122,78.73000336,79.98000336,59.11000061
Glen_Canyon6,Hydro_FixedDispatch,80.73999786,40.5,49.16999817,72.94000244,80.73999786,79.09999847,78.84999847,55.59000015,77.22000122,78.73000336,79.98000336,59.11000061
Glen_Canyon7,Hydro_FixedDispatch,76.81999969,38.52999878,46.79000092,69.41000366,76.81999969,75.26999664,75.02999878,52.88999939,73.47000122,74.91000366,76.11000061,56.24000168
Glen_Canyon8,Hydro_FixedDispatch,80.73999786,40.5,49.16999817,72.94000244,80.73999786,79.09999847,78.84999847,55.59000015,77.22000122,78.73000336,79.98000336,59.11000061
Glendo_1,Hydro_FixedDispatch,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7.5,18.5,18.5,15.5,8
Glendo_2,Hydro_FixedDispatch,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7.5,18.5,18.5,15.5,8
GordonMShrum01,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum02,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum03,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum04,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum05,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum06,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum07,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum08,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum09,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
GordonMShrum10,Hydro,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
Gorge21,Hydro,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053
Gorge22,Hydro,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053
Gorge23,Hydro,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053,28.94000053
Gorge24,Hydro,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244
GosselinHydroGEN1,Hydro_ZeroK,0.289999992,0.25,0.230000004,0.239999995,0.319999993,0.319999993,0.389999986,0.519999981,0.529999971,0.50999999,0.449999988,0.330000013
GosselinHydroGEN2,Hydro_ZeroK,0.289999992,0.25,0.230000004,0.239999995,0.319999993,0.319999993,0.389999986,0.519999981,0.529999971,0.50999999,0.449999988,0.330000013
Grace_3,Hydro_ZeroK,11,11,11,11,11,11,11,11,11,11,11,11
Grace_4,Hydro_ZeroK,11,11,11,11,11,11,11,11,11,11,11,11
Grace_5,Hydro_ZeroK,11,11,11,11,11,11,11,11,11,11,11,11
Grand_Valley1,Hydro_ZeroK,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Grand_Valley2,Hydro_ZeroK,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
GrandCoulee01,Hydro,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031
GrandCoulee02,Hydro,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031
GrandCoulee03,Hydro,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031
GrandCoulee04,Hydro,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031
GrandCoulee05,Hydro,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031,102.5500031
