name,category,M1,M10,M11,M12,M2,M3,M4,M5,M6,M7,M8,M9
LowerMonumentl1,Hydro_FixedDispatch,86.52999878,45.38000107,63.74000168,94.30000305,61.09999847,87.73999786,88.48000336,117.3099976,113.0199966,63.93999863,20.47999954,52.83000183
LowerMonumentl2,Hydro_FixedDispatch,86.52999878,45.38000107,63.74000168,94.30000305,61.09999847,87.73999786,88.48000336,117.3099976,113.0199966,63.93999863,20.47999954,52.83000183
LowerMonumentl3,Hydro_FixedDispatch,86.52999878,45.38000107,63.74000168,94.30000305,61.09999847,87.73999786,88.48000336,117.3099976,113.0199966,63.93999863,20.47999954,52.83000183
LowerMonumentl4,Hydro_FixedDispatch,86.52999878,45.38000107,63.74000168,94.30000305,61.09999847,87.73999786,88.48000336,117.3099976,113.0199966,63.93999863,20.47999954,52.83000183
LowerMonumentl5,Hydro_FixedDispatch,86.52999878,45.38000107,63.74000168,94.30000305,61.09999847,87.73999786,88.48000336,117.3099976,113.0199966,63.93999863,20.47999954,52.83000183
LowerMonumentl6,Hydro_FixedDispatch,86.52999878,45.38000107,63.74000168,94.30000305,61.09999847,87.73999786,88.48000336,117.3099976,113.0199966,63.93999863,20.47999954,52.83000183
LowerNo12,Hydro_ZeroK,8,8,8,8,8,8,8,8,8,8,8,8
LowerNo21,Hydro_ZeroK,3,3,3,3,3,3,3,3,3,3,3,3
LowGap_QF,Hydro_FixedDispatch,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
LowLineMdwy2SoForks1,Hydro_ZeroK,4,4,4,4,4,4,4,4,4,4,4,4
LowLineMdwy2SoForks2,Hydro_FixedDispatch,4,4,4,4,4,4,4,4,4,4,4,4
LowLineMidway1,Hydro_FixedDispatch,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
LowLineRapids,Hydro_ZeroK,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979,7.96999979
LuckyPeak131,Hydro,15,15,15,15,15,15,15,15,15,15,15,15
LuckyPeak132,Hydro,45,45,45,45,45,45,45,45,45,45,45,45
LuckyPeak133,Hydro,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25
Lundy1,Hydro_ZeroK,0.74000001,0.620000005,0.680000007,0.74000001,0.75999999,0.720000029,0.75999999,1.039999962,1.019999981,0.930000007,0.769999981,0.620000005
Lundy2,Hydro_ZeroK,0.74000001,0.620000005,0.680000007,0.74000001,0.75999999,0.720000029,0.75999999,1.039999962,1.019999981,0.930000007,0.769999981,0.620000005
LytleCreek1,Hydro_FixedDispatch,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006
LytleCreek2,Hydro_FixedDispatch,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006
Madison_MAD1,Hydro_ZeroK,2.710000038,2.200000048,2.200000048,2.200000048,2.609999895,2.400000095,2.549999952,2.640000105,2.690000057,2.559999943,2.200000048,2.200000048
Madison_MAD2,Hydro_ZeroK,2.710000038,2.200000048,2.200000048,2.200000048,2.609999895,2.400000095,2.549999952,2.640000105,2.690000057,2.559999943,2.200000048,2.200000048
Madison_MAD3,Hydro_ZeroK,2.710000038,2.200000048,2.200000048,2.200000048,2.609999895,2.400000095,2.549999952,2.640000105,2.690000057,2.559999943,2.200000048,2.200000048
Madison_MAD4,Hydro_ZeroK,2.710000038,2.200000048,2.200000048,2.200000048,2.609999895,2.400000095,2.549999952,2.640000105,2.690000057,2.559999943,2.200000048,2.200000048
MagicDam1,Hydro_ZeroK,3,3,3,3,3,3,3,3,3,3,3,3
MagicDam2,Hydro_ZeroK,3,3,3,3,3,3,3,3,3,3,3,3
MagicDam3,Hydro_ZeroK,3,3,3,3,3,3,3,3,3,3,3,3
MainCanal,Hydro_ZeroK,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924,26.79999924
Malad_River_1,Hydro_FixedDispatch,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005,0.620000005
MammothPool1,Hydro,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994
MammothPool2,Hydro,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994,103.1399994
Mamquam_1,Hydro_ZeroK,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008
Mamquam_2,Hydro_ZeroK,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008,28.67000008
MamthPoolFshwtr,Hydro_FixedDispatch,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
ManitouSprings1,Hydro_ZeroK,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
ManitouSprings2,Hydro_ZeroK,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
ManitouSprings3,Hydro_ZeroK,1,1,1,1,1,1,1,1,1,1,1,1
Marco_Ranch_1,Hydro_FixedDispatch,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012
Marco_Ranch_2,Hydro_FixedDispatch,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012
Marco_Ranch_3,Hydro_FixedDispatch,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012
Marco_Ranch_4,Hydro_FixedDispatch,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012
Marion3_Creek,Hydro_ZeroK,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191,4.550000191
Marys_Lake_1,Hydro_ZeroK,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381,8.100000381
Maxwell_Hydro,Hydro_FixedDispatch,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Mayfield_41,Hydro_ZeroK,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5
Mayfield_42,Hydro_ZeroK,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5
Mayfield_43,Hydro_ZeroK,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5
Mayfield_44,Hydro_ZeroK,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5
McCall_QF,Hydro_FixedDispatch,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048,1.450000048
McNair_Creek_1,Hydro_ZeroK,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958,9.68999958
McNary01,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary02,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary03,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary04,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary05,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary06,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary07,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary08,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary09,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary10,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary11,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary12,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary13,Hydro_FixedDispatch,77.80999756,49.43000031,60.59999847,66.69000244,67.88999939,67.51000214,58.72999954,63.72000122,63.49000168,20.44000053,43.18999863,51.09999847
McNary14,Hydro_FixedDispatch,89.48000336,56.84999847,69.69000244,76.69999695,78.06999969,77.62999725,67.54000092,73.27999878,73.01999664,23.5,49.66999817,58.77000046
McNaryFishway,Hydro_ZeroK,10,10,10,10,10,10,10,10,10,10,10,10
McPhee_1,Hydro_ZeroK,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971,1.279999971
McSwain_1,Hydro_FixedDispatch,22.03000069,8.720000267,25.37000084,8.489999771,17.27000046,9.18999958,8.760000229,5.21999979,5.230000019,5.090000153,5.090000153,5.900000095
Mears_Creek_1,Hydro_ZeroK,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999,3.75999999
Merced_Falls_1,LCGS_CA_hydro,7.710000038,3.049999952,8.880000114,2.970000029,6.039999962,3.220000029,3.069999933,1.830000043,1.830000043,1.779999971,1.779999971,2.069999933
Merwin_1,Hydro_FixedDispatch,48.97000122,12.23999977,42.34999847,46.31999969,24.81999969,48.97000122,44.00999832,28.45999908,15.22000027,12.89999962,8.600000381,8.600000381
Merwin_2,Hydro_FixedDispatch,48.97000122,12.23999977,42.34999847,46.31999969,24.81999969,48.97000122,44.00999832,28.45999908,15.22000027,12.89999962,8.600000381,8.600000381
Merwin_3,Hydro_FixedDispatch,48.97000122,12.23999977,42.34999847,46.31999969,24.81999969,48.97000122,44.00999832,28.45999908,15.22000027,12.89999962,8.600000381,8.600000381
MESA_QF,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
Metcalf_QF,Hydro_FixedDispatch,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012
MeyersFalls1,Hydro_ZeroK,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976,0.899999976
MeyersFalls2,Hydro_ZeroK,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012
Mica_1,Hydro,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915
Mica_2,Hydro,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915,437.4599915
Mica_3,Hydro,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878
Mica_4,Hydro,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878,438.7999878
MichellButte,Hydro_ZeroK,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914,2.089999914
MIddleFork1,Hydro_FixedDispatch,31.93000031,27.60000038,75.80000305,79.02999878,42.09999847,34.5,45.29999924,83.69999695,84.40000153,68.20999908,73.59999847,73.40000153
MIddleFork2,Hydro_FixedDispatch,28.62999916,24.76000023,67.95999908,70.84999847,37.70000076,30.95000076,40.63999939,75.01999664,75.62999725,61.15000153,65.98000336,65.77999878
MiddleForkIrrD1,Hydro_ZeroK,2,2,2,2,2,2,2,2,2,2,2,2
MiddleForkIrrD2,Hydro_ZeroK,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
MiddleForkIrrD3,Hydro_ZeroK,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012
MiddleGorge1,LCGS_CA_hydro,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5
Mile28Water1,Hydro_ZeroK,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Mile28Water2,Hydro_ZeroK,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
MillCreek_OR,Hydro_FixedDispatch,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
MillCreek1,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
MillCreek2_2,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
MillCreek2_3,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
MillCreek3_4,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
MillCreek3_5,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
MillerCreek1,Hydro_ZeroK,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992
MillerCreek2,Hydro_ZeroK,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992,14.57999992
Milner_Hydro_1,Hydro,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893
Milner_Hydro_2,Hydro,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893,58.61999893
Milner_Hydro_3,Hydro,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983,0.829999983
Minidoka_6,Hydro_ZeroK,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076,2.670000076
Minidoka_7,Hydro_ZeroK,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809,4.949999809
Minidoka_8,Hydro_ZeroK,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343
Minidoka_9,Hydro_ZeroK,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343,9.890000343
Moccasin_1,Hydro_FixedDispatch,27.94000053,38.25,39.49000168,37.24000168,37.88000107,34.91999817,34.41999817,38.34000015,34.11999893,36.59000015,60.00999832,36.88000107
Moccasin_2,Hydro_FixedDispatch,27.94000053,38.25,39.49000168,37.24000168,37.88000107,34.91999817,34.41999817,38.34000015,34.11999893,36.59000015,60.00999832,36.88000107
MoccasinLowHead,LCGS_CA_hydro,0,0.319999993,0,0,0.860000014,1.440000057,2,1.74000001,1.74000001,2.049999952,1.559999943,0.949999988
Mojave_Siphon_1,Hydro_ZeroK,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
Mojave_Siphon_2,Hydro_ZeroK,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
Mojave_Siphon_3,Hydro_ZeroK,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
Monroe_Street_6,Hydro_ZeroK,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924,17.04999924
MontgomeryCreekHydro,Hydro_ZeroK,0.75999999,0.639999986,0.610000014,0.620000005,0.829999983,0.819999993,1.019999981,1.340000033,1.379999995,1.330000043,1.169999957,0.870000005
Monticello_1,LCGS_CA_hydro,5.480000019,2.74000001,0.239999995,0.519999981,5.480000019,5.480000019,5.480000019,5.480000019,5.480000019,5.010000229,4.71999979,4.489999771
Monticello_2,LCGS_CA_hydro,5.480000019,2.74000001,0.239999995,0.519999981,5.480000019,5.480000019,5.480000019,5.480000019,5.480000019,5.010000229,4.71999979,4.489999771
Monticello_3,LCGS_CA_hydro,1.639999986,0.819999993,0.07,0.159999996,1.639999986,1.639999986,1.639999986,1.639999986,1.639999986,1.5,1.419999957,1.350000024
Montrose_Creek1,Hydro_ZeroK,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076
Montrose_Creek2,Hydro_ZeroK,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076,43.45000076
MoraDrop,Hydro_FixedDispatch,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024
Morony_MOR1,Hydro_ZeroK,24,24,24,24,24,24,24,24,24,24,24,24
Morony_MOR2,Hydro_ZeroK,24,24,24,24,24,24,24,24,24,24,24,24
Morrow_Point_1,Hydro_FixedDispatch,64.19999695,68.29000092,43.11000061,47.43999863,76.61000061,72.08999634,65.31999969,73.91999817,74.93000031,76.52999878,72.69000244,74.54000092
Morrow_Point_2,Hydro_FixedDispatch,64.19999695,68.29000092,43.11000061,47.43999863,76.61000061,72.08999634,65.31999969,73.91999817,74.93000031,76.52999878,72.69000244,74.54000092
MossLanding_QF,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
Mossyrock_51,Hydro,150,150,150,150,150,150,150,150,150,150,150,150
Mossyrock_52,Hydro,150,150,150,150,150,150,150,150,150,150,150,150
MoyieSprings1,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
MoyieSprings2,Hydro_FixedDispatch,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006,0.400000006
MoyieSprings3,Hydro_FixedDispatch,1,1,1,1,1,1,1,1,1,1,1,1
MoyieSprings4,Hydro_FixedDispatch,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
MuckValley,Hydro_FixedDispatch,11.31000042,10.28999996,13.47000027,17.39999962,11.65999985,12.14999962,18.38999939,25.93000031,27.85000038,22.56999969,18.37999916,11.52000046
MudCreek_S_S_1,Hydro_FixedDispatch,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981,0.519999981
MudCreek_White,Hydro_FixedDispatch,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993,0.209999993
Murphys_1,LCGS_CA_hydro,1.309999943,1.110000014,1.049999952,1.070000052,1.440000057,1.429999948,1.769999981,2.329999924,2.390000105,2.309999943,2.019999981,1.50999999
Mystic_MYS1,Hydro_ZeroK,5,5,5,5,5,5,5,5,5,5,5,5
Mystic_MYS2,Hydro_ZeroK,5,5,5,5,5,5,5,5,5,5,5,5
NacimientoHydro1,Hydro_ZeroK,1.169999957,0.99000001,0.939999998,0.949999988,1.279999971,1.269999981,1.570000052,2.069999933,2.119999886,2.049999952,1.799999952,1.340000033
NacimientoHydro2,Hydro_ZeroK,0.119999997,0.100000001,0.090000004,0.090000004,0.129999995,0.129999995,0.159999996,0.209999993,0.209999993,0.209999993,0.180000007,0.129999995
Narrows1,LCGS_CA_hydro,8.670000076,19.85000038,4.869999886,7.539999962,7.639999866,9,8.520000458,9.369999886,8.68999958,3.059999943,7.829999924,30.75
Narrows2,Hydro_FixedDispatch,72.51999664,23.67000008,53.90999985,78.13999939,63.52999878,107.7200012,101.9599991,73.94999695,79.05000305,68.68000031,62.41999817,2.319999933
Navajo_Dam_1,Hydro_ZeroK,15,15,15,15,15,15,15,15,15,15,15,15
Navajo_Dam_2,Hydro_ZeroK,15,15,15,15,15,15,15,15,15,15,15,15
NelsonCreek1296,Hydro_ZeroK,0.349999994,0.300000012,0.280000001,0.280000001,0.379999995,0.379999995,0.469999999,0.620000005,0.639999986,0.620000005,0.540000021,0.400000006
Newcastle_1,LCGS_CA_hydro,8.699999809,7.900000095,7.630000114,10.25,8.460000038,8.350000381,8.590000153,9.979999542,9.770000458,9.970000267,8.630000114,9.329999924
NewHogan1,LCGS_CA_hydro,3.5,3.400000095,3.25,3.549999952,3.910000086,3.039999962,2.890000105,2.809999943,3.279999971,3.630000114,3.660000086,3.339999914
NewHogan2,LCGS_CA_hydro,1.669999957,1.620000005,1.549999952,1.690000057,1.860000014,1.450000048,1.370000005,1.340000033,1.559999943,1.730000019,1.74000001,1.590000033
NewLahontan,Hydro_FixedDispatch,4,4,4,4,4,4,4,4,4,4,4,4
NewMelones1,Hydro_FixedDispatch,0.180000007,80.66999817,80.98999786,89.91000366,0.189999998,76.48999786,82.91000366,85.98000336,93.31999969,93.88999939,130.4799957,151.0500031
NewMelones2,Hydro_FixedDispatch,0.180000007,80.66999817,80.98999786,89.91000366,0.189999998,76.48999786,82.91000366,85.98000336,93.31999969,93.88999939,130.4799957,151.0500031
Nimbus_1,LCGS_CA_hydro,3.109999895,7.429999828,4.360000134,8.149999619,8.949999809,8.930000305,9.079999924,8.739999771,9.029999733,6.989999771,6.960000038,5.900000095
Nimbus_2,LCGS_CA_hydro,3.109999895,7.429999828,4.360000134,8.149999619,8.949999809,8.930000305,9.079999924,8.739999771,9.029999733,6.989999771,6.960000038,5.900000095
NineMile3,Hydro_ZeroK,10,10,10,10,10,10,10,10,10,10,10,10
NineMile4,Hydro_ZeroK,10,10,10,10,10,10,10,10,10,10,10,10
Nooksack,Hydro_FixedDispatch,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
NorthFork_CO,Hydro_ZeroK,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
NorthFork_OR1,Hydro_ZeroK,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038,25.60000038
NorthFork_OR2,Hydro_ZeroK,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924,28.79999924
NorthHollywood1-1,Hydro_ZeroK,1.070000052,0.889999986,0.99000001,1.070000052,1.090000033,1.029999971,1.059999943,1.450000048,1.389999986,1.25,1.039999962,0.850000024
NorthHollywood1-2,Hydro_ZeroK,1.070000052,0.889999986,0.99000001,1.070000052,1.090000033,1.029999971,1.059999943,1.450000048,1.389999986,1.25,1.039999962,0.850000024
NorthHollywood1-3,Hydro_ZeroK,1.070000052,0.889999986,0.99000001,1.070000052,1.090000033,1.029999971,1.059999943,1.450000048,1.389999986,1.25,1.039999962,0.850000024
NotchButteGeoBon2,Hydro_ZeroK,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007,0.930000007
Noxon_Rapids_1,Hydro,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927
Noxon_Rapids_2,Hydro,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908,88.95999908
Noxon_Rapids_3,Hydro,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927,131.9299927
Noxon_Rapids_4,Hydro,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976,131.8099976
Noxon_Rapids_5,Hydro,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031,132.0500031
Oak_Flat_1,Hydro_ZeroK,0.379999995,0.319999993,0.300000012,0.310000002,0.419999987,0.409999996,0.50999999,0.670000017,0.689999998,0.670000017,0.579999983,0.439999998
Oak_Grove_1,Hydro_ZeroK,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5
Oak_Grove_2,Hydro_ZeroK,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5
OilFields_QF,Hydro_FixedDispatch,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952
Oldman_2_2,Hydro_FixedDispatch,15.36999989,30.42000008,28.63999939,20.73999977,15.34000015,6.679999828,17.45000076,31.42000008,31.65999985,31.65999985,27.57999992,31.05999947
Oldman1-1,Hydro_FixedDispatch,15.36999989,30.42000008,28.63999939,20.73999977,15.34000015,6.679999828,17.45000076,31.42000008,31.65999985,31.65999985,27.57999992,31.05999947
Olsen_GEN1,Hydro_FixedDispatch,4.579999924,3.369999886,5.170000076,5.460000038,5.300000191,5.199999809,5.46999979,5.800000191,5.760000229,5.300000191,3.569999933,3.299999952
Oneida_1,Hydro_ZeroK,10,10,10,10,10,10,10,10,10,10,10,10
Oneida_2,Hydro_ZeroK,10,10,10,10,10,10,10,10,10,10,10,10
Oneida_3,Hydro_ZeroK,10,10,10,10,10,10,10,10,10,10,10,10
Ontario1-2,Hydro_FixedDispatch,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012
Ontario1-3,Hydro_FixedDispatch,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013,0.330000013
