name,M1,M10,M11,M12,M2,M3,M4,M5,M6,M7,M8,M9
EdwardCHyatt1,17.519,46.458,46.498,69.283,11.017,15.766,11.689,44.866,66.591,76.45,74.353,56.093
EdwardCHyatt3,17.519,46.458,46.498,69.283,11.017,15.766,11.689,44.866,66.591,76.45,74.353,56.093
EdwardCHyatt5,17.519,46.458,46.498,69.283,11.017,15.766,11.689,44.866,66.591,76.45,74.353,56.093
El_Vado_Dam_1,1.8,1.49,1.605,1.797,1.649,1.718,1.717,2.422,2.258,2.099,1.742,1.38
EldoradoResrvr,0.29,0.382,0.323,0.298,0.286,0.25,0.303,0.478,0.521,0.499,0.43,0.359
Electra_1,15.956,9.182,10.582,14.824,15.023,17.52,14.059,17.558,16.884,17.288,14.364,11.766
Electra_2,17.337,9.977,11.498,16.108,16.324,19.037,15.276,19.078,18.346,18.785,15.608,12.784
Electra_3,17.337,9.977,11.498,16.108,16.324,19.037,15.276,19.078,18.346,18.785,15.608,12.784
Electron_1,1.796,1.487,1.602,1.794,1.646,1.715,1.714,2.417,2.254,2.095,1.738,1.378
Electron_2,1.796,1.487,1.602,1.794,1.646,1.715,1.714,2.417,2.254,2.095,1.738,1.378
Electron_3,1.796,1.487,1.602,1.794,1.646,1.715,1.714,2.417,2.254,2.095,1.738,1.378
Electron_4,2.641,2.187,2.356,2.638,2.42,2.522,2.52,3.554,3.314,3.081,2.556,2.026
Elk_Creek,0.376,0.343,0.336,0.347,0.387,0.412,0.54,0.767,0.782,0.784,0.657,0.44
Elko_1,1.300501,1.186569,1.255426,1.28386,1.110171,1.570471,1.550265,2.770832,2.406553,1.285056,0.7802251,0.9057801
Elko_2,1.300501,1.186569,1.255426,1.28386,1.110171,1.570471,1.550265,2.770832,2.406553,1.285056,0.7802251,0.9057801
Eltopia_Branch,0.064,0.131,0.058,0.054,0.074,0.097,0.323,0.404,0.461,0.429,0.438,0.302
Fall_Creek_1,0.142,0.129,0.127,0.132,0.145,0.154,0.199,0.283,0.287,0.287,0.24,0.162
Fall_Creek_2,0.128,0.116,0.115,0.119,0.131,0.139,0.179,0.254,0.258,0.258,0.216,0.146
Fall_Creek_3,0.356,0.322,0.318,0.331,0.364,0.386,0.498,0.707,0.718,0.717,0.601,0.406
FallsRiver_BC_1,0.7586256,0.692165,0.7323316,0.7489183,0.6475999,0.916108,0.9043212,1.616319,1.403822,0.7496158,0.4551313,0.5283717
FallsRiver_BC_2,0.7586256,0.692165,0.7323316,0.7489183,0.6475999,0.916108,0.9043212,1.616319,1.403822,0.7496158,0.4551313,0.5283717
FallsRiver_ID1,0.855,0.779,0.764,0.79,0.881,0.937,1.228,1.745,1.779,1.784,1.495,1.001
FallsRiver_ID2,0.855,0.779,0.764,0.79,0.881,0.937,1.228,1.745,1.779,1.784,1.495,1.001
Faraday_1,0.978,0.341,1.385,1.35,0.572,0.85,1.536,1.33,0.77,0.372,0.272,0.254
Faraday_2,0.978,0.341,1.385,1.35,0.572,0.85,1.536,1.33,0.77,0.372,0.272,0.254
Faraday_3,0.851,0.297,1.206,1.176,0.498,0.74,1.338,1.158,0.671,0.324,0.237,0.222
Faraday_4,1.419,0.496,2.01,1.96,0.83,1.233,2.23,1.93,1.118,0.54,0.395,0.369
Faraday_5,1.261,0.441,1.787,1.742,0.737,1.096,1.982,1.716,0.993,0.48,0.351,0.328
Faraday_6,6.055,2.115,8.576,8.361,3.54,5.263,9.513,8.236,4.768,2.306,1.686,1.576
FeltHydro1,0.507,0.462,0.454,0.469,0.523,0.556,0.729,1.035,1.056,1.059,0.887,0.594
FeltHydro2,0.507,0.462,0.454,0.469,0.523,0.556,0.729,1.035,1.056,1.059,0.887,0.594
FeltHydro3,0.207,0.188,0.185,0.191,0.213,0.227,0.297,0.422,0.43,0.431,0.362,0.242
Fire_Kwalsa1,3.249,4.267,3.61,3.329,3.204,2.797,3.389,5.348,5.827,5.579,4.811,4.02
Fire_Kwalsa2,3.249,4.267,3.61,3.329,3.204,2.797,3.389,5.348,5.827,5.579,4.811,4.02
Fish_Creek_1,4.245,1.156,4.442,6.461,3.677,4.212,8.037,7.974,6.423,2.571,1.111,0.83
FitzsimonsCreek,2.056,2.701,2.285,2.107,2.028,1.77,2.145,3.385,3.688,3.531,3.045,2.544
Fleish_1,0.63,0.522,0.562,0.629,0.577,0.602,0.601,0.848,0.791,0.735,0.61,0.483
Fontana1,0.373,0.311,0.332,0.37,0.345,0.36,0.371,0.524,0.495,0.465,0.386,0.299
Fontana2,0.373,0.311,0.332,0.37,0.345,0.36,0.371,0.524,0.495,0.465,0.386,0.299
FoothillFeeder1,1.677,1.401,1.496,1.664,1.553,1.622,1.671,2.358,2.225,2.091,1.738,1.346
FoothillFeeder2,1.677,1.401,1.496,1.664,1.553,1.622,1.671,2.358,2.225,2.091,1.738,1.346
Foothill_Feeder,5.018,4.154,4.477,5.012,4.598,4.791,4.788,6.753,6.296,5.853,4.857,3.85
Foothills_CO,0.762,0.579,0.509,0.535,0.715,0.755,0.765,1.149,1.118,1.155,0.944,0.725
Frankenheimer,1.66,1.407,1.291,1.349,1.645,1.806,2.164,2.944,2.926,2.922,2.559,1.846
Franklin_1,0.889,0.736,0.793,0.887,0.814,0.848,0.848,1.195,1.115,1.037,0.86,0.682
Fulton_QF,0.199,0.169,0.155,0.162,0.197,0.217,0.26,0.353,0.351,0.351,0.307,0.222
Furry_Creek,2.673,3.511,2.97,2.739,2.636,2.301,2.789,4.4,4.794,4.59,3.958,3.308
GHOST1_1,0.236,0.293,0.266,0.262,0.244,0.239,0.205,0.252,0.336,0.374,0.275,0.216
GHOST2_2,3.781,4.685,4.252,4.188,3.898,3.825,3.272,4.025,5.382,5.989,4.401,3.448
GHOST3_3,3.781,4.685,4.252,4.188,3.898,3.825,3.272,4.025,5.382,5.989,4.401,3.448
GHOST4_4,6.617,8.199,7.442,7.329,6.822,6.694,5.726,7.043,9.418,10.48,7.701,6.035
Gem_State_1,8.168,6.762,7.287,8.158,7.484,7.799,7.793,10.992,10.249,9.527,7.906,6.266
Georgetown_1,0.147,0.112,0.099,0.104,0.138,0.146,0.148,0.222,0.216,0.224,0.183,0.14
Georgetown_2,0.147,0.112,0.099,0.104,0.138,0.146,0.148,0.222,0.216,0.224,0.183,0.14
GordonMShrum01,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum02,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum03,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum04,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum05,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum06,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum07,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum08,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum09,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
GordonMShrum10,162.9604,74.85279,188.3618,199.4862,208.026,225.3191,149.1073,35.91371,31.89049,132.2887,138.145,58.39419
Gorge21,19.7,11.5,17.2,14.153,15.7,10.3,7.92,8.6,7.35,8.11,7.49,9.74
Gorge22,19.681,11.507,17.211,14.153,15.676,10.255,7.924,8.604,7.35,8.113,7.49,9.741
Gorge23,19.681,11.507,17.211,14.153,15.676,10.255,7.924,8.604,7.35,8.113,7.49,9.741
Gorge24,51.823,30.301,45.319,37.267,41.277,27.003,20.864,22.654,19.354,21.362,19.724,25.649
GosselinHydroGEN1,0.19,0.161,0.148,0.154,0.188,0.206,0.247,0.337,0.334,0.334,0.292,0.211
GosselinHydroGEN2,0.19,0.161,0.148,0.154,0.188,0.206,0.247,0.337,0.334,0.334,0.292,0.211
Grace_3,0,0.465,0.678,0.691,0,1.027,3.436,4.548,2.714,3.17,3.208,0.744
Grace_4,0,0.465,0.678,0.691,0,1.027,3.436,4.548,2.714,3.17,3.208,0.744
Grace_5,0,0.465,0.678,0.691,0,1.027,3.436,4.548,2.714,3.17,3.208,0.744
GrandCoulee01,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee02,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee03,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee04,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee05,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee06,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee07,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee08,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee09,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee10,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee11,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee12,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee13,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee14,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee15,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee16,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee17,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee18,33.93055078,32.07053906,35.00869141,36.40932813,30.95492969,33.64330859,27.17774023,40.80378125,46.49058984,51.69694141,41.50592188,25.76690039
GrandCoulee19,163.4550938,154.4947969,168.6487969,175.3962031,149.1205,162.0712969,130.9245,196.5657969,223.9610938,249.0419063,199.9482031,124.128
GrandCoulee20,163.4550938,154.4947969,168.6487969,175.3962031,149.1205,162.0712969,130.9245,196.5657969,223.9610938,249.0419063,199.9482031,124.128
GrandCoulee21,163.4550938,154.4947969,168.6487969,175.3962031,149.1205,162.0712969,130.9245,196.5657969,223.9610938,249.0419063,199.9482031,124.128
GrandCoulee22,219.3022969,207.2805,226.2705,235.3232031,200.07,217.4457031,175.657,263.7258125,300.4810938,334.1311875,268.2639063,166.5384063
GrandCoulee23,219.3022969,207.2805,226.2705,235.3232031,200.07,217.4457031,175.657,263.7258125,300.4810938,334.1311875,268.2639063,166.5384063
GrandCoulee24,219.3022969,0,0,0,200.07,0,0,0,0,0,0,0
Grand_Valley1,0.369,0.28,0.246,0.259,0.346,0.365,0.37,0.556,0.541,0.559,0.457,0.351
Grand_Valley2,0.369,0.28,0.246,0.259,0.346,0.365,0.37,0.556,0.541,0.559,0.457,0.351
Green_Springs,3.848,3.186,3.433,3.843,3.526,3.674,3.671,5.178,4.828,4.488,3.724,2.952
GregAvenue1,0.373,0.311,0.332,0.37,0.345,0.36,0.371,0.524,0.495,0.465,0.386,0.299
Guernsey_1,0.397,0.483,0.295,0.298,0.348,0.387,0.399,0.917,1.722,1.816,1.961,1.164
Guernsey_2,0.397,0.483,0.295,0.298,0.348,0.387,0.399,0.917,1.722,1.816,1.961,1.164
H_M_Jackson_1,10.697,8.855,9.543,10.683,9.801,10.213,10.205,14.394,13.421,12.475,10.353,8.205
H_M_Jackson_2,10.697,8.855,9.543,10.683,9.801,10.213,10.205,14.394,13.421,12.475,10.353,8.205
H_M_Jackson_3,1.892,1.566,1.688,1.889,1.733,1.806,1.805,2.545,2.373,2.206,1.831,1.451
H_M_Jackson_4,1.892,1.566,1.688,1.889,1.733,1.806,1.805,2.545,2.373,2.206,1.831,1.451
Haas1,16.635,19.756,13.134,18.979,19.562,12.356,34.6,49.08,51.697,46.239,31.165,28.357
Haas2,16.635,19.756,13.134,18.979,19.562,12.356,34.6,49.08,51.697,46.239,31.165,28.357
Haiwee_1,1.043,0.871,0.931,1.035,0.966,1.009,1.04,1.467,1.385,1.301,1.082,0.838
Haiwee_2,1.043,0.871,0.931,1.035,0.966,1.009,1.04,1.467,1.385,1.301,1.082,0.838
Hauer_Creek_1,0.617,0.81,0.685,0.632,0.608,0.531,0.644,1.015,1.106,1.059,0.913,0.763
Hauser_HAU1,1.989,1.27,1.332,1.566,1.736,1.684,1.819,2.128,1.959,1.826,1.283,1.093
Hauser_HAU2,1.989,1.27,1.332,1.566,1.736,1.684,1.819,2.128,1.959,1.826,1.283,1.093
Hauser_HAU3,1.989,1.27,1.332,1.566,1.736,1.684,1.819,2.128,1.959,1.826,1.283,1.093
Hauser_HAU4,1.989,1.27,1.332,1.566,1.736,1.684,1.819,2.128,1.959,1.826,1.283,1.093
Hauser_HAU5,1.989,1.27,1.332,1.566,1.736,1.684,1.819,2.128,1.959,1.826,1.283,1.093
Hauser_HAU6,2.131,1.36,1.427,1.678,1.86,1.804,1.948,2.28,2.099,1.956,1.375,1.171
Hazelton_B1,0.714,0.651,0.638,0.66,0.736,0.783,1.026,1.457,1.486,1.49,1.249,0.836
Hazelton_B2,0.714,0.651,0.638,0.66,0.736,0.783,1.026,1.457,1.486,1.49,1.249,0.836
Headgate_Rock_1,1.842,1.525,1.643,1.84,1.688,1.759,1.758,2.479,2.311,2.149,1.783,1.413
Headgate_Rock_2,1.842,1.525,1.643,1.84,1.688,1.759,1.758,2.479,2.311,2.149,1.783,1.413
Headgate_Rock_3,1.842,1.525,1.643,1.84,1.688,1.759,1.758,2.479,2.311,2.149,1.783,1.413
HeartMountain,0.62,0.755,0.461,0.465,0.543,0.604,0.623,1.432,2.691,2.837,3.065,1.819
Hells_Canyon_1,43.2,36.9,34.6,47.4,34.3,43,47.2,69.1,55,47.4,37,34.9
Hells_Canyon_2,43.21,36.853,34.551,47.408,34.253,42.95,47.248,69.099,54.964,47.41,37.025,34.869
Hells_Canyon_3,43.21,36.853,34.551,47.408,34.253,42.95,47.248,69.099,54.964,47.41,37.025,34.869
Hickman_1,0,0.037,0,0,0.087,0.162,0.218,0.196,0.19,0.231,0.176,0.104
Hickman_2,0,0.037,0,0,0.087,0.162,0.218,0.196,0.19,0.231,0.176,0.104
Hillcrest_PS,0.491,0.374,0.328,0.345,0.462,0.487,0.493,0.742,0.721,0.745,0.609,0.468
Holter_HOL1,6.351,4.054,4.254,5,5.543,5.377,5.807,6.794,6.256,5.83,4.096,3.49
Holter_HOL2,6.351,4.054,4.254,5,5.543,5.377,5.807,6.794,6.256,5.83,4.096,3.49
Holter_HOL3,6.351,4.054,4.254,5,5.543,5.377,5.807,6.794,6.256,5.83,4.096,3.49
Holter_HOL4,6.351,4.054,4.254,5,5.543,5.377,5.807,6.794,6.256,5.83,4.096,3.49
Hoover_Dam_A1,6.942,14.413,15.322,11.614,7.399,9.309,24.492,23.583,20.831,22.49,17.889,13.754
Hoover_Dam_A2,6.942,14.413,15.322,11.614,7.399,9.309,24.492,23.583,20.831,22.49,17.889,13.754
Hoover_Dam_A3,6.942,14.413,15.322,11.614,7.399,9.309,24.492,23.583,20.831,22.49,17.889,13.754
Hoover_Dam_A4,6.942,14.413,15.322,11.614,7.399,9.309,24.492,23.583,20.831,22.49,17.889,13.754
Hoover_Dam_A5,6.781,14.081,14.968,11.346,7.228,9.094,23.927,23.039,20.351,21.971,17.476,13.437
Hoover_Dam_A6,6.942,14.413,15.322,11.614,7.399,9.309,24.492,23.583,20.831,22.49,17.889,13.754
Hoover_Dam_A7,6.942,14.413,15.322,11.614,7.399,9.309,24.492,23.583,20.831,22.49,17.889,13.754
Hoover_Dam_A8,3.284,6.819,7.249,5.495,3.5,4.404,11.587,11.157,9.855,10.639,8.463,6.507
Hoover_Dam_A9,3.658,7.595,8.074,6.12,3.898,4.905,12.905,12.427,10.977,11.85,9.426,7.247
Hoover_Dam_N1,8.835,18.344,19.501,14.782,9.416,11.848,31.172,30.015,26.513,28.624,22.768,17.505
Hoover_Dam_N2,8.835,18.344,19.501,14.782,9.416,11.848,31.172,30.015,26.513,28.624,22.768,17.505
Hoover_Dam_N3,8.835,18.344,19.501,14.782,9.416,11.848,31.172,30.015,26.513,28.624,22.768,17.505
Hoover_Dam_N4,8.835,18.344,19.501,14.782,9.416,11.848,31.172,30.015,26.513,28.624,22.768,17.505
Hoover_Dam_N5,8.835,18.344,19.501,14.782,9.416,11.848,31.172,30.015,26.513,28.624,22.768,17.505
Hoover_Dam_N6,8.835,18.344,19.501,14.782,9.416,11.848,31.172,30.015,26.513,28.624,22.768,17.505
Hoover_Dam_N7,8.631,17.921,19.051,14.441,9.199,11.574,30.452,29.322,25.901,27.963,22.243,17.102
Hoover_Dam_N8,8.835,18.344,19.501,14.782,9.416,11.848,31.172,30.015,26.513,28.624,22.768,17.505
HorseshoBendHY1,0.892,0.813,0.798,0.825,0.92,0.979,1.282,1.822,1.857,1.862,1.561,1.045
HorseshoBendHY2,0.892,0.813,0.798,0.825,0.92,0.979,1.282,1.822,1.857,1.862,1.561,1.045
Horseshoe1_HY1,1.182,1.464,1.329,1.309,1.218,1.195,1.023,1.258,1.682,1.871,1.375,1.078
Horseshoe2_HY2,0.709,0.879,0.797,0.785,0.731,0.717,0.614,0.755,1.009,1.123,0.825,0.647
Horseshoe3_HY3,0.709,0.879,0.797,0.785,0.731,0.717,0.614,0.755,1.009,1.123,0.825,0.647
Horseshoe4_HY4,1.182,1.464,1.329,1.309,1.218,1.195,1.023,1.258,1.682,1.871,1.375,1.078
HutchinsnCreek1,0.029,0.06,0.026,0.025,0.034,0.044,0.147,0.184,0.21,0.195,0.199,0.137
Hystad_Creek_1,0.771,1.013,0.857,0.79,0.761,0.664,0.804,1.269,1.383,1.324,1.142,0.954
Hystad_Creek_2,0.771,1.013,0.857,0.79,0.761,0.664,0.804,1.269,1.383,1.324,1.142,0.954
IIDDrop1-2,0.221,0.593,0.517,0.304,0.705,0.676,0.897,1.071,0.85,0.954,0.9,0.618
IIDDrop1-3,0.221,0.593,0.517,0.304,0.705,0.676,0.897,1.071,0.85,0.954,0.9,0.618
IID_Drop1-1,0.221,0.593,0.517,0.304,0.705,0.676,0.897,1.071,0.85,0.954,0.9,0.618
IID_Drop_2_1,0.582,1.561,1.36,0.8,1.855,1.779,2.361,2.818,2.238,2.51,2.369,1.626
IID_Drop_2_2,0.582,1.561,1.36,0.8,1.855,1.779,2.361,2.818,2.238,2.51,2.369,1.626
IID_Drop_3_1,0.559,1.498,1.306,0.768,1.781,1.708,2.266,2.705,2.148,2.41,2.275,1.561
IID_Drop_3_2,0.582,1.561,1.36,0.8,1.855,1.779,2.361,2.818,2.238,2.51,2.369,1.626
IID_Drop_4_1,1.416,3.88,2.594,0.622,1.316,5.069,5.893,6.292,5.995,6.321,4.598,4.776
IID_Drop_4_2,1.359,3.725,2.49,0.597,1.263,4.867,5.657,6.04,5.755,6.069,4.415,4.585
IID_Drop_5_1,0.233,0.624,0.544,0.32,0.742,0.712,0.944,1.127,0.895,1.004,0.948,0.65
IID_Drop_5_2,0.233,0.624,0.544,0.32,0.742,0.712,0.944,1.127,0.895,1.004,0.948,0.65
Interlakes_1,1.182,1.464,1.329,1.309,1.218,1.195,1.023,1.258,1.682,1.871,1.375,1.078
Iron_Gate,7.15,10.031,9.556,11.837,4.318,3.421,9.417,13.774,8.731,6.168,6.833,8.068
IsabellaHydroGEN1,0.996,1.038,0.894,0.806,1.205,1.313,2.183,3.117,3.361,3.512,2.96,1.796
IsabellaHydroGEN2,0.996,1.038,0.894,0.806,1.205,1.313,2.183,3.117,3.361,3.512,2.96,1.796
James_B_Black_1,26.614,23.006,24.322,30.96,26.829,40.451,34.727,43.006,27.286,27.513,27.301,22.001
James_B_Black_2,26.332,22.763,24.065,30.633,26.544,40.022,34.36,42.55,26.998,27.222,27.011,21.768
Jaybird_H1,19.176,23.728,11.745,27.583,23.66,21.336,41.766,46.956,43.316,31.916,32.554,19.893
Jaybird_H2,19.176,23.728,11.745,27.583,23.66,21.336,41.766,46.956,43.316,31.916,32.554,19.893
JohnDay01,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay02,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay03,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay04,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay05,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay06,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay07,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay08,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay09,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay10,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay11,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay12,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay13,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay14,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay15,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnDay16,50.784,36.614,39.686,44.791,45.112,45.421,38.516,56.768,47.337,43.12,33.021,29.498
JohnHart1,4.689,4.028,4.467,4.55,3.278,4.629,5.579,7.684,7.56,5.129,2.925,2.983
JohnHart2,4.689,4.028,4.467,4.55,3.278,4.629,5.579,7.684,7.56,5.129,2.925,2.983
JohnHart3,4.689,4.028,4.467,4.55,3.278,4.629,5.579,7.684,7.56,5.129,2.925,2.983
JohnHart4,4.689,4.028,4.467,4.55,3.278,4.629,5.579,7.684,7.56,5.129,2.925,2.983
JohnHart5,4.689,4.028,4.467,4.55,3.278,4.629,5.579,7.684,7.56,5.129,2.925,2.983
JohnHart6,4.689,4.028,4.467,4.55,3.278,4.629,5.579,7.684,7.56,5.129,2.925,2.983
Jordan_River,36.84753,33.61945,35.57039,36.37603,31.45485,44.49667,43.92417,78.50691,68.18566,36.40991,22.10638,25.66377
Kananaskis1_1,1.063,1.318,1.196,1.178,1.096,1.076,0.92,1.132,1.514,1.684,1.238,0.97
Kananaskis2_HY2,1.063,1.318,1.196,1.178,1.096,1.076,0.92,1.132,1.514,1.684,1.238,0.97
Kananaskis3_HY3,2.363,2.928,2.658,2.617,2.436,2.391,2.045,2.515,3.363,3.743,2.751,2.155
KaselWitherpoonCoLS1,0.019,0.017,0.017,0.017,0.019,0.021,0.027,0.038,0.039,0.039,0.033,0.022
KaselWitherpoonCoLS2,0.019,0.017,0.017,0.017,0.019,0.021,0.027,0.038,0.039,0.039,0.033,0.022
KaselWitherpoonCoLS3,0.019,0.017,0.017,0.017,0.019,0.021,0.027,0.038,0.039,0.039,0.033,0.022
KaselWitherpoonCoLS4,0.019,0.017,0.017,0.017,0.019,0.021,0.027,0.038,0.039,0.039,0.033,0.022
KaselWitherpoonCoLS5,0.019,0.017,0.017,0.017,0.019,0.021,0.027,0.038,0.039,0.039,0.033,0.022
KaselWitherpoonCoUE5,0.019,0.017,0.017,0.017,0.019,0.021,0.027,0.038,0.039,0.039,0.033,0.022
KaselWitherpoonCoUW1,0.038,0.034,0.034,0.035,0.039,0.041,0.054,0.077,0.078,0.078,0.066,0.044
KaselWitherpoonCoUW2,0.038,0.034,0.034,0.035,0.039,0.041,0.054,0.077,0.078,0.078,0.066,0.044
KaselWitherpoonCoUW3,0.038,0.034,0.034,0.035,0.039,0.041,0.054,0.077,0.078,0.078,0.066,0.044
KaselWitherpoonCoUW4,0.038,0.034,0.034,0.035,0.039,0.041,0.054,0.077,0.078,0.078,0.066,0.044
Kaweah1,0.838,0.7,0.748,0.832,0.777,0.811,0.835,1.179,1.113,1.046,0.869,0.673
Kaweah2,0.667,0.557,0.595,0.662,0.618,0.645,0.665,0.938,0.885,0.832,0.691,0.535
Kaweah3-1,0.887,0.741,0.791,0.88,0.821,0.858,0.884,1.247,1.177,1.106,0.919,0.712
Kaweah3-2,0.887,0.741,0.791,0.88,0.821,0.858,0.884,1.247,1.177,1.106,0.919,0.712
Kemano_1,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kemano_2,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kemano_3,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kemano_4,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kemano_5,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kemano_6,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kemano_7,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kemano_8,28.913,37.982,32.126,29.628,28.519,24.89,30.166,47.597,51.858,49.654,42.817,35.778
Kerr_KER1,27.939,28.191,30.762,31.535,22.17,13.876,24.493,45.999,44.32,40.893,27.465,13.335
Kerr_KER2,19.945,20.125,21.96,22.512,15.827,9.906,17.485,32.838,31.639,29.193,19.607,9.52
Kerr_KER3,34.271,34.58,37.733,38.682,27.195,17.02,30.043,56.424,54.364,50.161,33.689,16.358
Koma_Kulshan,1.373,1.432,1.233,1.111,1.662,1.811,3.01,4.298,4.635,4.844,4.082,2.476
KootenayCanal1,31.69971,28.92261,30.601,31.29409,27.06042,38.28023,37.7877,67.53903,58.65972,31.32323,19.01799,22.07839
