productionRank,Name,Power_Model_1_true_0_false_,lat_1_8_,lon_1_8_,nameplate_MW_,annualProduction_MWh_,lat,long,ROR,Units,Pump,Reservoir,alpha,Slope_NID,Slope_Grand,Head_NID_m_,Storage_m3_,ID,BA,HUC2
161,'Caribou1-1',0,40.0625,-121.1875,72,129432,40.09121,-121.14532,0,,,0,9999,9999,9999,3047.6952,0,222,CIPV,0
162,'C_J_Strike_1',0,42.9375,-115.9375,27.6,127683,42.94832,-115.97505,0,,,0,9999,9999,9999,3047.6952,0,812,IPTV,0
163,'BlackEagle1',0,47.4375,-111.3125,24,126266,47.52116,-111.26127,0,,,0,9999,9999,9999,3047.6952,0,2181,NWMT,0
164,'Swan_Falls_1',0,43.1875,-116.4375,25,119852,43.24347,-116.37901,0,,,0,9999,9999,9999,3047.6952,0,819,IPTV,0
165,'Sullivan_1',0,45.3125,-122.3125,15.4,119683,45.27476,-122.27175,0,,,0,9999,9999,9999,3047.6952,0,3053,PGE,0
166,'Hauser_HAU1',0,46.8125,-111.9375,17,119241,46.76501,-111.88734,0,,,0,9999,9999,9999,3047.6952,0,2185,NWMT,0
167,'Faraday_1',0,45.3125,-122.4375,36.6,118177,45.2679,-122.319,0,,,0,9999,9999,9999,3047.6952,0,3045,PGE,0
168,'Dutch_Flat_2_3P',0,39.3125,-120.9375,26,115284,39.20604,-120.84716,0,,,0,9999,9999,9999,3047.6952,0,413,CIPV,0
169,'Loon_Lake_H1',0,39.0625,-120.4375,82,114790,38.98479,-120.32784,0,,,0,9999,9999,9999,3047.6952,0,432,BANC,0
170,'Turnbull1',0,47.5625,-112.1875,13,114192,47.622694,-112.067889,0,,,0,9999,9999,9999,3047.6952,0,57690,NWMT,0
171,'MiddleGorge1',0,37.4375,-118.5625,37.5,112770,37.46822,-118.56252,0,,,0,9999,9999,9999,3047.6952,0,401,LDWP,0
172,'Seminoe_1',0,42.1875,-106.9375,51.6,110022,42.16769,-106.91149,0,,,0,9999,9999,9999,3047.6952,0,4182,WACM,0
173,'ControlGorge1',0,37.4375,-118.5625,37.5,107773,37.43818,-118.5564,0,,,0,9999,9999,9999,3047.6952,0,393,LDWP,0
174,'UpperGorge1',0,37.4375,-118.5625,37.5,106595,37.54605,-118.58998,0,,,0,9999,9999,9999,3047.6952,0,407,LDWP,0
175,'HillsCreek1',0,43.6875,-122.4375,30,102172,43.71068,-122.42385,0,,,0,9999,9999,9999,3047.6952,0,3081,BPAT,0
176,'SanFrancisq2_1',0,34.4375,-118.4375,42,101544,34.50382,-118.39252,0,,,0,9999,9999,9999,3047.6952,0,6480,LDWP,0
177,'Monroe_Street_6',0,47.6875,-117.4375,14.8,101518,47.6617,-117.42544,0,,,0,9999,9999,9999,3047.6952,0,9095,AVA,0
178,'El_Dorado_1',0,38.8125,-120.6875,21,99676,38.7935,-120.619,0,,,0,9999,9999,9999,3047.6952,0,238,CIPV,0
179,'Lemolo1-1',0,43.3125,-122.3125,31.99,99580,43.32254,-122.19441,0,,,0,9999,9999,9999,3047.6952,0,3029,PACW,0
180,'Gem_State_1',0,43.4375,-112.0625,22.6,98391,43.42085,-112.10203,0,,,0,9999,9999,9999,3047.6952,0,790,PAID,0
181,'Dutch_Flat_1',0,39.3125,-120.9375,22,97548,39.18986,-120.85918,0,,,0,9999,9999,9999,3047.6952,0,237,CIPV,0
182,'Cutler_1',0,41.8125,-111.9375,30,97478,41.83653,-112.04818,0,,,0,9999,9999,9999,3047.6952,0,3646,PAUT,0
183,'Upper_Salmon1',0,42.8125,-114.9375,18,97208,42.77111,-114.89472,0,,,0,9999,9999,9999,3047.6952,0,822,IPMV,0
184,'AndersonRanch1',0,43.4375,-115.5625,40,96904,43.35714,-115.45239,0,,,0,9999,9999,9999,3047.6952,0,6395,IPTV,0
185,'Electron_1',0,46.9375,-121.9375,22.8,96723,46.90608,-122.03953,0,,,0,9999,9999,9999,3047.6952,0,3854,PSEI,0
186,'Kortes_1',0,42.1875,-106.9375,36,96441,42.17634,-106.87949,0,,,0,9999,9999,9999,3047.6952,0,4180,WACM,0
187,'IID_Drop_4_1',0,32.8125,-115.4375,19.6,95594,32.78751,-115.32602,0,,,0,9999,9999,9999,3047.6952,0,387,IID,0
188,'MuckValley',0,40.9375,-121.1875,32.5,95547,41.01502,-121.15497,0,,,0,9999,9999,9999,3047.6952,0,10458,CIPV,0
189,'Upper_Salmon3',0,42.8125,-114.9375,16.5,93658,42.77167,-114.9075,0,,,0,9999,9999,9999,3047.6952,0,7079,IPMV,0
190,'KernRiver3_1',0,35.6875,-118.4375,36.8,93472,35.77561,-118.43588,0,,,0,9999,9999,9999,3047.6952,0,339,CIPV,0
191,'AGWishon1',0,37.0625,-119.5625,22.8,93426,37.15101,-119.50472,0,,,0,9999,9999,9999,3047.6952,0,293,CIPV,0
192,'Alcova1',0,42.5625,-106.6875,41.4,90728,42.5636,-106.70956,0,,,0,9999,9999,9999,3047.6952,0,6409,WACM,0
193,'Tulloch_1',0,37.8125,-120.6875,19.7,88828,37.87526,-120.6035,0,,,0,9999,9999,9999,3047.6952,0,416,CIPV,0
194,'Nimbus_1',0,38.5625,-121.3125,17.26,87850,38.63624,-121.21981,0,,,0,9999,9999,9999,3047.6952,0,444,CIPV,0
195,'Shoshone_A',0,39.5625,-107.3125,14.4,86931,39.57,-107.22702,0,,,0,9999,9999,9999,3047.6952,0,476,PSCO,0
196,'Post_Falls_1',0,47.6875,-117.0625,14.5,86642,47.74472,-116.94549,0,,,0,9999,9999,9999,3047.6952,0,835,AVA,0
197,'Balch1-1',0,36.8125,-119.1875,34,85992,36.92559,-119.09651,0,,,0,9999,9999,9999,3047.6952,0,217,CIPV,0
198,'KernRiver1_1',0,35.4375,-118.9375,25.6,85388,35.45129,-119.03868,0,,,0,9999,9999,9999,3047.6952,0,340,CIPV,0
199,'Leaburg_1',0,44.0625,-122.8125,13.5,85066,44.10109,-122.68901,0,,,0,9999,9999,9999,3047.6952,0,3068,BPAT,0
200,'Sand_Bar',0,38.1875,-120.1875,18.6,83869,38.18314,-120.15873,0,,,0,9999,9999,9999,3047.6952,0,50400,CIPV,0
201,'Haypress_LGEN',0,39.6875,-120.5625,18.76,83182,39.56569,-120.59691,0,,,0,9999,9999,9999,3047.6952,0,10253,CIPV,0
202,'Roosevelt',0,33.6875,-111.1875,36.02,82735,33.67389,-111.1568,0,,,0,9999,9999,9999,3047.6952,0,149,SRP,0
203,'De_Sabla_1',0,39.8125,-121.6875,18.5,82294,39.93371,-121.61187,0,,,0,9999,9999,9999,3047.6952,0,232,CIPV,0
204,'Smith_Falls1',0,48.9375,-116.5625,38.1,81056,48.92988,-116.65634,0,,,0,9999,9999,9999,3047.6952,0,54249,BPAT,0
205,'Minidoka_6',0,42.6875,-113.4375,27.7,80902,42.67039,-113.48217,0,,,0,9999,9999,9999,3047.6952,0,6398,IPMV,0
206,'Etiwanda_Hydro',0,34.1875,-117.4375,24,80825,34.09111,-117.52833,0,,,0,9999,9999,9999,3047.6952,0,745,CISC,0
207,'Cougar_1',0,44.1875,-122.3125,28,79994,44.12872,-122.24091,0,,,0,9999,9999,9999,3047.6952,0,3076,BPAT,0
208,'Wise1',0,38.8125,-121.0625,17.7,78482,38.88981,-121.09836,0,,,0,9999,9999,9999,3047.6952,0,292,CIPV,0
209,'LakeHodges1',0,33.0625,-117.1875,40,77643,33.063203,-117.11975,0,,,0,9999,9999,9999,3047.6952,0,57729,CISD,0
210,'NineMile2Exp',0,47.8125,-117.5625,29.1,77144,47.77495,-117.54379,0,,,0,9999,9999,9999,3047.6952,0,3869,AVA,0
211,'McNaryFishway',0,45.9375,-119.3125,10,76874,45.935591,-119.351077,0,,,0,9999,9999,9999,3047.6952,0,7511,BPAT,0
212,'River_Mill_1',0,45.3125,-122.4375,18.8,76517,45.29978,-122.35026,0,,,0,9999,9999,9999,3047.6952,0,3049,PGE,0
213,'WarmSpringsPwr',0,44.6875,-121.1875,19.6,76320,44.67528,-121.291676,0,,,0,9999,9999,9999,3047.6952,0,54721,PACW,0
214,'Alamo_1',0,34.4375,-118.6875,18,75755,34.49153,-118.61946,0,,,0,9999,9999,9999,3047.6952,0,905,CISC,0
215,'Monticello_1',0,38.4375,-122.0625,12.49,75651,38.51388,-122.104,0,,,0,9999,9999,9999,3047.6952,0,7646,CIPV,0
216,'RioBravo_Hydro1',0,35.3125,-119.1875,18.4,74600,35.39806,-119.29,0,,,0,9999,9999,9999,3047.6952,0,50037,CIPV,0
217,'Coleman_1',0,40.3125,-122.1875,13,74449,40.39371,-122.12996,0,,,0,9999,9999,9999,3047.6952,0,227,CIPV,0
218,'Mojave_Siphon_1',0,34.4375,-117.3125,34.5,74007,34.39103,-117.33547,0,,,0,9999,9999,9999,3047.6952,0,7072,CISC,0
219,'Foster_1',0,44.4375,-122.6875,20,72652,44.41506,-122.67028,0,,,0,9999,9999,9999,3047.6952,0,6552,BPAT,0
220,'Packwood',0,46.5625,-121.6875,27.5,71549,46.59575,-121.56946,0,,,0,9999,9999,9999,3047.6952,0,3929,BPAT,0
221,'Upper_Falls_1',0,47.6875,-117.4375,10,71315,47.66307,-117.41506,0,,,0,9999,9999,9999,3047.6952,0,9096,AVA,0
222,'Sly_Creek_1',0,39.5625,-121.0625,13,70965,39.58609,-121.04032,0,,,0,9999,9999,9999,3047.6952,0,776,CIPV,0
223,'FremontCanyon1',0,42.4375,-106.8125,66.8,70562,42.49585,-106.8279,0,,,0,9999,9999,9999,3047.6952,0,4176,WACM,0
224,'Mormon_Flat_MF1',0,33.5625,-111.4375,65.05,67576,33.55053,-111.43774,0,,,0,9999,9999,9999,3047.6952,0,148,SRP,0
225,'Yelm_1',0,46.9375,-122.5625,12,67223,46.89956,-122.50412,0,,,0,9999,9999,9999,3047.6952,0,3878,BPAT,0
226,'Headgate_Rock_1',0,34.1875,-114.1875,19.5,66573,34.16907,-114.2776,0,,,0,9999,9999,9999,3047.6952,0,7179,WALC,0
227,'Madison_MAD1',0,45.5625,-111.5625,8.8,65796,45.47001,-111.63837,0,,,0,9999,9999,9999,3047.6952,0,6422,NWMT,0
228,'Navajo_Dam_1',0,36.8125,-107.6875,30,65092,36.80563,-107.61386,0,,,0,9999,9999,9999,3047.6952,0,584,WALC,0
229,'PHP1-1',0,45.5625,-122.1875,23.7,64598,45.48175,-122.08286,0,,,0,9999,9999,9999,3047.6952,0,4213,PGE,0
230,'Forks_Butte1',0,39.8125,-121.6875,14.3,63610,39.86665,-121.61664,0,,,0,9999,9999,9999,3047.6952,0,50350,CIPV,0
231,'Rock_Creek_I1',0,42.6875,-114.5625,20.5,63256,42.59613,-114.463285,0,,,0,9999,9999,9999,3047.6952,0,50987,IPMV,0
232,'WestPoint_1',0,38.4375,-120.5625,14,63112,38.42093,-120.54964,0,,,0,9999,9999,9999,3047.6952,0,291,CIPV,0
233,'Estes_1',0,40.4375,-105.4375,45,62526,40.37545,-105.48745,0,,,0,9999,9999,9999,3047.6952,0,513,WACM,0
234,'Grace_3',0,42.5625,-111.8125,33,62043,42.58734,-111.72811,0,,,0,9999,9999,9999,3047.6952,0,827,PAID,0
235,'Halsey_1',0,38.9375,-121.0625,13.5,59859,38.96658,-121.05959,0,,,0,9999,9999,9999,3047.6952,0,241,CIPV,0
236,'Big_Cliff_1',0,44.6875,-122.3125,18,59734,44.733751,-122.313998,0,,,0,9999,9999,9999,3047.6952,0,3074,BPAT,0
237,'BlackCanyon1',0,43.8125,-116.5625,12,59240,43.93055,-116.43794,0,,,0,9999,9999,9999,3047.6952,0,6396,IPTV,0
238,'Tesla_1',0,38.9375,-104.8125,27.6,57855,38.95857,-104.83304,0,,,0,9999,9999,9999,3047.6952,0,7233,WACM,0
239,'Glendo_1',0,42.4375,-104.9375,38,56944,42.4686,-104.95836,0,,,0,9999,9999,9999,3047.6952,0,4177,WACM,0
240,'Boysen1',0,43.4375,-108.1875,15,54968,43.35933,-108.28112,0,,,0,9999,9999,9999,3047.6952,0,505,WACM,0
241,'Twin_Falls_1',0,42.5625,-114.4375,52.73,54446,42.5891,-114.355,0,,,0,9999,9999,9999,3047.6952,0,821,IPMV,0
242,'Newcastle_1',0,38.8125,-121.0625,12,53208,38.86216,-121.12543,0,,,0,9999,9999,9999,3047.6952,0,632,CIPV,0
243,'Buffalo_Bill_1',0,44.5625,-109.0625,18,52569,44.51031,-109.15571,0,,,0,9999,9999,9999,3047.6952,0,7317,WACM,0
244,'Volta1-1',0,40.4375,-121.9375,9.1,52114,40.45991,-121.86589,0,,,0,9999,9999,9999,3047.6952,0,290,CIPV,0
245,'Beardsley_1',0,38.1875,-120.1875,11.5,51853,38.20331,-120.07609,0,,,0,9999,9999,9999,3047.6952,0,414,CIPV,0
246,'Snoqualmie1-1Repower',0,47.5625,-121.9375,13.9,51530,47.54155,-121.83759,0,,,0,9999,9999,9999,3047.6952,0,3860,PSEI,0
247,'Robbs_Peak_1',0,38.8125,-120.4375,24.3,51525,38.89694,-120.37824,0,,,0,9999,9999,9999,3047.6952,0,433,BANC,0
248,'Upriver_Dam1',0,47.6875,-117.4375,17.7,51091,47.681628,-117.329886,0,,,0,9999,9999,9999,3047.6952,0,50380,AVA,0
249,'Fish_Creek_1',0,43.3125,-122.4375,11,51021,43.21074,-122.42671,0,,,0,9999,9999,9999,3047.6952,0,3026,PACW,0
250,'Fontenelle_1',0,42.0625,-110.1875,10,50064,42.02736,-110.06461,0,,,0,9999,9999,9999,3047.6952,0,4185,WACM,0
251,'Broadwater',0,46.1875,-111.4375,10,49581,46.151664,-111.458944,0,,,0,9999,9999,9999,3047.6952,0,54006,NWMT,0
252,'Twin_Falls1',0,47.5625,-121.8125,24,48444,47.44412,-121.68761,0,,,0,9999,9999,9999,3047.6952,0,50827,PSEI,0
253,'Rush_Creek_1',0,37.6875,-119.0625,11.5,48399,37.78439,-119.16435,0,,,0,9999,9999,9999,3047.6952,0,357,CISC,0
254,'French_Meadows',0,39.0625,-120.4375,18.5,48347,39.07751,-120.40594,0,,,0,9999,9999,9999,3047.6952,0,424,CIPV,0
255,'Kern_Canyon_1',0,35.1875,-118.9375,11.5,46625,35.29441,-118.90517,0,,,0,9999,9999,9999,3047.6952,0,7911,CIPV,0
256,'Dexter_1',0,43.9375,-122.8125,15,46621,43.92372,-122.80555,0,,,0,9999,9999,9999,3047.6952,0,3078,BPAT,0
257,'IsabellaHydroGEN1',0,35.5625,-118.5625,11.8,46362,35.64447,-118.47652,0,,,0,9999,9999,9999,3047.6952,0,10139,CISC,0
258,'Green_Springs',0,42.1875,-122.4375,17.2,46351,42.12931,-122.47874,0,,,0,9999,9999,9999,3047.6952,0,6403,BPAT,0
259,'Borel1',0,35.5625,-118.5625,11,46293,35.62007,-118.44666,0,,,0,9999,9999,9999,3047.6952,0,328,CISC,0
260,'Poole_1',0,37.9375,-119.1875,10.9,45874,37.95653,-119.23618,0,,,0,9999,9999,9999,3047.6952,0,353,CISC,0
261,'Inskip_1',0,40.4375,-122.0625,8,45815,40.40117,-121.96371,0,,,0,9999,9999,9999,3047.6952,0,248,CIPV,0
262,'Lower_Malad_1',0,42.8125,-114.9375,13.5,45464,42.81151,-114.87683,0,,,0,9999,9999,9999,3047.6952,0,815,IPMV,0
263,'San_Dimas_1',0,34.1875,-117.9375,9.9,45374,34.10971,-117.81275,0,,,0,9999,9999,9999,3047.6952,0,6646,CISC,0
264,'Camanche_1',0,38.1875,-120.9375,9.99,45036,38.22353,-121.02382,0,,,0,9999,9999,9999,3047.6952,0,537,CIPV,0
265,'SouthForkTolt',0,47.4375,-121.4375,16.8,44789,47.42969,-121.5443,0,,,0,9999,9999,9999,3047.6952,0,622,SCL,0
266,'Clearwater2',0,43.3125,-122.4375,26,43988,43.292433,-122.42741,0,,,0,9999,9999,9999,3047.6952,0,3021,PACW,0
267,'Kerckhoff_H1',0,37.0625,-119.5625,38.6,43890,37.09242,-119.55298,0,,,0,9999,9999,9999,3047.6952,0,250,CIPV,0
268,'IID_Drop_2_1',0,32.8125,-115.4375,10,43518,32.78751,-115.32602,0,,,0,9999,9999,9999,3047.6952,0,385,IID,0
269,'Clearwater1',0,43.3125,-122.4375,15,43176,43.25108,-122.33789,0,,,0,9999,9999,9999,3047.6952,0,3020,PACW,0
270,'IID_Drop_3_1',0,32.8125,-115.4375,9.8,42637,32.78751,-115.32602,0,,,0,9999,9999,9999,3047.6952,0,386,IID,0
271,'Mystic_MYS1',0,45.3125,-109.6875,10,42622,45.24342,-109.73235,0,,,0,9999,9999,9999,3047.6952,0,2192,NWMT,0
272,'Roza_1',0,46.6875,-120.4375,12.9,41429,46.74911,-120.46564,0,,,0,9999,9999,9999,3047.6952,0,6407,BPAT,0
273,'Potter_Valley_1',0,39.4375,-123.1875,10.1,41410,39.36385,-123.12889,0,,,0,9999,9999,9999,3047.6952,0,274,CIPV,0
274,'SepulvedaCanyon',0,33.9375,-118.4375,9,41253,34.03294,-118.46057,0,,,0,9999,9999,9999,3047.6952,0,316,LDWP,0
275,'FoothillFeeder1',0,34.4375,-118.5625,9,41246,34.54384,-118.559139,0,,,0,9999,9999,9999,3047.6952,0,6645,LDWP,0
276,'Waddell-PS1',0,33.8125,-112.3125,30.4,40864,33.84692,-112.26637,0,,,0,9999,9999,9999,3047.6952,0,7164,WALC,0
277,'South_1',0,40.4375,-121.9375,7.1,40661,40.40241,-121.87566,0,,,0,9999,9999,9999,3047.6952,0,280,CIPV,0
278,'Abiquiu1',0,36.1875,-106.3125,16.8,39956,36.20969,-106.41618,0,,,0,9999,9999,9999,3047.6952,0,7789,PNM,0
279,'PHP_2_2',0,45.5625,-122.1875,11.8,39739,45.44458,-122.15411,0,,,0,9999,9999,9999,3047.6952,0,4214,PGE,0
280,'Oneida_1',0,42.3125,-111.6875,30,38892,42.27575,-111.74954,0,,,0,9999,9999,9999,3047.6952,0,829,PAID,0
281,'Portal',0,37.4375,-119.1875,10.8,38122,37.32688,-119.13688,0,,,0,9999,9999,9999,3047.6952,0,354,CISC,0
282,'Cascade_ID_1',0,44.3125,-115.6875,12.4,37584,44.42321,-115.717,0,,,0,9999,9999,9999,3047.6952,0,813,IPTV,0
283,'Foothill_LA',0,34.3125,-118.3125,11,37045,34.35216,-118.28892,0,,,0,9999,9999,9999,3047.6952,0,396,LDWP,0
284,'Kelly_Ridge_1',0,39.5625,-121.5625,11,37045,39.53287,-121.48555,0,,,0,9999,9999,9999,3047.6952,0,418,CIPV,0
285,'Cedar_Falls_5',0,47.4375,-121.6875,30,36432,47.41336,-121.7533,0,,,0,9999,9999,9999,3047.6952,0,6430,SCL,0
286,'Milner_Hydro_1',0,42.5625,-113.9375,118.07,35683,42.52531,-114.00976,0,,,0,9999,9999,9999,3047.6952,0,7190,IPMV,0
287,'BriggsCreek1',0,42.6875,-114.5625,10.56,35502,42.708373,-114.455546,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
288,'MillCreek_OR',0,45.1875,-121.1875,10.5,35361,45.217268,-121.287014,0,,,0,9999,9999,9999,3047.6952,0,-1,CIPV,0
289,'Rollins',0,39.0625,-120.9375,13.5,35280,39.13529,-120.95593,0,,,0,9999,9999,9999,3047.6952,0,34,CIPV,0
290,'MainCanal',0,47.5625,-119.1875,26.8,34535,47.61635,-119.29837,0,,,0,9999,9999,9999,3047.6952,0,56698,TPWR,0
291,'Venice_1',0,33.9375,-118.4375,10.14,34149,34.00074,-118.37841,0,,,0,9999,9999,9999,3047.6952,0,72,CISC,0
292,'Spaulding1-1',0,39.3125,-120.6875,7.67,34009,39.31821,-120.68045,0,,,0,9999,9999,9999,3047.6952,0,281,CIPV,0
293,'Spaulding_2_1',0,39.3125,-120.6875,7.67,34009,39.3414,-120.66662,0,,,0,9999,9999,9999,3047.6952,0,282,CIPV,0
294,'StewartMountain',0,33.5625,-111.4375,10.4,33569,33.5651,-111.53662,0,,,0,9999,9999,9999,3047.6952,0,150,SRP,0
295,'BishopCreek3-1',0,37.4375,-118.5625,7.95,33458,37.32345,-118.54238,0,,,0,9999,9999,9999,3047.6952,0,324,CISC,0
296,'BishopCreek4-1',0,37.4375,-118.5625,7.94,33414,37.3502,-118.52259,0,,,0,9999,9999,9999,3047.6952,0,325,CISC,0
297,'Stone_Creek_1',0,45.0625,-121.9375,12,33302,45.10647,-121.81756,0,,,0,9999,9999,9999,3047.6952,0,7508,PGE,0
298,'Chili_Bar_1',0,38.8125,-120.9375,7,33225,38.7715,-120.8128,0,,,0,9999,9999,9999,3047.6952,0,225,CIPV,0
299,'Olsen_GEN1',0,40.8125,-122.3125,5.8,33215,40.73512,-122.1944,0,,,0,9999,9999,9999,3047.6952,0,50180,CIPV,0
300,'BishopCreek2-1',0,37.1875,-118.6875,7.73,32531,37.29481,-118.58884,0,,,0,9999,9999,9999,3047.6952,0,323,CISC,0
301,'Koma_Kulshan',0,48.5625,-121.8125,12,31967,48.685,-121.8066,0,,,0,9999,9999,9999,3047.6952,0,54267,PSEI,0
302,'Spring_Gap_1',0,38.1875,-120.1875,7,31563,38.18662,-120.11243,0,,,0,9999,9999,9999,3047.6952,0,284,CIPV,0
303,'Walterville_1',0,44.0625,-122.9375,8,31150,44.06904,-122.81521,0,,,0,9999,9999,9999,3047.6952,0,3071,BPAT,0
304,'DeerCreek(CA)_1',0,39.3125,-120.9375,7,31038,39.29833,-120.84306,0,,,0,9999,9999,9999,3047.6952,0,233,CIPV,0
305,'Bypass_GEN1',0,42.5625,-113.9375,9.96,30735,42.561969,-114.052401,0,,,0,9999,9999,9999,3047.6952,0,50895,IPMV,0
306,San_Fer9999do_1',0,34.1875,-118.4375,5.6,29958,34.28188,-118.44074,0,,,0,9999,9999,9999,3047.6952,0,403,LDWP,0
307,'HorseshoBendHY1',0,43.9375,-116.1875,9.5,29312,43.90851,-116.19089,0,,,0,9999,9999,9999,3047.6952,0,54524,IPTV,0
308,'Chandler_1',0,46.3125,-119.4375,12,29226,46.28139,-119.49797,0,,,0,9999,9999,9999,3047.6952,0,6406,BPAT,0
309,'Spaulding_3_1',0,39.3125,-120.6875,6.5,28821,39.32456,-120.64368,0,,,0,9999,9999,9999,3047.6952,0,283,CIPV,0
310,'Tule_River1',0,36.0625,-118.8125,8.4,28288,36.0608,-118.91991,0,,,0,9999,9999,9999,3047.6952,0,289,CIPV,0
311,'FallsRiver_ID1',0,44.0625,-111.4375,9.1,28076,44.064827,-111.355137,0,,,0,9999,9999,9999,3047.6952,0,54668,IPFE,0
312,'Prospect3',0,42.6875,-122.4375,7.2,28038,42.70538,-122.37225,0,,,0,9999,9999,9999,3047.6952,0,3034,PACW,0
313,'MagicDam1',0,43.1875,-114.3125,9,27774,43.190674,-114.324152,0,,,0,9999,9999,9999,3047.6952,0,10740,IPMV,0
314,'Bowman_GEN1',0,39.3125,-120.6875,6.25,27712,39.29384,-120.60226,0,,,0,9999,9999,9999,3047.6952,0,50546,CIPV,0
315,'Tunnel',0,43.5625,-117.3125,7,27258,43.651655,-117.245276,0,,,0,9999,9999,9999,3047.6952,0,50362,IPTV,0
316,'Grizzly_NA1',0,39.8125,-121.4375,20,27186,39.9029,-121.34282,0,,,0,9999,9999,9999,3047.6952,0,7338,CIPV,0
317,'ThousandSpring1',0,42.8125,-114.9375,8.8,27156,42.74202,-114.83994,0,,,0,9999,9999,9999,3047.6952,0,820,IPMV,0
318,'Upper_Molina_1',0,39.1875,-107.9375,8.64,27069,39.10345,-107.90037,0,,,0,9999,9999,9999,3047.6952,0,521,WALC,0
319,'Perris_1',0,33.8125,-117.1875,7.94,26740,33.83593,-117.18289,0,,,0,9999,9999,9999,3047.6952,0,481,CISC,0
320,'Oxbow_(CA)_1',0,38.9375,-120.8125,6,26604,39.02959,-120.75039,0,,,0,9999,9999,9999,3047.6952,0,426,CIPV,0
321,'Gross_Hydro',0,40.0625,-105.3125,7.8,26268,39.9478,-105.358,0,,,0,9999,9999,9999,3047.6952,0,10424,PSCO,0
322,'Centerville1',0,39.8125,-121.6875,5.9,26245,39.87183,-121.61194,0,,,0,9999,9999,9999,3047.6952,0,224,CIPV,0
323,'BlackButte',0,39.9375,-122.3125,6.2,26132,39.81479,-122.33019,0,,,0,9999,9999,9999,3047.6952,0,7229,CIPV,0
324,'WilsonLake1',0,42.5625,-114.1875,8.4,25920,42.59095,-114.171249,0,,,0,9999,9999,9999,3047.6952,0,54306,IPMV,0
325,'LowLineMdwy2SoForks2',0,43.5625,-115.1875,8,25814,43.528095,-115.063079,0,,,0,9999,9999,9999,3047.6952,0,10296,IPMV,0
326,'Haiwee_1',0,36.0625,-118.0625,5.6,25686,36.14671,-117.97757,0,,,0,9999,9999,9999,3047.6952,0,398,LDWP,0
327,'Upper_Malad_1',0,42.8125,-114.9375,8.27,25520,42.8655,-114.86891,0,,,0,9999,9999,9999,3047.6952,0,823,IPMV,0
328,'Marys_Lake_1',0,40.4375,-105.4375,8.1,25376,40.34418,-105.53425,0,,,0,9999,9999,9999,3047.6952,0,517,WACM,0
329,'DallesDamNorthFshwy',0,45.5625,-121.1875,6.5,25311,45.6137,-121.13367,0,,,0,9999,9999,9999,3047.6952,0,7431,BPAT,0
330,'YoungsCreek',0,47.8125,-121.9375,7.5,25258,47.791609,-121.821662,0,,,0,9999,9999,9999,3047.6952,0,57763,BPAT,0
331,'Tiber_Dam',0,48.3125,-111.0625,7.5,25258,48.3181,-111.103,0,,,0,9999,9999,9999,3047.6952,0,56499,WAUW,0
332,'GreenMountain1',0,39.9375,-106.3125,26,24998,39.8783,-106.3319,0,,,0,9999,9999,9999,3047.6952,0,516,WACM,0
333,'S_E_Hazelton1',0,42.5625,-114.1875,8.1,24993,42.58822,-114.070169,0,,,0,9999,9999,9999,3047.6952,0,50896,IPMV,0
334,'HatCreek2',0,40.9375,-121.5625,8.5,24989,40.94992,-121.54238,0,,,0,9999,9999,9999,3047.6952,0,244,CIPV,0
335,'HatCreek1',0,40.9375,-121.5625,8.5,24989,40.94167,-121.55021,0,,,0,9999,9999,9999,3047.6952,0,243,CIPV,0
336,'IID_Drop1-1',0,32.8125,-115.4375,5.7,24765,32.78751,-115.32602,0,,,0,9999,9999,9999,3047.6952,0,585,IID,0
337,'LowerNo12',0,43.5625,-112.0625,8,24684,43.47167,-112.06,0,,,0,9999,9999,9999,3047.6952,0,7012,BPAT,0
338,'UpperPwr4',0,43.5625,-112.0625,8,24684,43.55531,-112.04548,0,,,0,9999,9999,9999,3047.6952,0,844,BPAT,0
339,'Kekawaka',0,40.0625,-123.5625,6,24600,40.0945,-123.55834,0,,,0,9999,9999,9999,3047.6952,0,54654,CIPV,0
340,'LowLineRapids',0,42.5625,-114.4375,7.97,24592,42.529307,-114.365939,0,,,0,9999,9999,9999,3047.6952,0,10808,IPMV,0
341,'Frankenheimer',0,37.8125,-120.6875,8.75,24519,37.83041,-120.80696,0,,,0,9999,9999,9999,3047.6952,0,50219,CIPV,0
342,'NorthHollywood1-1',0,34.1875,-118.3125,5.4,24402,34.193948,-118.39021,0,,,0,9999,9999,9999,3047.6952,0,57854,LDWP,0
343,'Jones_Fork',0,38.8125,-120.4375,11.5,24384,38.85023,-120.3818,0,,,0,9999,9999,9999,3047.6952,0,534,BANC,0
344,'Hazelton_B1',0,42.5625,-114.1875,7.6,23452,42.596396,-114.097116,0,,,0,9999,9999,9999,3047.6952,0,54558,IPMV,0
345,'Yorba_Linda',0,33.8125,-117.9375,5.1,23375,33.91249,-117.82019,0,,,0,9999,9999,9999,3047.6952,0,6647,CISC,0
346,'Whiskeytown_1',0,40.4375,-122.3125,3.5,23373,40.55205,-122.40766,0,,,0,9999,9999,9999,3047.6952,0,7189,BANC,0
347,'SanGabrielHydroU1',0,34.0625,-118.1875,5,22921,34.09612,-118.10761,0,,,0,9999,9999,9999,3047.6952,0,54017,LDWP,0
