POINTID,HUC4,lat,long
4047,1016,46.8125,-98.5625
4048,1016,46.8125,-98.4375
4049,1016,46.8125,-98.3125
4249,1016,46.6875,-99.1875
4250,1016,46.6875,-99.0625
4251,1016,46.6875,-98.9375
4252,1016,46.6875,-98.8125
4253,1016,46.6875,-98.6875
4254,1016,46.6875,-98.5625
4255,1016,46.6875,-98.4375
4256,1016,46.6875,-98.3125
4257,1016,46.6875,-98.1875
4457,1016,46.5625,-99.1875
4458,1016,46.5625,-99.0625
4459,1016,46.5625,-98.9375
4460,1016,46.5625,-98.8125
4461,1016,46.5625,-98.6875
4462,1016,46.5625,-98.5625
4463,1016,46.5625,-98.4375
4464,1016,46.5625,-98.3125
4465,1016,46.5625,-98.1875
4466,1016,46.5625,-98.0625
4667,1016,46.4375,-99.0625
4668,1016,46.4375,-98.9375
4669,1016,46.4375,-98.8125
4670,1016,46.4375,-98.6875
4671,1016,46.4375,-98.5625
4672,1016,46.4375,-98.4375
4673,1016,46.4375,-98.3125
4674,1016,46.4375,-98.1875
4675,1016,46.4375,-98.0625
4875,1016,46.3125,-99.1875
4876,1016,46.3125,-99.0625
4877,1016,46.3125,-98.9375
4878,1016,46.3125,-98.8125
4879,1016,46.3125,-98.6875
4880,1016,46.3125,-98.5625
4881,1016,46.3125,-98.4375
4882,1016,46.3125,-98.3125
4883,1016,46.3125,-98.1875
4884,1016,46.3125,-98.0625
5084,1016,46.1875,-99.1875
5085,1016,46.1875,-99.0625
5086,1016,46.1875,-98.9375
5087,1016,46.1875,-98.8125
5088,1016,46.1875,-98.6875
5089,1016,46.1875,-98.5625
5090,1016,46.1875,-98.4375
5091,1016,46.1875,-98.3125
5092,1016,46.1875,-98.1875
5093,1016,46.1875,-98.0625
5294,1016,46.0625,-98.9375
5295,1016,46.0625,-98.8125
5296,1016,46.0625,-98.6875
5297,1016,46.0625,-98.5625
5298,1016,46.0625,-98.4375
5299,1016,46.0625,-98.3125
5300,1016,46.0625,-98.1875
5301,1016,46.0625,-98.0625
5503,1016,45.9375,-98.9375
5504,1016,45.9375,-98.8125
5505,1016,45.9375,-98.6875
5506,1016,45.9375,-98.5625
5507,1016,45.9375,-98.4375
5508,1016,45.9375,-98.3125
5509,1016,45.9375,-98.1875
5510,1016,45.9375,-98.0625
5511,1016,45.9375,-97.8125
5711,1016,45.8125,-99.0625
5712,1016,45.8125,-98.9375
5713,1016,45.8125,-98.8125
5714,1016,45.8125,-98.6875
5715,1016,45.8125,-98.5625
5716,1016,45.8125,-98.4375
5717,1016,45.8125,-98.3125
5718,1016,45.8125,-98.1875
5719,1016,45.8125,-98.0625
5720,1016,45.8125,-97.9375
5721,1016,45.8125,-97.8125
5722,1016,45.8125,-97.6875
5723,1016,45.8125,-97.4375
5922,1016,45.6875,-99.1875
5923,1016,45.6875,-99.0625
5924,1016,45.6875,-98.9375
5925,1016,45.6875,-98.8125
5926,1016,45.6875,-98.6875
5927,1016,45.6875,-98.5625
5928,1016,45.6875,-98.4375
5929,1016,45.6875,-98.3125
5930,1016,45.6875,-98.1875
5931,1016,45.6875,-98.0625
5932,1016,45.6875,-97.9375
5933,1016,45.6875,-97.8125
5934,1016,45.6875,-97.6875
5935,1016,45.6875,-97.5625
5936,1016,45.6875,-97.4375
5937,1016,45.6875,-97.3125
6133,1016,45.5625,-99.5625
6134,1016,45.5625,-99.4375
6135,1016,45.5625,-99.3125
6136,1016,45.5625,-99.1875
6137,1016,45.5625,-99.0625
6138,1016,45.5625,-98.9375
6139,1016,45.5625,-98.8125
6140,1016,45.5625,-98.6875
6141,1016,45.5625,-98.5625
6142,1016,45.5625,-98.4375
6143,1016,45.5625,-98.3125
6144,1016,45.5625,-98.1875
6145,1016,45.5625,-98.0625
6146,1016,45.5625,-97.9375
6147,1016,45.5625,-97.8125
6148,1016,45.5625,-97.6875
6149,1016,45.5625,-97.5625
6150,1016,45.5625,-97.4375
6151,1016,45.5625,-97.3125
6347,1016,45.4375,-99.5625
6348,1016,45.4375,-99.4375
6349,1016,45.4375,-99.3125
6350,1016,45.4375,-99.1875
6351,1016,45.4375,-99.0625
6352,1016,45.4375,-98.9375
6353,1016,45.4375,-98.8125
6354,1016,45.4375,-98.6875
6355,1016,45.4375,-98.5625
6356,1016,45.4375,-98.4375
6357,1016,45.4375,-98.3125
6358,1016,45.4375,-98.1875
6359,1016,45.4375,-98.0625
6360,1016,45.4375,-97.9375
6361,1016,45.4375,-97.8125
6362,1016,45.4375,-97.6875
6363,1016,45.4375,-97.5625
6562,1016,45.3125,-99.6875
6563,1016,45.3125,-99.5625
6564,1016,45.3125,-99.4375
6565,1016,45.3125,-99.3125
6566,1016,45.3125,-99.1875
6567,1016,45.3125,-99.0625
6568,1016,45.3125,-98.9375
6569,1016,45.3125,-98.8125
6570,1016,45.3125,-98.6875
6571,1016,45.3125,-98.5625
6572,1016,45.3125,-98.4375
6573,1016,45.3125,-98.3125
6574,1016,45.3125,-98.1875
6575,1016,45.3125,-98.0625
6576,1016,45.3125,-97.9375
6577,1016,45.3125,-97.8125
6578,1016,45.3125,-97.6875
6579,1016,45.3125,-97.5625
6778,1016,45.1875,-99.6875
6779,1016,45.1875,-99.5625
6780,1016,45.1875,-99.4375
6781,1016,45.1875,-99.3125
6782,1016,45.1875,-99.1875
6783,1016,45.1875,-99.0625
6784,1016,45.1875,-98.9375
6785,1016,45.1875,-98.8125
6786,1016,45.1875,-98.6875
6787,1016,45.1875,-98.5625
6788,1016,45.1875,-98.4375
6789,1016,45.1875,-98.3125
6790,1016,45.1875,-98.1875
6791,1016,45.1875,-98.0625
6792,1016,45.1875,-97.9375
6793,1016,45.1875,-97.8125
6794,1016,45.1875,-97.6875
6995,1016,45.0625,-99.6875
6996,1016,45.0625,-99.5625
6997,1016,45.0625,-99.4375
6998,1016,45.0625,-99.3125
6999,1016,45.0625,-99.1875
7000,1016,45.0625,-99.0625
7001,1016,45.0625,-98.9375
7002,1016,45.0625,-98.8125
7003,1016,45.0625,-98.6875
7004,1016,45.0625,-98.5625
7005,1016,45.0625,-98.4375
7006,1016,45.0625,-98.3125
7007,1016,45.0625,-98.1875
7008,1016,45.0625,-98.0625
7009,1016,45.0625,-97.9375
7010,1016,45.0625,-97.8125
7216,1016,44.9375,-99.3125
7217,1016,44.9375,-99.1875
7218,1016,44.9375,-99.0625
7219,1016,44.9375,-98.9375
7220,1016,44.9375,-98.8125
7221,1016,44.9375,-98.6875
7222,1016,44.9375,-98.5625
7223,1016,44.9375,-98.4375
7224,1016,44.9375,-98.3125
7225,1016,44.9375,-98.1875
7226,1016,44.9375,-98.0625
7227,1016,44.9375,-97.9375
7228,1016,44.9375,-97.8125
7434,1016,44.8125,-99.4375
7435,1016,44.8125,-99.3125
7436,1016,44.8125,-99.1875
7437,1016,44.8125,-99.0625
7438,1016,44.8125,-98.9375
7439,1016,44.8125,-98.8125
7440,1016,44.8125,-98.6875
7441,1016,44.8125,-98.5625
7442,1016,44.8125,-98.4375
7443,1016,44.8125,-98.3125
7444,1016,44.8125,-98.1875
7445,1016,44.8125,-98.0625
7446,1016,44.8125,-97.9375
7447,1016,44.8125,-97.8125
7653,1016,44.6875,-99.5625
7654,1016,44.6875,-99.4375
7655,1016,44.6875,-99.3125
7656,1016,44.6875,-99.1875
7657,1016,44.6875,-99.0625
7658,1016,44.6875,-98.9375
7659,1016,44.6875,-98.8125
7660,1016,44.6875,-98.6875
7661,1016,44.6875,-98.5625
7662,1016,44.6875,-98.4375
7663,1016,44.6875,-98.3125
7664,1016,44.6875,-98.1875
7665,1016,44.6875,-98.0625
7666,1016,44.6875,-97.9375
7667,1016,44.6875,-97.8125
7873,1016,44.5625,-99.5625
7874,1016,44.5625,-99.4375
7875,1016,44.5625,-99.3125
7876,1016,44.5625,-99.1875
7877,1016,44.5625,-99.0625
7878,1016,44.5625,-98.9375
7879,1016,44.5625,-98.8125
7880,1016,44.5625,-98.6875
7881,1016,44.5625,-98.5625
7882,1016,44.5625,-98.4375
7883,1016,44.5625,-98.3125
7884,1016,44.5625,-98.1875
7885,1016,44.5625,-98.0625
7886,1016,44.5625,-97.9375
7887,1016,44.5625,-97.8125
7888,1016,44.5625,-97.6875
8097,1016,44.4375,-99.0625
8098,1016,44.4375,-98.9375
8099,1016,44.4375,-98.8125
8100,1016,44.4375,-98.6875
8101,1016,44.4375,-98.5625
8102,1016,44.4375,-98.4375
8103,1016,44.4375,-98.3125
8104,1016,44.4375,-98.1875
8105,1016,44.4375,-98.0625
8106,1016,44.4375,-97.9375
8107,1016,44.4375,-97.8125
8108,1016,44.4375,-97.6875
8319,1016,44.3125,-98.9375
8320,1016,44.3125,-98.8125
8321,1016,44.3125,-98.6875
8322,1016,44.3125,-98.5625
8323,1016,44.3125,-98.4375
8324,1016,44.3125,-98.3125
8325,1016,44.3125,-98.1875
8326,1016,44.3125,-98.0625
8327,1016,44.3125,-97.9375
8328,1016,44.3125,-97.8125
8329,1016,44.3125,-97.6875
8330,1016,44.3125,-97.5625
8544,1016,44.1875,-98.6875
8545,1016,44.1875,-98.5625
8546,1016,44.1875,-98.4375
8547,1016,44.1875,-98.3125
8548,1016,44.1875,-98.1875
8549,1016,44.1875,-98.0625
8550,1016,44.1875,-97.9375
8551,1016,44.1875,-97.8125
8552,1016,44.1875,-97.6875
8769,1016,44.0625,-98.5625
8770,1016,44.0625,-98.4375
8771,1016,44.0625,-98.3125
8772,1016,44.0625,-98.1875
8773,1016,44.0625,-98.0625
8774,1016,44.0625,-97.9375
8775,1016,44.0625,-97.8125
8776,1016,44.0625,-97.6875
8777,1016,44.0625,-97.5625
8993,1016,43.9375,-98.6875
8994,1016,43.9375,-98.5625
8995,1016,43.9375,-98.4375
8996,1016,43.9375,-98.3125
8997,1016,43.9375,-98.1875
8998,1016,43.9375,-98.0625
8999,1016,43.9375,-97.9375
9000,1016,43.9375,-97.8125
9001,1016,43.9375,-97.6875
9002,1016,43.9375,-97.5625
9221,1016,43.8125,-98.5625
9222,1016,43.8125,-98.4375
9223,1016,43.8125,-98.3125
9224,1016,43.8125,-98.1875
9225,1016,43.8125,-98.0625
9226,1016,43.8125,-97.9375
9227,1016,43.8125,-97.8125
9228,1016,43.8125,-97.6875
9229,1016,43.8125,-97.5625
9447,1016,43.6875,-98.6875
9448,1016,43.6875,-98.5625
9449,1016,43.6875,-98.4375
9450,1016,43.6875,-98.3125
9451,1016,43.6875,-98.1875
9452,1016,43.6875,-98.0625
9453,1016,43.6875,-97.9375
9454,1016,43.6875,-97.8125
9455,1016,43.6875,-97.6875
9456,1016,43.6875,-97.5625
9457,1016,43.6875,-97.4375
9678,1016,43.5625,-98.4375
9679,1016,43.5625,-98.3125
9680,1016,43.5625,-98.1875
9681,1016,43.5625,-98.0625
9682,1016,43.5625,-97.9375
9683,1016,43.5625,-97.8125
9684,1016,43.5625,-97.6875
9685,1016,43.5625,-97.5625
9686,1016,43.5625,-97.4375
9914,1016,43.4375,-98.1875
9915,1016,43.4375,-98.0625
9916,1016,43.4375,-97.9375
9917,1016,43.4375,-97.8125
9918,1016,43.4375,-97.6875
9919,1016,43.4375,-97.5625
9920,1016,43.4375,-97.4375
10151,1016,43.3125,-98.0625
10152,1016,43.3125,-97.9375
10153,1016,43.3125,-97.8125
10154,1016,43.3125,-97.6875
10155,1016,43.3125,-97.5625
10389,1016,43.1875,-97.9375
10390,1016,43.1875,-97.8125
10391,1016,43.1875,-97.6875
10392,1016,43.1875,-97.5625
10393,1016,43.1875,-97.4375
10628,1016,43.0625,-97.6875
10629,1016,43.0625,-97.5625
10630,1016,43.0625,-97.4375
10631,1016,43.0625,-97.3125
10866,1016,42.9375,-97.6875
10868,1016,42.9375,-97.4375
6364,1017,45.4375,-97.4375
6365,1017,45.4375,-97.3125
6366,1017,45.4375,-97.1875
6580,1017,45.3125,-97.4375
6581,1017,45.3125,-97.3125
6582,1017,45.3125,-97.1875
6583,1017,45.3125,-97.0625
6795,1017,45.1875,-97.5625
6796,1017,45.1875,-97.4375
6797,1017,45.1875,-97.3125
6798,1017,45.1875,-97.1875
6799,1017,45.1875,-97.0625
7011,1017,45.0625,-97.6875
7012,1017,45.0625,-97.5625
7013,1017,45.0625,-97.4375
7014,1017,45.0625,-97.3125
7015,1017,45.0625,-97.1875
7016,1017,45.0625,-97.0625
7017,1017,45.0625,-96.9375
7229,1017,44.9375,-97.6875
7230,1017,44.9375,-97.5625
7231,1017,44.9375,-97.4375
7232,1017,44.9375,-97.3125
7233,1017,44.9375,-97.1875
7234,1017,44.9375,-97.0625
7235,1017,44.9375,-96.9375
7236,1017,44.9375,-96.8125
7448,1017,44.8125,-97.6875
7449,1017,44.8125,-97.5625
7450,1017,44.8125,-97.4375
7451,1017,44.8125,-97.3125
7452,1017,44.8125,-97.1875
7453,1017,44.8125,-97.0625
7454,1017,44.8125,-96.9375
7455,1017,44.8125,-96.8125
7456,1017,44.8125,-96.6875
7668,1017,44.6875,-97.6875
7669,1017,44.6875,-97.5625
7670,1017,44.6875,-97.4375
7671,1017,44.6875,-97.3125
7672,1017,44.6875,-97.1875
7673,1017,44.6875,-97.0625
7674,1017,44.6875,-96.9375
7675,1017,44.6875,-96.8125
7676,1017,44.6875,-96.6875
7889,1017,44.5625,-97.5625
7890,1017,44.5625,-97.4375
7891,1017,44.5625,-97.3125
7892,1017,44.5625,-97.1875
7893,1017,44.5625,-97.0625
7894,1017,44.5625,-96.9375
7895,1017,44.5625,-96.8125
7896,1017,44.5625,-96.6875
8109,1017,44.4375,-97.5625
8110,1017,44.4375,-97.4375
8111,1017,44.4375,-97.3125
8112,1017,44.4375,-97.1875
8113,1017,44.4375,-97.0625
8114,1017,44.4375,-96.9375
8115,1017,44.4375,-96.8125
8116,1017,44.4375,-96.6875
8117,1017,44.4375,-96.5625
8331,1017,44.3125,-97.4375
8332,1017,44.3125,-97.3125
8333,1017,44.3125,-97.1875
8334,1017,44.3125,-97.0625
8335,1017,44.3125,-96.9375
8336,1017,44.3125,-96.8125
8337,1017,44.3125,-96.6875
8338,1017,44.3125,-96.5625
8339,1017,44.3125,-96.4375
8553,1017,44.1875,-97.5625
8554,1017,44.1875,-97.4375
8555,1017,44.1875,-97.3125
8556,1017,44.1875,-97.1875
8557,1017,44.1875,-97.0625
8558,1017,44.1875,-96.9375
8559,1017,44.1875,-96.8125
8560,1017,44.1875,-96.6875
8561,1017,44.1875,-96.5625
8562,1017,44.1875,-96.4375
8563,1017,44.1875,-96.3125
8778,1017,44.0625,-97.4375
8779,1017,44.0625,-97.3125
8780,1017,44.0625,-97.1875
8781,1017,44.0625,-97.0625
8782,1017,44.0625,-96.9375
8783,1017,44.0625,-96.8125
8784,1017,44.0625,-96.6875
8785,1017,44.0625,-96.5625
8786,1017,44.0625,-96.4375
8787,1017,44.0625,-96.3125
8788,1017,44.0625,-96.1875
9003,1017,43.9375,-97.4375
9004,1017,43.9375,-97.3125
9005,1017,43.9375,-97.1875
9006,1017,43.9375,-97.0625
9007,1017,43.9375,-96.9375
9008,1017,43.9375,-96.8125
9009,1017,43.9375,-96.6875
9010,1017,43.9375,-96.5625
9011,1017,43.9375,-96.4375
9012,1017,43.9375,-96.3125
9013,1017,43.9375,-96.1875
9014,1017,43.9375,-96.0625
9015,1017,43.9375,-95.9375
9230,1017,43.8125,-97.4375
9231,1017,43.8125,-97.3125
9232,1017,43.8125,-97.1875
9233,1017,43.8125,-97.0625
9234,1017,43.8125,-96.9375
9235,1017,43.8125,-96.8125
9236,1017,43.8125,-96.6875
9237,1017,43.8125,-96.5625
9238,1017,43.8125,-96.4375
9239,1017,43.8125,-96.3125
9240,1017,43.8125,-96.1875
9241,1017,43.8125,-96.0625
9242,1017,43.8125,-95.9375
9458,1017,43.6875,-97.3125
9459,1017,43.6875,-97.1875
9460,1017,43.6875,-97.0625
9461,1017,43.6875,-96.9375
9462,1017,43.6875,-96.8125
9463,1017,43.6875,-96.6875
9464,1017,43.6875,-96.5625
9465,1017,43.6875,-96.4375
9466,1017,43.6875,-96.3125
9467,1017,43.6875,-96.1875
9468,1017,43.6875,-96.0625
9469,1017,43.6875,-95.9375
9470,1017,43.6875,-95.8125
9687,1017,43.5625,-97.3125
9688,1017,43.5625,-97.1875
9689,1017,43.5625,-97.0625
9690,1017,43.5625,-96.9375
9691,1017,43.5625,-96.8125
9692,1017,43.5625,-96.6875
9693,1017,43.5625,-96.5625
9694,1017,43.5625,-96.4375
9695,1017,43.5625,-96.3125
9696,1017,43.5625,-96.1875
9697,1017,43.5625,-96.0625
9698,1017,43.5625,-95.9375
9699,1017,43.5625,-95.8125
9911,1017,43.4375,-98.5625
9913,1017,43.4375,-98.3125
9921,1017,43.4375,-97.3125
9922,1017,43.4375,-97.1875
9923,1017,43.4375,-97.0625
9924,1017,43.4375,-96.9375
9925,1017,43.4375,-96.8125
9926,1017,43.4375,-96.6875
9927,1017,43.4375,-96.5625
9928,1017,43.4375,-96.4375
9929,1017,43.4375,-96.3125
9930,1017,43.4375,-96.1875
9931,1017,43.4375,-96.0625
9932,1017,43.4375,-95.9375
9933,1017,43.4375,-95.8125
10149,1017,43.3125,-98.3125
10150,1017,43.3125,-98.1875
10156,1017,43.3125,-97.4375
10157,1017,43.3125,-97.3125
10158,1017,43.3125,-97.1875
10159,1017,43.3125,-97.0625
10160,1017,43.3125,-96.9375
10161,1017,43.3125,-96.8125
10162,1017,43.3125,-96.6875
10163,1017,43.3125,-96.5625
10164,1017,43.3125,-96.4375
10165,1017,43.3125,-96.3125
10166,1017,43.3125,-96.1875
10167,1017,43.3125,-96.0625
10168,1017,43.3125,-95.9375
10169,1017,43.3125,-95.8125
10170,1017,43.3125,-95.6875
10386,1017,43.1875,-98.3125
10387,1017,43.1875,-98.1875
10388,1017,43.1875,-98.0625
10394,1017,43.1875,-97.3125
10395,1017,43.1875,-97.1875
10396,1017,43.1875,-97.0625
10397,1017,43.1875,-96.9375
10398,1017,43.1875,-96.8125
10399,1017,43.1875,-96.6875
10400,1017,43.1875,-96.5625
10401,1017,43.1875,-96.4375
10402,1017,43.1875,-96.3125
10403,1017,43.1875,-96.1875
10622,1017,43.0625,-98.4375
10623,1017,43.0625,-98.3125
10624,1017,43.0625,-98.1875
10625,1017,43.0625,-98.0625
10626,1017,43.0625,-97.9375
10627,1017,43.0625,-97.8125
10632,1017,43.0625,-97.1875
10633,1017,43.0625,-97.0625
10634,1017,43.0625,-96.9375
10635,1017,43.0625,-96.8125
10636,1017,43.0625,-96.6875
10637,1017,43.0625,-96.5625
10638,1017,43.0625,-96.4375
10639,1017,43.0625,-96.3125
10860,1017,42.9375,-98.4375
10861,1017,42.9375,-98.3125
10862,1017,42.9375,-98.1875
10863,1017,42.9375,-98.0625
10864,1017,42.9375,-97.9375
10865,1017,42.9375,-97.8125
10867,1017,42.9375,-97.5625
10869,1017,42.9375,-97.3125
10870,1017,42.9375,-97.1875
10871,1017,42.9375,-97.0625
10872,1017,42.9375,-96.9375
10873,1017,42.9375,-96.8125
10874,1017,42.9375,-96.6875
10875,1017,42.9375,-96.5625
10876,1017,42.9375,-96.4375
10877,1017,42.9375,-96.3125
11100,1017,42.8125,-98.0625
11101,1017,42.8125,-97.9375
11102,1017,42.8125,-97.8125
11103,1017,42.8125,-97.6875
11104,1017,42.8125,-97.5625
11105,1017,42.8125,-97.4375
11106,1017,42.8125,-97.3125
11107,1017,42.8125,-97.1875
11108,1017,42.8125,-97.0625
11109,1017,42.8125,-96.9375
11110,1017,42.8125,-96.8125
11111,1017,42.8125,-96.6875
11112,1017,42.8125,-96.5625
11113,1017,42.8125,-96.4375
11335,1017,42.6875,-97.9375
11336,1017,42.6875,-97.8125
11337,1017,42.6875,-97.6875
11338,1017,42.6875,-97.5625
11339,1017,42.6875,-97.4375
11340,1017,42.6875,-97.3125
11341,1017,42.6875,-97.1875
11342,1017,42.6875,-97.0625
11343,1017,42.6875,-96.9375
11344,1017,42.6875,-96.8125
11345,1017,42.6875,-96.6875
11346,1017,42.6875,-96.5625
11347,1017,42.6875,-96.4375
11569,1017,42.5625,-97.9375
11570,1017,42.5625,-97.8125
11571,1017,42.5625,-97.6875
11572,1017,42.5625,-97.5625
11573,1017,42.5625,-97.4375
11574,1017,42.5625,-97.3125
11575,1017,42.5625,-97.1875
11576,1017,42.5625,-97.0625
11577,1017,42.5625,-96.9375
11578,1017,42.5625,-96.8125
11579,1017,42.5625,-96.6875
11580,1017,42.5625,-96.5625
11804,1017,42.4375,-97.9375
11805,1017,42.4375,-97.8125
11812,1017,42.4375,-96.9375
11813,1017,42.4375,-96.8125
11814,1017,42.4375,-96.6875
12049,1017,42.3125,-96.6875
10555,1018,43.0625,-106.8125
10556,1018,43.0625,-106.6875
10557,1018,43.0625,-106.5625
10558,1018,43.0625,-106.4375
10559,1018,43.0625,-106.3125
10560,1018,43.0625,-106.1875
10561,1018,43.0625,-106.0625
10562,1018,43.0625,-105.9375
10563,1018,43.0625,-105.8125
10564,1018,43.0625,-105.6875
10791,1018,42.9375,-107.0625
10792,1018,42.9375,-106.9375
10793,1018,42.9375,-106.8125
10794,1018,42.9375,-106.6875
10795,1018,42.9375,-106.5625
10796,1018,42.9375,-106.4375
10797,1018,42.9375,-106.3125
10798,1018,42.9375,-106.1875
10799,1018,42.9375,-106.0625
10800,1018,42.9375,-105.9375
10801,1018,42.9375,-105.8125
10802,1018,42.9375,-105.6875
10803,1018,42.9375,-105.5625
10804,1018,42.9375,-105.4375
11027,1018,42.8125,-107.1875
11028,1018,42.8125,-107.0625
11029,1018,42.8125,-106.9375
11030,1018,42.8125,-106.8125
11031,1018,42.8125,-106.6875
11032,1018,42.8125,-106.5625
11033,1018,42.8125,-106.4375
11034,1018,42.8125,-106.3125
11035,1018,42.8125,-106.1875
11036,1018,42.8125,-106.0625
11037,1018,42.8125,-105.9375
11038,1018,42.8125,-105.8125
11039,1018,42.8125,-105.6875
11040,1018,42.8125,-105.5625
11041,1018,42.8125,-105.4375
11042,1018,42.8125,-105.3125
11043,1018,42.8125,-105.1875
11044,1018,42.8125,-105.0625
11045,1018,42.8125,-104.9375
11254,1018,42.6875,-108.0625
11255,1018,42.6875,-107.9375
11257,1018,42.6875,-107.6875
11258,1018,42.6875,-107.5625
11259,1018,42.6875,-107.4375
11260,1018,42.6875,-107.3125
11261,1018,42.6875,-107.1875
11262,1018,42.6875,-107.0625
11263,1018,42.6875,-106.9375
11264,1018,42.6875,-106.8125
11265,1018,42.6875,-106.6875
11266,1018,42.6875,-106.5625
11267,1018,42.6875,-106.4375
11268,1018,42.6875,-106.3125
11269,1018,42.6875,-106.1875
11270,1018,42.6875,-106.0625
11271,1018,42.6875,-105.9375
11272,1018,42.6875,-105.8125
11273,1018,42.6875,-105.6875
11274,1018,42.6875,-105.5625
11275,1018,42.6875,-105.4375
11276,1018,42.6875,-105.3125
11277,1018,42.6875,-105.1875
11278,1018,42.6875,-105.0625
11279,1018,42.6875,-104.9375
11280,1018,42.6875,-104.8125
11281,1018,42.6875,-104.6875
11480,1018,42.5625,-109.0625
11481,1018,42.5625,-108.9375
11482,1018,42.5625,-108.8125
11486,1018,42.5625,-108.3125
11487,1018,42.5625,-108.1875
11488,1018,42.5625,-108.0625
11489,1018,42.5625,-107.9375
11490,1018,42.5625,-107.8125
11491,1018,42.5625,-107.6875
11492,1018,42.5625,-107.5625
11493,1018,42.5625,-107.4375
11494,1018,42.5625,-107.3125
11495,1018,42.5625,-107.1875
11496,1018,42.5625,-107.0625
11497,1018,42.5625,-106.9375
11498,1018,42.5625,-106.8125
11499,1018,42.5625,-106.6875
11500,1018,42.5625,-106.5625
11501,1018,42.5625,-106.4375
11502,1018,42.5625,-106.3125
11503,1018,42.5625,-106.1875
11504,1018,42.5625,-106.0625
11505,1018,42.5625,-105.9375
11506,1018,42.5625,-105.8125
11507,1018,42.5625,-105.6875
11508,1018,42.5625,-105.5625
11509,1018,42.5625,-105.4375
11510,1018,42.5625,-105.3125
11511,1018,42.5625,-105.1875
11512,1018,42.5625,-105.0625
11513,1018,42.5625,-104.9375
11514,1018,42.5625,-104.8125
11515,1018,42.5625,-104.6875
11516,1018,42.5625,-104.5625
11517,1018,42.5625,-104.4375
11518,1018,42.5625,-104.3125
11716,1018,42.4375,-108.9375
11717,1018,42.4375,-108.8125
11718,1018,42.4375,-108.6875
11719,1018,42.4375,-108.5625
11720,1018,42.4375,-108.4375
11721,1018,42.4375,-108.3125
11722,1018,42.4375,-108.1875
11723,1018,42.4375,-108.0625
11724,1018,42.4375,-107.9375
11725,1018,42.4375,-107.8125
11726,1018,42.4375,-107.6875
11727,1018,42.4375,-107.5625
11728,1018,42.4375,-107.4375
11729,1018,42.4375,-107.3125
11730,1018,42.4375,-107.1875
11731,1018,42.4375,-107.0625
11732,1018,42.4375,-106.9375
11733,1018,42.4375,-106.8125
11734,1018,42.4375,-106.6875
11735,1018,42.4375,-106.5625
11736,1018,42.4375,-106.4375
11737,1018,42.4375,-106.3125
11738,1018,42.4375,-106.1875
11739,1018,42.4375,-106.0625
11740,1018,42.4375,-105.9375
11741,1018,42.4375,-105.8125
11742,1018,42.4375,-105.6875
11743,1018,42.4375,-105.5625
11744,1018,42.4375,-105.4375
11745,1018,42.4375,-105.3125
11746,1018,42.4375,-105.1875
11747,1018,42.4375,-105.0625
11748,1018,42.4375,-104.9375
11749,1018,42.4375,-104.8125
11750,1018,42.4375,-104.6875
11751,1018,42.4375,-104.5625
11752,1018,42.4375,-104.4375
11753,1018,42.4375,-104.3125
11754,1018,42.4375,-104.1875
11952,1018,42.3125,-108.8125
11953,1018,42.3125,-108.6875
11954,1018,42.3125,-108.5625
11955,1018,42.3125,-108.4375
11956,1018,42.3125,-108.3125
11957,1018,42.3125,-108.1875
11959,1018,42.3125,-107.9375
11960,1018,42.3125,-107.8125
11961,1018,42.3125,-107.6875
11962,1018,42.3125,-107.5625
11963,1018,42.3125,-107.4375
11964,1018,42.3125,-107.3125
11965,1018,42.3125,-107.1875
11966,1018,42.3125,-107.0625
11967,1018,42.3125,-106.9375
11968,1018,42.3125,-106.8125
11969,1018,42.3125,-106.6875
11970,1018,42.3125,-106.5625
11971,1018,42.3125,-106.4375
11972,1018,42.3125,-106.3125
11973,1018,42.3125,-106.1875
11974,1018,42.3125,-106.0625
11975,1018,42.3125,-105.9375
11976,1018,42.3125,-105.8125
11977,1018,42.3125,-105.6875
11978,1018,42.3125,-105.5625
11979,1018,42.3125,-105.4375
11980,1018,42.3125,-105.3125
11981,1018,42.3125,-105.1875
11982,1018,42.3125,-105.0625
11983,1018,42.3125,-104.9375
11984,1018,42.3125,-104.8125
11985,1018,42.3125,-104.6875
11986,1018,42.3125,-104.5625
11987,1018,42.3125,-104.4375
11988,1018,42.3125,-104.3125
11989,1018,42.3125,-104.1875
11990,1018,42.3125,-104.0625
11991,1018,42.3125,-103.9375
12200,1018,42.1875,-107.1875
12201,1018,42.1875,-107.0625
12202,1018,42.1875,-106.9375
12203,1018,42.1875,-106.8125
12204,1018,42.1875,-106.6875
12205,1018,42.1875,-106.5625
12206,1018,42.1875,-106.4375
12207,1018,42.1875,-106.3125
12208,1018,42.1875,-106.1875
12209,1018,42.1875,-106.0625
12210,1018,42.1875,-105.9375
12211,1018,42.1875,-105.8125
12212,1018,42.1875,-105.6875
12213,1018,42.1875,-105.5625
12214,1018,42.1875,-105.4375
12215,1018,42.1875,-105.3125
12216,1018,42.1875,-105.1875
12217,1018,42.1875,-105.0625
12218,1018,42.1875,-104.9375
12219,1018,42.1875,-104.8125
12220,1018,42.1875,-104.6875
12221,1018,42.1875,-104.5625
12222,1018,42.1875,-104.4375
12223,1018,42.1875,-104.3125
12224,1018,42.1875,-104.1875
12225,1018,42.1875,-104.0625
12226,1018,42.1875,-103.9375
