POINTID,HUC4,lat,long
6240,1002,45.4375,-112.9375
6241,1002,45.4375,-112.8125
6242,1002,45.4375,-112.6875
6243,1002,45.4375,-112.5625
6244,1002,45.4375,-112.4375
6245,1002,45.4375,-112.3125
6246,1002,45.4375,-112.1875
6247,1002,45.4375,-112.0625
6248,1002,45.4375,-111.9375
6249,1002,45.4375,-111.8125
6250,1002,45.4375,-111.6875
6251,1002,45.4375,-111.5625
6252,1002,45.4375,-111.4375
6253,1002,45.4375,-111.3125
6254,1002,45.4375,-111.1875
6255,1002,45.4375,-111.0625
6256,1002,45.4375,-110.9375
6450,1002,45.3125,-113.6875
6451,1002,45.3125,-113.5625
6452,1002,45.3125,-113.4375
6453,1002,45.3125,-113.3125
6454,1002,45.3125,-113.1875
6455,1002,45.3125,-113.0625
6456,1002,45.3125,-112.9375
6457,1002,45.3125,-112.8125
6458,1002,45.3125,-112.6875
6459,1002,45.3125,-112.5625
6460,1002,45.3125,-112.4375
6461,1002,45.3125,-112.3125
6462,1002,45.3125,-112.1875
6463,1002,45.3125,-112.0625
6464,1002,45.3125,-111.9375
6465,1002,45.3125,-111.8125
6466,1002,45.3125,-111.6875
6467,1002,45.3125,-111.5625
6468,1002,45.3125,-111.4375
6469,1002,45.3125,-111.3125
6470,1002,45.3125,-111.1875
6667,1002,45.1875,-113.5625
6668,1002,45.1875,-113.4375
6669,1002,45.1875,-113.3125
6670,1002,45.1875,-113.1875
6671,1002,45.1875,-113.0625
6672,1002,45.1875,-112.9375
6673,1002,45.1875,-112.8125
6674,1002,45.1875,-112.6875
6675,1002,45.1875,-112.5625
6676,1002,45.1875,-112.4375
6677,1002,45.1875,-112.3125
6678,1002,45.1875,-112.1875
6679,1002,45.1875,-112.0625
6680,1002,45.1875,-111.9375
6681,1002,45.1875,-111.8125
6682,1002,45.1875,-111.6875
6683,1002,45.1875,-111.5625
6684,1002,45.1875,-111.4375
6685,1002,45.1875,-111.3125
6686,1002,45.1875,-111.1875
6885,1002,45.0625,-113.4375
6886,1002,45.0625,-113.3125
6887,1002,45.0625,-113.1875
6888,1002,45.0625,-113.0625
6889,1002,45.0625,-112.9375
6890,1002,45.0625,-112.8125
6891,1002,45.0625,-112.6875
6892,1002,45.0625,-112.5625
6893,1002,45.0625,-112.4375
6894,1002,45.0625,-112.3125
6895,1002,45.0625,-112.1875
6896,1002,45.0625,-112.0625
6897,1002,45.0625,-111.9375
6898,1002,45.0625,-111.8125
6899,1002,45.0625,-111.6875
6900,1002,45.0625,-111.5625
6901,1002,45.0625,-111.4375
6902,1002,45.0625,-111.3125
6903,1002,45.0625,-111.1875
6904,1002,45.0625,-111.0625
6905,1002,45.0625,-110.9375
7103,1002,44.9375,-113.4375
7104,1002,44.9375,-113.3125
7105,1002,44.9375,-113.1875
7106,1002,44.9375,-113.0625
7107,1002,44.9375,-112.9375
7108,1002,44.9375,-112.8125
7109,1002,44.9375,-112.6875
7110,1002,44.9375,-112.5625
7111,1002,44.9375,-112.4375
7112,1002,44.9375,-112.3125
7113,1002,44.9375,-112.1875
7114,1002,44.9375,-112.0625
7115,1002,44.9375,-111.9375
7116,1002,44.9375,-111.8125
7117,1002,44.9375,-111.6875
7118,1002,44.9375,-111.5625
7119,1002,44.9375,-111.4375
7120,1002,44.9375,-111.3125
7121,1002,44.9375,-111.1875
7122,1002,44.9375,-111.0625
7123,1002,44.9375,-110.9375
7323,1002,44.8125,-113.3125
7324,1002,44.8125,-113.1875
7325,1002,44.8125,-113.0625
7326,1002,44.8125,-112.9375
7327,1002,44.8125,-112.8125
7328,1002,44.8125,-112.6875
7329,1002,44.8125,-112.5625
7330,1002,44.8125,-112.4375
7331,1002,44.8125,-112.3125
7332,1002,44.8125,-112.1875
7333,1002,44.8125,-112.0625
7334,1002,44.8125,-111.9375
7335,1002,44.8125,-111.8125
7336,1002,44.8125,-111.6875
7337,1002,44.8125,-111.5625
7338,1002,44.8125,-111.4375
7339,1002,44.8125,-111.3125
7340,1002,44.8125,-111.1875
7341,1002,44.8125,-111.0625
7342,1002,44.8125,-110.9375
7344,1002,44.8125,-110.6875
7545,1002,44.6875,-113.0625
7546,1002,44.6875,-112.9375
7547,1002,44.6875,-112.8125
7548,1002,44.6875,-112.6875
7549,1002,44.6875,-112.5625
7550,1002,44.6875,-112.4375
7551,1002,44.6875,-112.3125
7552,1002,44.6875,-112.1875
7553,1002,44.6875,-112.0625
7554,1002,44.6875,-111.9375
7555,1002,44.6875,-111.8125
7556,1002,44.6875,-111.6875
7557,1002,44.6875,-111.5625
7560,1002,44.6875,-111.1875
7561,1002,44.6875,-111.0625
7562,1002,44.6875,-110.9375
7563,1002,44.6875,-110.8125
7564,1002,44.6875,-110.6875
7766,1002,44.5625,-112.9375
7767,1002,44.5625,-112.8125
7768,1002,44.5625,-112.6875
7769,1002,44.5625,-112.5625
7770,1002,44.5625,-112.4375
7771,1002,44.5625,-112.3125
7772,1002,44.5625,-112.1875
7773,1002,44.5625,-112.0625
7774,1002,44.5625,-111.9375
7775,1002,44.5625,-111.8125
7776,1002,44.5625,-111.6875
7777,1002,44.5625,-111.5625
7780,1002,44.5625,-111.1875
7781,1002,44.5625,-111.0625
7782,1002,44.5625,-110.9375
7783,1002,44.5625,-110.8125
7784,1002,44.5625,-110.6875
7986,1002,44.4375,-112.9375
8002,1002,44.4375,-110.9375
8003,1002,44.4375,-110.8125
714,1003,48.9375,-112.4375
717,1003,48.9375,-112.0625
718,1003,48.9375,-111.9375
719,1003,48.9375,-111.8125
721,1003,48.9375,-111.5625
870,1003,48.8125,-112.9375
871,1003,48.8125,-112.8125
872,1003,48.8125,-112.6875
873,1003,48.8125,-112.5625
874,1003,48.8125,-112.4375
875,1003,48.8125,-112.3125
876,1003,48.8125,-112.1875
877,1003,48.8125,-112.0625
878,1003,48.8125,-111.9375
879,1003,48.8125,-111.8125
880,1003,48.8125,-111.6875
881,1003,48.8125,-111.5625
882,1003,48.8125,-111.4375
883,1003,48.8125,-111.3125
884,1003,48.8125,-111.1875
885,1003,48.8125,-111.0625
1032,1003,48.6875,-113.0625
1033,1003,48.6875,-112.9375
1034,1003,48.6875,-112.8125
1035,1003,48.6875,-112.6875
1036,1003,48.6875,-112.5625
1037,1003,48.6875,-112.4375
1038,1003,48.6875,-112.3125
1039,1003,48.6875,-112.1875
1040,1003,48.6875,-112.0625
1041,1003,48.6875,-111.9375
1042,1003,48.6875,-111.8125
1043,1003,48.6875,-111.6875
1044,1003,48.6875,-111.5625
1045,1003,48.6875,-111.4375
1046,1003,48.6875,-111.3125
1047,1003,48.6875,-111.1875
1048,1003,48.6875,-111.0625
1206,1003,48.5625,-113.4375
1207,1003,48.5625,-113.3125
1208,1003,48.5625,-113.1875
1209,1003,48.5625,-113.0625
1210,1003,48.5625,-112.9375
1211,1003,48.5625,-112.8125
1212,1003,48.5625,-112.6875
1213,1003,48.5625,-112.5625
1214,1003,48.5625,-112.4375
1215,1003,48.5625,-112.3125
1216,1003,48.5625,-112.1875
1217,1003,48.5625,-112.0625
1218,1003,48.5625,-111.9375
1219,1003,48.5625,-111.8125
1220,1003,48.5625,-111.6875
1221,1003,48.5625,-111.5625
1222,1003,48.5625,-111.4375
1223,1003,48.5625,-111.3125
1224,1003,48.5625,-111.1875
1225,1003,48.5625,-111.0625
1226,1003,48.5625,-110.9375
1227,1003,48.5625,-110.8125
1228,1003,48.5625,-110.6875
1386,1003,48.4375,-113.4375
1387,1003,48.4375,-113.3125
1388,1003,48.4375,-113.1875
1389,1003,48.4375,-113.0625
1390,1003,48.4375,-112.9375
1391,1003,48.4375,-112.8125
1392,1003,48.4375,-112.6875
1393,1003,48.4375,-112.5625
1394,1003,48.4375,-112.4375
1395,1003,48.4375,-112.3125
1396,1003,48.4375,-112.1875
1397,1003,48.4375,-112.0625
1398,1003,48.4375,-111.9375
1399,1003,48.4375,-111.8125
1400,1003,48.4375,-111.6875
1401,1003,48.4375,-111.5625
1402,1003,48.4375,-111.4375
1403,1003,48.4375,-111.3125
1404,1003,48.4375,-111.1875
1405,1003,48.4375,-111.0625
1406,1003,48.4375,-110.9375
1407,1003,48.4375,-110.8125
1408,1003,48.4375,-110.6875
1409,1003,48.4375,-110.5625
1569,1003,48.3125,-113.3125
1570,1003,48.3125,-113.1875
1571,1003,48.3125,-113.0625
1572,1003,48.3125,-112.9375
1573,1003,48.3125,-112.8125
1574,1003,48.3125,-112.6875
1575,1003,48.3125,-112.5625
1576,1003,48.3125,-112.4375
1577,1003,48.3125,-112.3125
1578,1003,48.3125,-112.1875
1579,1003,48.3125,-112.0625
1580,1003,48.3125,-111.9375
1581,1003,48.3125,-111.8125
1582,1003,48.3125,-111.6875
1583,1003,48.3125,-111.5625
1584,1003,48.3125,-111.4375
1585,1003,48.3125,-111.3125
1586,1003,48.3125,-111.1875
1587,1003,48.3125,-111.0625
1588,1003,48.3125,-110.9375
1589,1003,48.3125,-110.8125
1590,1003,48.3125,-110.6875
1591,1003,48.3125,-110.5625
1754,1003,48.1875,-113.1875
1755,1003,48.1875,-113.0625
1756,1003,48.1875,-112.9375
1757,1003,48.1875,-112.8125
1758,1003,48.1875,-112.6875
1759,1003,48.1875,-112.5625
1760,1003,48.1875,-112.4375
1761,1003,48.1875,-112.3125
1762,1003,48.1875,-112.1875
1763,1003,48.1875,-112.0625
1764,1003,48.1875,-111.9375
1765,1003,48.1875,-111.8125
1766,1003,48.1875,-111.6875
1767,1003,48.1875,-111.5625
1768,1003,48.1875,-111.4375
1769,1003,48.1875,-111.3125
1770,1003,48.1875,-111.1875
1771,1003,48.1875,-111.0625
1772,1003,48.1875,-110.9375
1773,1003,48.1875,-110.8125
1774,1003,48.1875,-110.6875
1941,1003,48.0625,-112.9375
1942,1003,48.0625,-112.8125
1943,1003,48.0625,-112.6875
1944,1003,48.0625,-112.5625
1945,1003,48.0625,-112.4375
1946,1003,48.0625,-112.3125
1947,1003,48.0625,-112.1875
1948,1003,48.0625,-112.0625
1949,1003,48.0625,-111.9375
1950,1003,48.0625,-111.8125
1951,1003,48.0625,-111.6875
1952,1003,48.0625,-111.5625
1953,1003,48.0625,-111.4375
1954,1003,48.0625,-111.3125
1955,1003,48.0625,-111.1875
1956,1003,48.0625,-111.0625
1957,1003,48.0625,-110.9375
1958,1003,48.0625,-110.8125
1959,1003,48.0625,-110.6875
1960,1003,48.0625,-110.5625
2128,1003,47.9375,-112.9375
2129,1003,47.9375,-112.8125
2130,1003,47.9375,-112.6875
2131,1003,47.9375,-112.5625
2132,1003,47.9375,-112.4375
2133,1003,47.9375,-112.3125
2134,1003,47.9375,-112.1875
2135,1003,47.9375,-112.0625
2136,1003,47.9375,-111.9375
2137,1003,47.9375,-111.8125
2138,1003,47.9375,-111.6875
2139,1003,47.9375,-111.5625
2140,1003,47.9375,-111.4375
2141,1003,47.9375,-111.3125
2142,1003,47.9375,-111.1875
2143,1003,47.9375,-111.0625
2144,1003,47.9375,-110.9375
2145,1003,47.9375,-110.8125
2146,1003,47.9375,-110.6875
2147,1003,47.9375,-110.5625
2314,1003,47.8125,-113.0625
2315,1003,47.8125,-112.9375
2316,1003,47.8125,-112.8125
2317,1003,47.8125,-112.6875
2318,1003,47.8125,-112.5625
2319,1003,47.8125,-112.4375
2320,1003,47.8125,-112.3125
2321,1003,47.8125,-112.1875
2322,1003,47.8125,-112.0625
2323,1003,47.8125,-111.9375
2324,1003,47.8125,-111.8125
2325,1003,47.8125,-111.6875
2326,1003,47.8125,-111.5625
2327,1003,47.8125,-111.4375
2328,1003,47.8125,-111.3125
2329,1003,47.8125,-111.1875
2330,1003,47.8125,-111.0625
2331,1003,47.8125,-110.9375
2332,1003,47.8125,-110.8125
2333,1003,47.8125,-110.6875
2334,1003,47.8125,-110.5625
2335,1003,47.8125,-110.4375
2336,1003,47.8125,-110.3125
2506,1003,47.6875,-113.0625
2507,1003,47.6875,-112.9375
2508,1003,47.6875,-112.8125
2509,1003,47.6875,-112.6875
2510,1003,47.6875,-112.5625
2511,1003,47.6875,-112.4375
2512,1003,47.6875,-112.3125
2513,1003,47.6875,-112.1875
2514,1003,47.6875,-112.0625
2515,1003,47.6875,-111.9375
2516,1003,47.6875,-111.8125
2517,1003,47.6875,-111.6875
2518,1003,47.6875,-111.5625
2519,1003,47.6875,-111.4375
2520,1003,47.6875,-111.3125
2521,1003,47.6875,-111.1875
2522,1003,47.6875,-111.0625
2523,1003,47.6875,-110.9375
2524,1003,47.6875,-110.8125
2525,1003,47.6875,-110.6875
2526,1003,47.6875,-110.5625
2704,1003,47.5625,-113.0625
2705,1003,47.5625,-112.9375
2706,1003,47.5625,-112.8125
2707,1003,47.5625,-112.6875
2708,1003,47.5625,-112.5625
2709,1003,47.5625,-112.4375
2710,1003,47.5625,-112.3125
2711,1003,47.5625,-112.1875
2712,1003,47.5625,-112.0625
2713,1003,47.5625,-111.9375
2714,1003,47.5625,-111.8125
2715,1003,47.5625,-111.6875
2716,1003,47.5625,-111.5625
2717,1003,47.5625,-111.4375
2718,1003,47.5625,-111.3125
2719,1003,47.5625,-111.1875
2720,1003,47.5625,-111.0625
2721,1003,47.5625,-110.9375
2722,1003,47.5625,-110.8125
2723,1003,47.5625,-110.6875
2724,1003,47.5625,-110.5625
2907,1003,47.4375,-112.9375
2908,1003,47.4375,-112.8125
2909,1003,47.4375,-112.6875
2910,1003,47.4375,-112.5625
2911,1003,47.4375,-112.4375
2912,1003,47.4375,-112.3125
2913,1003,47.4375,-112.1875
2914,1003,47.4375,-112.0625
2915,1003,47.4375,-111.9375
2916,1003,47.4375,-111.8125
2917,1003,47.4375,-111.6875
2918,1003,47.4375,-111.5625
2919,1003,47.4375,-111.4375
2920,1003,47.4375,-111.3125
2921,1003,47.4375,-111.1875
2922,1003,47.4375,-111.0625
2923,1003,47.4375,-110.9375
2924,1003,47.4375,-110.8125
2925,1003,47.4375,-110.6875
2926,1003,47.4375,-110.5625
3112,1003,47.3125,-112.8125
3113,1003,47.3125,-112.6875
3114,1003,47.3125,-112.5625
3115,1003,47.3125,-112.4375
3116,1003,47.3125,-112.3125
3117,1003,47.3125,-112.1875
3118,1003,47.3125,-112.0625
3119,1003,47.3125,-111.9375
3120,1003,47.3125,-111.8125
3121,1003,47.3125,-111.6875
3122,1003,47.3125,-111.5625
3123,1003,47.3125,-111.4375
3124,1003,47.3125,-111.3125
3125,1003,47.3125,-111.1875
3126,1003,47.3125,-111.0625
3127,1003,47.3125,-110.9375
3128,1003,47.3125,-110.8125
3129,1003,47.3125,-110.6875
3318,1003,47.1875,-112.5625
3319,1003,47.1875,-112.4375
3320,1003,47.1875,-112.3125
3321,1003,47.1875,-112.1875
3322,1003,47.1875,-112.0625
3323,1003,47.1875,-111.9375
3324,1003,47.1875,-111.8125
3325,1003,47.1875,-111.6875
3326,1003,47.1875,-111.5625
3327,1003,47.1875,-111.4375
3328,1003,47.1875,-111.3125
3329,1003,47.1875,-111.1875
3330,1003,47.1875,-111.0625
3331,1003,47.1875,-110.9375
3332,1003,47.1875,-110.8125
3333,1003,47.1875,-110.6875
3525,1003,47.0625,-112.3125
3526,1003,47.0625,-112.1875
3527,1003,47.0625,-112.0625
3528,1003,47.0625,-111.9375
3529,1003,47.0625,-111.8125
3530,1003,47.0625,-111.6875
3531,1003,47.0625,-111.5625
3532,1003,47.0625,-111.4375
3533,1003,47.0625,-111.3125
3534,1003,47.0625,-111.1875
3535,1003,47.0625,-111.0625
3536,1003,47.0625,-110.9375
3537,1003,47.0625,-110.8125
3538,1003,47.0625,-110.6875
3730,1003,46.9375,-112.4375
3731,1003,46.9375,-112.3125
3732,1003,46.9375,-112.1875
3733,1003,46.9375,-112.0625
3734,1003,46.9375,-111.9375
3735,1003,46.9375,-111.8125
3736,1003,46.9375,-111.6875
3737,1003,46.9375,-111.5625
3738,1003,46.9375,-111.4375
3739,1003,46.9375,-111.3125
3740,1003,46.9375,-111.1875
3741,1003,46.9375,-111.0625
3742,1003,46.9375,-110.9375
3743,1003,46.9375,-110.8125
3744,1003,46.9375,-110.6875
3936,1003,46.8125,-112.4375
3937,1003,46.8125,-112.3125
3938,1003,46.8125,-112.1875
3939,1003,46.8125,-112.0625
3940,1003,46.8125,-111.9375
3941,1003,46.8125,-111.8125
3942,1003,46.8125,-111.6875
3943,1003,46.8125,-111.5625
3944,1003,46.8125,-111.4375
3945,1003,46.8125,-111.3125
3946,1003,46.8125,-111.1875
3947,1003,46.8125,-111.0625
3948,1003,46.8125,-110.9375
3949,1003,46.8125,-110.8125
3950,1003,46.8125,-110.6875
4144,1003,46.6875,-112.3125
4145,1003,46.6875,-112.1875
4146,1003,46.6875,-112.0625
4147,1003,46.6875,-111.9375
4148,1003,46.6875,-111.8125
4149,1003,46.6875,-111.6875
4150,1003,46.6875,-111.5625
4151,1003,46.6875,-111.4375
4152,1003,46.6875,-111.3125
4153,1003,46.6875,-111.1875
4154,1003,46.6875,-111.0625
4155,1003,46.6875,-110.9375
4156,1003,46.6875,-110.8125
4157,1003,46.6875,-110.6875
4353,1003,46.5625,-112.1875
4354,1003,46.5625,-112.0625
4355,1003,46.5625,-111.9375
4356,1003,46.5625,-111.8125
4357,1003,46.5625,-111.6875
4358,1003,46.5625,-111.5625
4359,1003,46.5625,-111.4375
4360,1003,46.5625,-111.3125
4361,1003,46.5625,-111.1875
4362,1003,46.5625,-111.0625
4363,1003,46.5625,-110.9375
4364,1003,46.5625,-110.8125
4561,1003,46.4375,-112.3125
4562,1003,46.4375,-112.1875
4563,1003,46.4375,-112.0625
4564,1003,46.4375,-111.9375
4565,1003,46.4375,-111.8125
4566,1003,46.4375,-111.6875
4567,1003,46.4375,-111.5625
4568,1003,46.4375,-111.4375
4569,1003,46.4375,-111.3125
4570,1003,46.4375,-111.1875
4571,1003,46.4375,-111.0625
4572,1003,46.4375,-110.9375
4573,1003,46.4375,-110.8125
4774,1003,46.3125,-111.8125
4775,1003,46.3125,-111.6875
4776,1003,46.3125,-111.5625
4777,1003,46.3125,-111.4375
4778,1003,46.3125,-111.3125
4779,1003,46.3125,-111.1875
4780,1003,46.3125,-111.0625
4781,1003,46.3125,-110.9375
4782,1003,46.3125,-110.8125
4783,1003,46.3125,-110.6875
4984,1003,46.1875,-111.6875
4985,1003,46.1875,-111.5625
4986,1003,46.1875,-111.4375
4987,1003,46.1875,-111.3125
4988,1003,46.1875,-111.1875
4989,1003,46.1875,-111.0625
4990,1003,46.1875,-110.9375
4991,1003,46.1875,-110.8125
5192,1003,46.0625,-111.6875
5193,1003,46.0625,-111.5625
5194,1003,46.0625,-111.4375
5195,1003,46.0625,-111.3125
5196,1003,46.0625,-111.1875
5197,1003,46.0625,-111.0625
5198,1003,46.0625,-110.9375
1787,1004,48.1875,-109.0625
1788,1004,48.1875,-108.9375
1961,1004,48.0625,-110.4375
1962,1004,48.0625,-110.3125
1963,1004,48.0625,-110.1875
1964,1004,48.0625,-110.0625
1965,1004,48.0625,-109.9375
1966,1004,48.0625,-109.8125
1967,1004,48.0625,-109.6875
1968,1004,48.0625,-109.5625
1969,1004,48.0625,-109.4375
1970,1004,48.0625,-109.3125
1971,1004,48.0625,-109.1875
1972,1004,48.0625,-109.0625
1973,1004,48.0625,-108.9375
2148,1004,47.9375,-110.4375
2149,1004,47.9375,-110.3125
2150,1004,47.9375,-110.1875
2151,1004,47.9375,-110.0625
2152,1004,47.9375,-109.9375
2153,1004,47.9375,-109.8125
2154,1004,47.9375,-109.6875
2155,1004,47.9375,-109.5625
2156,1004,47.9375,-109.4375
2157,1004,47.9375,-109.3125
2158,1004,47.9375,-109.1875
2159,1004,47.9375,-109.0625
2160,1004,47.9375,-108.9375
2161,1004,47.9375,-108.8125
2172,1004,47.9375,-107.4375
2173,1004,47.9375,-107.3125
2178,1004,47.9375,-106.6875
2179,1004,47.9375,-106.5625
2180,1004,47.9375,-106.4375
2181,1004,47.9375,-106.3125
2337,1004,47.8125,-110.1875
2338,1004,47.8125,-110.0625
2339,1004,47.8125,-109.9375
2340,1004,47.8125,-109.8125
2341,1004,47.8125,-109.6875
2342,1004,47.8125,-109.5625
2343,1004,47.8125,-109.4375
2344,1004,47.8125,-109.3125
2345,1004,47.8125,-109.1875
2346,1004,47.8125,-109.0625
2347,1004,47.8125,-108.9375
2348,1004,47.8125,-108.8125
2349,1004,47.8125,-108.6875
2350,1004,47.8125,-108.5625
2351,1004,47.8125,-108.4375
2352,1004,47.8125,-108.3125
2353,1004,47.8125,-108.1875
2354,1004,47.8125,-108.0625
2355,1004,47.8125,-107.9375
2356,1004,47.8125,-107.8125
2357,1004,47.8125,-107.6875
2358,1004,47.8125,-107.5625
2359,1004,47.8125,-107.4375
2360,1004,47.8125,-107.3125
2361,1004,47.8125,-107.1875
2363,1004,47.8125,-106.9375
2364,1004,47.8125,-106.8125
2365,1004,47.8125,-106.6875
2366,1004,47.8125,-106.5625
2367,1004,47.8125,-106.4375
2368,1004,47.8125,-106.3125
2369,1004,47.8125,-106.1875
2527,1004,47.6875,-110.4375
2528,1004,47.6875,-110.3125
2529,1004,47.6875,-110.1875
2530,1004,47.6875,-110.0625
2531,1004,47.6875,-109.9375
2532,1004,47.6875,-109.8125
2533,1004,47.6875,-109.6875
2534,1004,47.6875,-109.5625
2535,1004,47.6875,-109.4375
2536,1004,47.6875,-109.3125
2537,1004,47.6875,-109.1875
2538,1004,47.6875,-109.0625
2539,1004,47.6875,-108.9375
2540,1004,47.6875,-108.8125
2541,1004,47.6875,-108.6875
2542,1004,47.6875,-108.5625
2543,1004,47.6875,-108.4375
2544,1004,47.6875,-108.3125
2545,1004,47.6875,-108.1875
2546,1004,47.6875,-108.0625
2547,1004,47.6875,-107.9375
2548,1004,47.6875,-107.8125
2549,1004,47.6875,-107.6875
2550,1004,47.6875,-107.5625
2551,1004,47.6875,-107.4375
2552,1004,47.6875,-107.3125
2553,1004,47.6875,-107.1875
2554,1004,47.6875,-107.0625
2555,1004,47.6875,-106.9375
2556,1004,47.6875,-106.8125
2557,1004,47.6875,-106.6875
2558,1004,47.6875,-106.5625
2559,1004,47.6875,-106.4375
2560,1004,47.6875,-106.3125
2561,1004,47.6875,-106.1875
2562,1004,47.6875,-106.0625
2725,1004,47.5625,-110.4375
2726,1004,47.5625,-110.3125
2727,1004,47.5625,-110.1875
2728,1004,47.5625,-110.0625
2729,1004,47.5625,-109.9375
2730,1004,47.5625,-109.8125
2731,1004,47.5625,-109.6875
2732,1004,47.5625,-109.5625
2733,1004,47.5625,-109.4375
2734,1004,47.5625,-109.3125
2735,1004,47.5625,-109.1875
2736,1004,47.5625,-109.0625
2737,1004,47.5625,-108.9375
2738,1004,47.5625,-108.8125
2739,1004,47.5625,-108.6875
2740,1004,47.5625,-108.5625
2741,1004,47.5625,-108.4375
2742,1004,47.5625,-108.3125
2743,1004,47.5625,-108.1875
2744,1004,47.5625,-108.0625
2745,1004,47.5625,-107.9375
2746,1004,47.5625,-107.8125
2747,1004,47.5625,-107.6875
2748,1004,47.5625,-107.5625
2749,1004,47.5625,-107.4375
2750,1004,47.5625,-107.3125
2751,1004,47.5625,-107.1875
2752,1004,47.5625,-107.0625
2753,1004,47.5625,-106.9375
2754,1004,47.5625,-106.8125
2755,1004,47.5625,-106.6875
2756,1004,47.5625,-106.5625
2757,1004,47.5625,-106.4375
2758,1004,47.5625,-106.3125
2759,1004,47.5625,-106.1875
2760,1004,47.5625,-106.0625
2761,1004,47.5625,-105.9375
2927,1004,47.4375,-110.4375
2928,1004,47.4375,-110.3125
2929,1004,47.4375,-110.1875
2930,1004,47.4375,-110.0625
2931,1004,47.4375,-109.9375
2932,1004,47.4375,-109.8125
2933,1004,47.4375,-109.6875
2934,1004,47.4375,-109.5625
2935,1004,47.4375,-109.4375
2936,1004,47.4375,-109.3125
2937,1004,47.4375,-109.1875
2938,1004,47.4375,-109.0625
2939,1004,47.4375,-108.9375
2940,1004,47.4375,-108.8125
2941,1004,47.4375,-108.6875
