ShortName	Unit_ID	PlantID	max	lonAdj	ladAdj
HARQUAHA	649606	74816	0.9	-113.1875	33.4375
HARQUAHA	593500	74816	0.9	-113.1875	33.4375
RUPERTCO	403664	78306	1.9	-113.6875	42.9375
GRIFFITH	589626	2136	0.7	-114.1875	34.9375
GRIFFITH	589626	2136	0.7	-114.1875	34.9375
SOUTHPOI	584392	2154	690.2	-114.5625	34.8125
SOUTHPOI	584392	2154	690.2	-114.5625	34.8125
NEVADACO	593467	2054	7.4	-114.5625	36.5625
NEVADACO	593467	2054	7.4	-114.5625	36.5625
NEVADACO	593467	2054	7.4	-114.5625	36.5625
YUMACOGE	593210	76989	826.9	-114.5625	32.6875
BLYTHEGY	589651	73256	685.5	-114.5625	33.5625
BLYTHEGY	589651	73256	685.5	-114.5625	33.5625
NEVADACO	593466	2053	0	-114.9375	36.3125
NEVADACO	593466	2053	0	-114.9375	36.3125
NEVADACO	593466	2053	0	-114.9375	36.3125
HARRYALL	605626	72826	5513.5	-114.9375	36.4375
HARRYALL	605626	72826	5513.5	-114.9375	36.4375
CHUCKLEN	589237	75909	5513.5	-114.9375	36.4375
CHUCKLEN	589237	75909	5513.5	-114.9375	36.4375
CHUCKLEN	588420	75909	5513.5	-114.9375	36.4375
CHUCKLEN	588420	75909	5513.5	-114.9375	36.4375
APEXINDU	589640	72914	0.1	-115.0625	36.4375
APEXINDU	589640	72914	0.1	-115.0625	36.4375
SILVERHA	588343	78044	0.1	-115.0625	36.4375
SILVERHA	588343	78044	0.1	-115.0625	36.4375
ELDOREGY	584314	2114	0.5	-115.0625	35.6875
ELDOREGY	584314	2114	0.5	-115.0625	35.6875
SAGUAROC	408156	2049	0.7	-115.0625	36.0625
SAGUAROC	408156	2049	0.7	-115.0625	36.0625
CLARKNCT	585434	1411	4.4	-114.9375	36.0625
CLARKNCT	585434	1411	4.4	-114.9375	36.0625
CLARKNCT	585434	1411	4.4	-114.9375	36.0625
CLARKNCT	585434	1411	4.4	-114.9375	36.0625
LVCOGECT	587222	75441	4.2	-115.0625	36.1875
LVCOGECT	587222	75441	4.2	-115.0625	36.1875
LVCOGECT	587221	75441	4.2	-115.0625	36.1875
LVCOGECT	587221	75441	4.2	-115.0625	36.1875
LVCOGECT	593190	75441	4.2	-115.0625	36.1875
CTYCTRCT	1311206	1311204	0.7	-115.1875	36.0625
CTYCTRCT	1311206	1311204	0.7	-115.1875	36.0625
GLENNSFE	396673	74618	302.1	-115.3125	42.9375
BIGHORN1	605216	73184	70044.1	-115.4375	35.5625
BIGHORN1	605216	73184	70044.1	-115.4375	35.5625
ELCENTCT	409530	2308	1.6	-115.5625	32.6875
TDM1B	650064	616054	1.1	-115.6875	32.6875
TDM1A	650064	616054	1.1	-115.6875	32.6875
LAROSITA	650981	612550	1.1	-115.6875	32.6875
LAROSITA	612558	612550	1.1	-115.6875	32.6875
LAROSITA	612558	612550	1.1	-115.6875	32.6875
LAROSITA	612558	612550	1.1	-115.6875	32.6875
LGLYGUCC	1168281	1168279	431.8	-116.9375	43.9375
COLWATER	408178	2296	4.7	-116.9375	34.8125
COLWATER	408178	2296	4.7	-116.9375	34.8125
COLWATER	408177	2296	4.7	-116.9375	34.8125
COLWATER	408177	2296	4.7	-116.9375	34.8125
OTAYMESA	588385	76374	1.6	-116.8125	32.5625
OTAYMESA	588385	76374	1.6	-116.8125	32.5625
RATHDRUM	584291	2156	180	-116.9375	47.6875
GOALLINE	593214	74630	2	-117.1875	33.0625
PALOMARE	589394	607160	2	-117.1875	33.0625
PALOMARE	589394	607160	2	-117.1875	33.0625
NTCMCRDE	593449	76096	127.2	-117.1875	32.5625
NAVALSTA	593224	76097	127.2	-117.1875	32.5625
NORTHISL	593286	76098	127.2	-117.1875	32.5625
INLANDEM	751257	75088	2.7	-117.1875	33.8125
INLANDEM	751256	75088	2.7	-117.1875	33.8125
MOUNTACT	587151	2305	15.2	-117.3125	34.0625
MOUNTACT	587151	2305	15.2	-117.3125	34.0625
MOUNTACT	587150	2305	15.2	-117.3125	34.0625
MOUNTACT	587150	2305	15.2	-117.3125	34.0625
HIGHDESE	589644	74912	4	-117.3125	34.5625
HIGHDESE	589644	74912	4	-117.3125	34.5625
HIGHDESE	589644	74912	4	-117.3125	34.5625
CLEARWAT	588842	587835	30.2	-117.6875	33.8125
OLSCHINO	593457	76270	18.7	-117.5625	33.9375
MOJAVECO	593216	75937	0.6	-117.8125	34.9375
HAYNESRE	588917	2255	391.3	-118.1875	33.8125
HAYNESRE	588917	2255	391.3	-118.1875	33.8125
MALBURG1	588455	587567	16.5	-118.1875	33.9375
MALBURG1	588455	587567	16.5	-118.1875	33.9375
HARBORCT	651869	1982	390.6	-118.3125	33.6875
WATSONCO	593012	1961	391.3	-118.1875	33.8125
WATSONCO	593012	1961	391.3	-118.1875	33.8125
WATSONCO	593012	1961	391.3	-118.1875	33.8125
WATSONCO	593012	1961	391.3	-118.1875	33.8125
CARSONCO	583598	73532	391.3	-118.1875	33.8125
HARBORCC	410817	2309	390.6	-118.3125	33.6875
HARBORCC	410817	2309	390.6	-118.3125	33.6875
GRAYSOCT	609802	2306	11.8	-118.1875	34.0625
GRAYSOCT	593176	2306	11.8	-118.1875	34.0625
NORWLKCA	583639	76252	8.6	-118.3125	34.1875
PRTCHLES	593472	76617	8.6	-118.3125	34.1875
MAGNCACT	589110	75666	7.5	-118.4375	34.1875
VLLYCACT	606459	1675	8.6	-118.3125	34.1875
VLLYCACT	606459	1675	8.6	-118.3125	34.1875
AESPLACT	593175	1919	5.2	-118.5625	34.4375
AESPLACT	593175	1919	5.2	-118.5625	34.4375
PASTORIA	589513	76489	1.3	-118.9375	35.0625
PASTORIA	588662	76489	1.3	-118.9375	35.0625
PASTORIA	588662	76489	1.3	-118.9375	35.0625
DAIOILDA	593292	73912	20.6	-119.0625	35.3125
OLSCAMAR	593456	76269	6.9	-119.0625	34.0625
HERMISTO	587340	2211	6.4	-119.4375	45.6875
HERMISTO	587340	2211	6.4	-119.4375	45.6875
HERMISCT	650010	2082	4261.3	-119.4375	45.9375
HERMISCT	584417	2082	4261.3	-119.4375	45.9375
ELKHILLS	606991	74208	0.3	-119.4375	35.1875
ELKHILLS	606991	74208	0.3	-119.4375	35.1875
TRCYNVCT	632324	1415	24.6	-119.4375	39.5625
TRCYNVCT	632324	1415	24.6	-119.4375	39.5625
TRCYNVCT	389564	1415	24.6	-119.4375	39.5625
SANGERCO	732868	732864	58.6	-119.5625	36.6875
KINGSBUR	593458	75325	55.7	-119.5625	36.4375
SUNRSPCT	651702	2158	0.2	-119.6875	35.3125
SUNRSPCT	651702	2158	0.2	-119.6875	35.3125
LAPALOMA	442749	2147	0.2	-119.6875	35.3125
LAPALOMA	442746	2147	0.2	-119.6875	35.3125
LAPALOMA	442747	2147	0.2	-119.6875	35.3125
LAPALOMA	442748	2147	0.2	-119.6875	35.3125
COYOTESP	606929	73863	4262.4	-119.6875	45.8125
COYOTESP	584415	1796	4262.4	-119.6875	45.8125
FRESNOCO	593465	74479	54	-120.0625	36.5625
GOLDENDA	588771	74637	4476.6	-120.9375	45.6875
WALNUTEN	588649	587704	65.4	-120.9375	37.5625
WALNUTEN	588649	587704	65.4	-120.9375	37.5625
WOODLDCT	586820	77045	65.4	-120.9375	37.5625
COSUMNES	588813	73844	32	-121.1875	38.4375
COSUMNES	588813	73844	32	-121.1875	38.4375
KINGCITY	584474	1884	26.2	-121.1875	36.3125
ROSEVILL	588694	632209	7.9	-121.4375	38.6875
ROSEVILL	588694	632209	7.9	-121.4375	38.6875
LODIECTR	891970	891963	83.8	-121.4375	38.1875
SCACOGEN	593189	1803	127.1	-121.4375	38.5625
SCACOGEN	593189	1803	127.1	-121.4375	38.5625
CARSONIC	584342	385530	1005.2	-121.5625	38.4375
SPACAMPB	584432	1804	1005.2	-121.5625	38.4375
GILROYPP	584458	1874	10.1	-121.5625	36.9375
SUTTER1B	583712	2131	509.2	-121.8125	39.0625
SUTTER1A	583712	2131	509.2	-121.8125	39.0625
GREENLEA	593186	1892	509.2	-121.8125	39.0625
METCALFE	589114	75820	3.7	-121.8125	37.3125
METCALFE	589114	75820	3.7	-121.8125	37.3125
GATEWAYG	442783	884383	1374.9	-121.8125	38.0625
GATEWAYG	442783	884383	1374.9	-121.8125	38.0625
WTSNVICT	593462	77245	1.4	-121.8125	36.8125
MOSSLAND	585907	2286	32.8	-121.6875	36.6875
MOSSLAND	585907	2286	32.8	-121.6875	36.6875
MOSSLAND	585906	2286	32.8	-121.6875	36.6875
MOSSLAND	585906	2286	32.8	-121.6875	36.6875
KLAMATHC	583744	2127	76.7	-121.8125	42.1875
KLAMATHC	583744	2127	76.7	-121.8125	42.1875
DELTAENE	587356	2212	42853.1	-121.9375	38.0625
DELTAENE	587356	2212	42853.1	-121.9375	38.0625
DELTAENE	587356	2212	42853.1	-121.9375	38.0625
LOSMEDAN	584377	2170	42853.1	-121.9375	38.0625
LOSMEDAN	584377	2170	42853.1	-121.9375	38.0625
AGNEWS1	593451	72779	6.3	-121.9375	37.4375
JEFFERSO	593455	75164	38	-122.0625	37.4375
DONALDVO	606424	587560	38	-122.0625	37.4375
DONALDVO	606424	587560	38	-122.0625	37.4375
FWMARTIN	593219	1891	21.1	-122.1875	38.0625
FWMARTIN	593219	1891	21.1	-122.1875	38.0625
CARDICOG	583599	73514	261395	-122.1875	37.4375
CROCKETT	390516	2117	22.4	-122.3125	38.0625
PEBERKEL	748113	76403	12.5	-122.3125	37.8125
COLUSAGE	856046	856045	2.2	-122.1875	39.3125
COLUSAGE	856046	856045	2.2	-122.1875	39.3125
SUMASENE	584294	2062	4.5	-122.1875	48.9375
FREDERIC	612960	74466	10.5	-122.4375	47.0625
UNTDCOGN	593461	77480	1.2	-122.4375	37.5625
REDDINGC	651023	76842	274.2	-122.3125	40.4375
ENCOGEN1	585389	74237	19827.3	-122.5625	48.6875
ENCOGEN1	585389	74237	19827.3	-122.5625	48.6875
ENCOGEN1	585389	74237	19827.3	-122.5625	48.6875
MARCHPOI	593199	2048	50658.9	-122.6875	48.5625
MARCHPOI	593199	2048	50658.9	-122.6875	48.5625
MARCHPOI	593199	2048	50658.9	-122.6875	48.5625
TENASKAF	584451	2064	18327.2	-122.5625	48.8125
TENASKAF	584451	2064	18327.2	-122.5625	48.8125
RIVERROA	387369	76912	5728.5	-122.8125	45.6875
CENTRALI	593198	1657	62.9	-122.9375	46.6875
CENTRALI	593198	1657	62.9	-122.9375	46.6875
CENTRALI	593198	1657	62.9	-122.9375	46.6875
CENTRALI	593198	1657	62.9	-122.9375	46.6875
CHEHALIS	587373	73622	62.9	-122.9375	46.6875
CHEHALIS	587373	73622	62.9	-122.9375	46.6875
MINTFARM	589572	75890	6188.4	-123.0625	46.1875
PRTWSTCT	588460	587571	6195.4	-123.1875	46.1875
BEAVERCC	584792	1828	6195.4	-123.1875	46.1875
BEAVERCC	584792	1828	6195.4	-123.1875	46.1875
BEAVERCC	584792	1828	6195.4	-123.1875	46.1875
BEAVERCC	584792	1828	6195.4	-123.1875	46.1875
BEAVERCC	584792	1828	6195.4	-123.1875	46.1875
BEAVERCC	584792	1828	6195.4	-123.1875	46.1875
GRAYSHAR	588670	74698	203	-123.5625	46.9375
GRAYSHAR	588670	74698	203	-123.5625	46.9375
RUSSELLC	588345	405319	9.1	-122.0625	37.5625
RUSSELLC	588345	405319	9.1	-122.0625	37.5625
LIGHTNIN	914745	914738	1.4	-108.9375	32.1875
RENAISGE	884718	884713	81.3	-112.0625	41.5625
BLUNDELL	857517	73255	1.5	-112.9375	38.5625
BLUNDELL	394045	73255	1.5	-112.9375	38.5625
ESCALGEO	1136828	1136826	2.3	-113.1875	38.1875
RAFTRIVE	589432	588249	2.8	-113.4375	42.0625
ORMESAE	399995	76350	1.9	-115.3125	32.9375
ORMESAE	399994	76350	1.9	-115.3125	32.9375
ORMESAE	399993	76350	1.9	-115.3125	32.9375
ORMESAE	399992	76350	1.9	-115.3125	32.9375
ORMESAE	399991	76350	1.9	-115.3125	32.9375
ORMESAE	399990	76350	1.9	-115.3125	32.9375
ORMESAE	399989	76350	1.9	-115.3125	32.9375
ORMESAE	399988	76350	1.9	-115.3125	32.9375
ORMESAE	399987	76350	1.9	-115.3125	32.9375
ORMESAE	399986	76350	1.9	-115.3125	32.9375
ORMESAE	399985	76350	1.9	-115.3125	32.9375
ORMESAE	399984	76350	1.9	-115.3125	32.9375
CERROP13	609514	609510	0.2	-115.3125	32.3125
CERROP12	609513	609510	0.2	-115.3125	32.3125
CERROP11	609512	609510	0.2	-115.3125	32.3125
CERROP10	609511	609510	0.2	-115.3125	32.3125
ORMESAH	400007	76351	0.8	-115.1875	32.6875
ORMESAH	400006	76351	0.8	-115.1875	32.6875
ORMESAH	400005	76351	0.8	-115.1875	32.6875
ORMESAH	400004	76351	0.8	-115.1875	32.6875
ORMESAH	400003	76351	0.8	-115.1875	32.6875
ORMESAH	400002	76351	0.8	-115.1875	32.6875
ORMESAH	400001	76351	0.8	-115.1875	32.6875
ORMESAH	400000	76351	0.8	-115.1875	32.6875
ORMESAH	399999	76351	0.8	-115.1875	32.6875
ORMESAH	399998	76351	0.8	-115.1875	32.6875
ORMESAH	399997	76351	0.8	-115.1875	32.6875
ORMESAH	399996	76351	0.8	-115.1875	32.6875
ORMESAGE	400027	76352	0.8	-115.1875	32.6875
ORMESAGE	400026	76352	0.8	-115.1875	32.6875
ORMESAGE	400025	76352	0.8	-115.1875	32.6875
ORMESAGE	400024	76352	0.8	-115.1875	32.6875
ORMESAGE	400023	76352	0.8	-115.1875	32.6875
ORMESAGE	400022	76352	0.8	-115.1875	32.6875
ORMESAGE	400021	76352	0.8	-115.1875	32.6875
ORMESAGE	400020	76352	0.8	-115.1875	32.6875
ORMESAGE	400019	76352	0.8	-115.1875	32.6875
ORMESAGE	400018	76352	0.8	-115.1875	32.6875
ORMESAGE	400017	76352	0.8	-115.1875	32.6875
ORMESAGE	400016	76352	0.8	-115.1875	32.6875
ORMESAGE	400015	76352	0.8	-115.1875	32.6875
ORMESAGE	400014	76352	0.8	-115.1875	32.6875
ORMESAGE	400013	76352	0.8	-115.1875	32.6875
ORMESAGE	400012	76352	0.8	-115.1875	32.6875
ORMESAGE	400011	76352	0.8	-115.1875	32.6875
ORMESAGE	400010	76352	0.8	-115.1875	32.6875
ORMESAGE	400009	76352	0.8	-115.1875	32.6875
HOTSULPH	589390	588219	2.4	-115.3125	41.1875
HOTSULPH	917312	588219	2.4	-115.3125	41.1875
HOTSULPH	917310	588219	2.4	-115.3125	41.1875
ORMESA	400053	76353	0.8	-115.1875	32.6875
ORMESA	400052	76353	0.8	-115.1875	32.6875
ORMESA	400051	76353	0.8	-115.1875	32.6875
ORMESA	400050	76353	0.8	-115.1875	32.6875
ORMESA	400049	76353	0.8	-115.1875	32.6875
ORMESA	400048	76353	0.8	-115.1875	32.6875
ORMESA	400045	76353	0.8	-115.1875	32.6875
ORMESA	400036	76353	0.8	-115.1875	32.6875
ORMESA	400028	76353	0.8	-115.1875	32.6875
ORMESA	400047	76353	0.8	-115.1875	32.6875
ORMESA	400046	76353	0.8	-115.1875	32.6875
ORMESA	400044	76353	0.8	-115.1875	32.6875
ORMESA	400043	76353	0.8	-115.1875	32.6875
ORMESA	400042	76353	0.8	-115.1875	32.6875
ORMESA	400041	76353	0.8	-115.1875	32.6875
ORMESA	400040	76353	0.8	-115.1875	32.6875
ORMESA	400039	76353	0.8	-115.1875	32.6875
ORMESA	400038	76353	0.8	-115.1875	32.6875
ORMESA	400037	76353	0.8	-115.1875	32.6875
ORMESA	400035	76353	0.8	-115.1875	32.6875
ORMESA	400034	76353	0.8	-115.1875	32.6875
ORMESA	400033	76353	0.8	-115.1875	32.6875
ORMESA	400032	76353	0.8	-115.1875	32.6875
ORMESA	400031	76353	0.8	-115.1875	32.6875
ORMESA	400030	76353	0.8	-115.1875	32.6875
ORMESA	400029	76353	0.8	-115.1875	32.6875
GEMGEOE3	396460	74508	0.8	-115.1875	32.6875
GEMGEOE3	1198414	74508	0.8	-115.1875	32.6875
GEMGEOE2	403721	385599	0.8	-115.1875	32.6875
CERROPR5	609537	609532	1.6	-115.5625	32.6875
CERROPR4	609536	609532	1.6	-115.5625	32.6875
CERROPR3	609535	609532	1.6	-115.5625	32.6875
CERROPR2	609534	609532	1.6	-115.5625	32.6875
CERROPR1	609533	609532	1.6	-115.5625	32.6875
CERROPR9	609506	609504	1.6	-115.5625	32.6875
CERROPR8	609505	609504	1.6	-115.5625	32.6875
CERROPR7	609503	609502	1.6	-115.5625	32.6875
CERROPR6	609538	609502	1.6	-115.5625	32.6875
SECONDIM	403392	78135	1.6	-115.5625	32.6875
SECONDIM	403391	78135	1.6	-115.5625	32.6875
SECONDIM	403390	78135	1.6	-115.5625	32.6875
SECONDIM	403389	78135	1.6	-115.5625	32.6875
SECONDIM	403388	78135	1.6	-115.5625	32.6875
SECONDIM	403387	78135	1.6	-115.5625	32.6875
SECONDIM	403386	78135	1.6	-115.5625	32.6875
SECONDIM	403385	78135	1.6	-115.5625	32.6875
SECONDIM	403384	78135	1.6	-115.5625	32.6875
SECONDIM	922278	78135	1.6	-115.5625	32.6875
SECONDIM	403383	78135	1.6	-115.5625	32.6875
SECONDIM	403382	78135	1.6	-115.5625	32.6875
SECONDIM	403381	78135	1.6	-115.5625	32.6875
HEBERGEO	1128625	74874	1.6	-115.5625	32.6875
HEBERGEO	921154	74874	1.6	-115.5625	32.6875
HEBERGEO	751360	74874	1.6	-115.5625	32.6875
HEBERGEO	386982	74874	1.6	-115.5625	32.6875
BRAWLGEO	914424	914422	4.4	-115.5625	32.9375
JMLEATHE	397630	75121	4.5	-115.6875	33.0625
JJELMORE	397622	75118	4.5	-115.6875	33.0625
AWHOCH	393180	72735	4.5	-115.6875	33.0625
VULCAN	401985	77344	4.5	-115.6875	33.0625
VULCAN	401984	77344	4.5	-115.6875	33.0625
CETURBO	394413	73432	4.5	-115.6875	33.0625
SALTONS3	403537	78226	4.5	-115.6875	33.0625
SALTONS4	403536	78225	4.5	-115.6875	33.0625
SALTONS5	403535	78224	4.5	-115.6875	33.0625
SALTONS2	403540	78227	4.5	-115.6875	33.0625
SALTONS2	403539	78227	4.5	-115.6875	33.0625
SALTONS2	403538	78227	4.5	-115.6875	33.0625
SALTONS1	403541	78228	4.5	-115.6875	33.0625
HUDSONRA	914621	914602	4.5	-115.6875	33.0625
BEOWAWE	393799	73135	1.6	-116.5625	40.4375
MCHILGEO	1200454	1200451	0.1	-116.9375	39.6875
NEALHOTS	915187	915182	19.6	-117.4375	43.9375
JRSYVLLY	1200441	1200439	0.7	-117.6875	40.0625
COSOPOWE	395181	73843	0.2	-117.8125	36.1875
COSOPOWE	395180	73843	0.2	-117.8125	36.1875
COSOPOWE	395179	73843	0.2	-117.8125	36.1875
COSOFINA	395178	73842	315.6	-117.6875	35.9375
COSOFINA	395177	73842	315.6	-117.6875	35.9375
COSOFINA	395176	73842	315.6	-117.6875	35.9375
COSOENER	395175	73841	315.6	-117.6875	35.9375
COSOENER	395174	73841	315.6	-117.6875	35.9375
COSOENER	395173	73841	315.6	-117.6875	35.9375
DIXIEVAL	395568	74039	0.7	-117.8125	39.9375
BLUEMOUN	1135020	588278	0	-118.1875	40.9375
BLUEMOUN	883671	588278	0	-118.1875	40.9375
BLUEMOUN	589485	588278	0	-118.1875	40.9375
RYEPATCH	589474	587773	57.5	-118.3125	40.4375
STILLWA2	871241	871239	0.1	-118.5625	39.4375
SALTWELL	652709	651008	0.1	-118.6875	39.4375
SODALAKE	403129	77992	14.5	-118.8125	39.4375
SODALAKE	403128	77992	14.5	-118.8125	39.4375
SODALAKE	403127	77992	14.5	-118.8125	39.4375
SODALAKE	403126	77992	14.5	-118.8125	39.4375
SODALAKE	403125	77992	14.5	-118.8125	39.4375
SODALAKE	403124	77992	14.5	-118.8125	39.4375
SODALAKE	403123	77992	14.5	-118.8125	39.4375
SODALAKE	403122	77992	14.5	-118.8125	39.4375
SODALAKE	403121	77992	14.5	-118.8125	39.4375
SODALAKE	403120	77992	14.5	-118.8125	39.4375
MAMMOTH2	398692	75678	3.3	-118.8125	37.5625
MAMMOTH2	398691	75678	3.3	-118.8125	37.5625
MAMMOTH2	398690	75678	3.3	-118.8125	37.5625
PLESIGEO	400635	76648	3.3	-118.8125	37.5625
PLESIGEO	400634	76648	3.3	-118.8125	37.5625
PLESIGEO	400633	76648	3.3	-118.8125	37.5625
MAMMOTH1	398689	75677	3.3	-118.8125	37.5625
MAMMOTH1	398688	75677	3.3	-118.8125	37.5625
DSRTPEAK	1171655	73993	0	-119.0625	39.8125
DESERTP2	589369	73993	0	-119.0625	39.8125
BRADYHOT	750545	750540	0	-119.0625	39.8125
BRADYHOT	750544	750540	0	-119.0625	39.8125
BRADYHOT	750543	750540	0	-119.0625	39.8125
BRADYHOT	750542	750540	0	-119.0625	39.8125
EMPIREGE	395971	74233	1	-119.4375	40.5625
EMPIREGE	395970	74233	1	-119.4375	40.5625
EMPIREGE	395969	74233	1	-119.4375	40.5625
EMPIREGE	395968	74233	1	-119.4375	40.5625
STEAMBO3	402840	77829	1.3	-119.8125	39.3125
STEAMBO3	402839	77829	1.3	-119.8125	39.3125
STEAMB1A	402845	77832	1.3	-119.8125	39.3125
STEAMB1A	402844	77832	1.3	-119.8125	39.3125
STEAMBHI	402843	77831	1.3	-119.8125	39.3125
STEAMBHI	1199173	77831	1.3	-119.8125	39.3125
STEAMBO2	402842	77830	1.3	-119.8125	39.3125
STEAMBO2	402841	77830	1.3	-119.8125	39.3125
STEAMBO1	402852	77833	1.3	-119.8125	39.3125
STEAMBO1	402851	77833	1.3	-119.8125	39.3125
STEAMBO1	402850	77833	1.3	-119.8125	39.3125
STEAMBO1	402849	77833	1.3	-119.8125	39.3125
STEAMBO1	402848	77833	1.3	-119.8125	39.3125
STEAMBO1	402847	77833	1.3	-119.8125	39.3125
STEAMBO1	402846	77833	1.3	-119.8125	39.3125
RICHARDB	1199163	651009	1.3	-119.8125	39.3125
RICHARDB	651010	651009	1.3	-119.8125	39.3125
GALENA	589183	588081	1.3	-119.8125	39.3125
GALENAGE	869658	869657	1.3	-119.8125	39.3125
GALENAGE	1124560	869657	1.3	-119.8125	39.3125
AMEDEEGE	393397	72870	6.5	-120.4375	40.4375
AMEDEEGE	393396	72870	6.5	-120.4375	40.4375
WESTFORD	401699	77192	3.4	-122.6875	38.6875
WESTFORD	401698	77192	3.4	-122.6875	38.6875
BEARCANY	393715	73076	38.1	-122.8125	38.6875
BEARCANY	393714	73076	38.1	-122.8125	38.6875
GEOTHER2	396594	74587	38.1	-122.8125	38.6875
GEOTHER2	396593	74587	38.1	-122.8125	38.6875
GEOTHER1	396592	74586	38.1	-122.8125	38.6875
GEOTHER1	387544	74586	38.1	-122.8125	38.6875
CALISTOG	394467	73478	38.1	-122.8125	38.6875
CALISTOG	394466	73478	38.1	-122.8125	38.6875
GEYSERS	396608	74589	38.1	-122.8125	38.6875
GEYSERS	396607	74589	38.1	-122.8125	38.6875
GEYSERS	396606	74589	38.1	-122.8125	38.6875
GEYSERS	396605	74589	38.1	-122.8125	38.6875
GEYSERS	396604	74589	38.1	-122.8125	38.6875
GEYSERS	396603	74589	38.1	-122.8125	38.6875
GEYSERS	396602	74589	38.1	-122.8125	38.6875
