ShortName	Unit_ID	PlantID	max	lonAdj	ladAdj
GEYSERS	396601	74589	38.1	-122.8125	38.6875
GEYSERS	396600	74589	38.1	-122.8125	38.6875
GEYSERS	396613	74589	38.1	-122.8125	38.6875
GEYSERS	396612	74589	38.1	-122.8125	38.6875
GEYSERS	396611	74589	38.1	-122.8125	38.6875
GEYSERS	396610	74589	38.1	-122.8125	38.6875
GEYSERS	396609	74589	38.1	-122.8125	38.6875
BOTTLERO	593111	73282	6.4	-122.8125	38.9375
SONOMA1	386800	78268	6.4	-122.8125	38.9375
AIDLINGE	393253	72784	3.8	-122.8125	38.8125
AIDLINGE	393252	72784	3.8	-122.8125	38.8125
HOTSULPH	917314	588219	2.4	-115.3125	41.1875
HOTSULPH	917313	588219	2.4	-115.3125	41.1875
HOTSULPH	917311	588219	2.4	-115.3125	41.1875
JRSYVLLY	1200443	1200439	0.7	-117.6875	40.0625
TELEPHFL	1312175	77681	6.9	-121.6875	41.4375
TELEPHFL	589473	77681	6.9	-121.6875	41.4375
GEYSERSU	879162	879161	38.1	-122.8125	38.6875
PALOVERD	400225	76444	2.1	-112.9375	33.3125
PALOVERD	400224	76444	2.1	-112.9375	33.3125
PALOVERD	387215	76444	2.1	-112.9375	33.3125
SANONOFR	403491	78195	52.1	-117.4375	33.3125
SANONOFR	403490	78195	52.1	-117.4375	33.3125
COLUMBNU	401963	77331	2570.3	-119.3125	46.4375
DIABLOCA	395513	74003	2.3	-120.8125	35.1875
DIABLOCA	395512	74003	2.3	-120.8125	35.1875
CSUSOLR	1321756	1321754	12.7	-105.0625	40.5625
ALAMOSI	855931	855929	10	-105.8125	37.6875
ALAMOSI	1168336	855929	10	-105.8125	37.6875
ALAMOSII	1171913	1171921	10	-105.8125	37.6875
SPRINGPV	750281	1833	0.1	-109.1875	34.3125
PRESCOTT	819914	587637	0.4	-112.4375	34.6875
PRESCOTT	606528	587637	0.4	-112.4375	34.6875
PRESCOTT	606527	587637	0.4	-112.4375	34.6875
PRESCOTT	588558	587637	0.4	-112.4375	34.6875
AGUACALI	1161751	1161747	137.5	-113.4375	32.9375
FSEBLYTH	1145162	1145160	685.5	-114.5625	33.5625
SEARCHLI	1182437	1182432	0.3	-114.9375	35.3125
CPPRMTNS	1171887	588104	0.5	-115.0625	35.6875
CPPRMTNS	1160269	588104	0.5	-115.0625	35.6875
BOULDEPV	1147482	1147480	0.5	-115.0625	35.6875
PRSUN2CA	1197418	1197416	4.6	-117.1875	34.8125
PRJSUNCA	1197415	1197412	0.3	-117.4375	34.9375
CALRENEW	914334	914311	109.3	-120.4375	36.8125
SACSOLAR	1201148	1200124	118.9	-121.3125	38.5625
GV1SOLAR	914281	914275	269.7	-121.3125	37.6875
SUNSETRE	1140449	1140447	0.4	-122.4375	37.6875
LINCALAM	1319585	1319582	35.1	-105.8125	37.4375
IBERALAM	1314087	1314085	0.2	-105.9375	37.6875
MSQITSOL	1321331	1171888	2.1	-112.9375	33.3125
MSQITSOL	1321330	1171888	2.1	-112.9375	33.3125
MSQITSOL	1321329	1171888	2.1	-112.9375	33.3125
MSQITSOL	1171890	1171888	2.1	-112.9375	33.3125
TEANAWAY	1183672	1183670	49.6	-120.9375	47.1875
MARICOPA	1196353	1196351	123.3	-112.3125	33.4375
SOLANAGS	1335029	1130723	2.5	-113.0625	32.8125
SOLANAGS	1130728	1130723	2.5	-113.0625	32.8125
NEVADASO	588883	625777	0.5	-115.0625	35.6875
IVANPAHS	918918	918915	0.1	-115.5625	35.5625
IVANPAHS	918922	1336330	70044.1	-115.4375	35.5625
SEGSII	403625	78280	4.7	-116.9375	34.8125
SEGSI	403626	78281	4.7	-116.9375	34.8125
SEGSVIII	403618	78273	1518.3	-117.3125	35.0625
SEGSIX	403622	78277	0.3	-117.4375	34.9375
SEGSVII	403619	78274	0.4	-117.6875	35.0625
SEGSIII	403624	78279	0.4	-117.6875	35.0625
SEGSVI	403620	78275	0.4	-117.6875	35.0625
SEGSV	403621	78276	0.4	-117.6875	35.0625
SEGSIV	403623	78278	0.4	-117.6875	35.0625
SIERRAST	1193580	1193572	1.6	-118.1875	34.8125
CHEVCLNG	1194319	1194315	1.1	-120.4375	36.1875
PUEBLOCO	1319729	1319727	53.6	-104.4375	38.3125
TCSONCSP	1196186	1196183	6.2	-110.9375	32.1875
BEACONSE	1335020	1134473	1	-118.0625	35.3125
BEACONSE	1134475	1134473	1	-118.0625	35.3125
LAMARAB1	588894	75426	55.7	-102.5625	38.0625
LAMAR	398215	75426	55.7	-102.5625	38.0625
BENFRENC	393785	73122	2	-103.1875	44.0625
PAWNEE1	389500	1764	81.6	-103.6875	40.3125
OSAGE3	400076	76362	0.7	-104.3125	43.9375
OSAGE2	400075	76362	0.7	-104.3125	43.9375
OSAGE1	387093	76362	0.7	-104.3125	43.9375
RATON5	401037	76822	0.9	-104.4375	36.8125
COMANCHE	613339	2316	52.1	-104.6875	38.3125
COMANCHE	392375	2316	52.1	-104.6875	38.3125
COMANCHE	392374	2316	52.1	-104.6875	38.3125
RAYDNIXO	387032	1831	0.9	-104.6875	38.5625
MARTINDR	392382	2319	0.6	-104.8125	38.8125
MARTINDR	392381	2319	0.6	-104.8125	38.8125
MARTINDR	392380	2319	0.6	-104.8125	38.8125
LARAMIER	389487	1759	6.9	-104.9375	42.0625
LARAMIER	389486	1759	6.9	-104.9375	42.0625
CHEROKEE	392371	2315	43	-105.0625	39.6875
CHEROKEE	392370	2315	43	-105.0625	39.6875
CHEROKEE	392369	2315	43	-105.0625	39.6875
CHEROKEE	387808	2315	43	-105.0625	39.6875
ARAPAHST	392366	2313	43	-105.0625	39.6875
ARAPAHST	392365	2313	43	-105.0625	39.6875
RAWHIDE1	389532	1780	1.9	-105.0625	40.8125
VALMONT5	392376	2317	4.2	-105.3125	40.0625
TWOELKEG	589179	77522	0.2	-105.3125	43.5625
WNCLARK2	401976	77339	40.9	-105.3125	38.4375
WNCLARK1	401975	77339	40.9	-105.3125	38.4375
WYGENII1	748354	587961	0.3	-105.4375	44.3125
WYGENIII	840289	840309	0.3	-105.4375	44.3125
WYGEN1	442830	77328	0.3	-105.4375	44.3125
NEILSIMP	389565	1798	0.3	-105.4375	44.3125
NEILSIMP	399496	76106	0.3	-105.4375	44.3125
WYODAK1	389437	1735	0.3	-105.4375	44.3125
DRYFORKS	735715	735714	0.3	-105.4375	44.3125
DAVEJOHN	389318	1686	85.4	-105.6875	42.8125
DAVEJOHN	389317	1686	85.4	-105.6875	42.8125
DAVEJOHN	389316	1686	85.4	-105.6875	42.8125
DAVEJOHN	389315	1686	85.4	-105.6875	42.8125
COLSTRIP	389413	1723	0.8	-106.5625	45.8125
COLSTRIP	389412	1723	0.8	-106.5625	45.8125
COLSTRIP	389411	1723	0.8	-106.5625	45.8125
COLSTRIP	389410	1723	0.8	-106.5625	45.8125
COLSTRIP	395029	73761	0.8	-106.5625	45.8125
HAYDEN2	392386	2321	40.2	-107.1875	40.5625
HAYDEN1	387696	2321	40.2	-107.1875	40.5625
CRAIG3	389356	1706	54.2	-107.6875	40.4375
CRAIG2	389355	1706	54.2	-107.6875	40.4375
CRAIG1	387233	1706	54.2	-107.6875	40.4375
ROCKYMTN	589041	587988	172	-107.5625	45.6875
ESCALANT	387234	2253	0.3	-108.0625	35.3125
CAMEO2	392368	2314	134.7	-108.4375	39.0625
CAMEO1	392367	2314	134.7	-108.4375	39.0625
SANJUAN4	388323	1442	117.5	-108.5625	36.6875
SANJUAN3	388322	1442	117.5	-108.5625	36.6875
SANJUAN2	388321	1442	117.5	-108.5625	36.6875
SANJUAN1	388320	1442	117.5	-108.5625	36.6875
YELLOWST	401349	77002	208.9	-108.4375	45.8125
FOURCORN	388311	1436	117.5	-108.5625	36.6875
FOURCORN	388310	1436	117.5	-108.5625	36.6875
FOURCORN	388309	1436	117.5	-108.5625	36.6875
FOURCORN	388308	1436	117.5	-108.5625	36.6875
FOURCORN	386879	1436	117.5	-108.5625	36.6875
JECORETT	388160	1404	209.5	-108.5625	45.6875
NUCLA4	392390	2322	8.4	-108.5625	38.1875
NUCLA3	392389	2322	8.4	-108.5625	38.1875
NUCLA2	392388	2322	8.4	-108.5625	38.1875
NUCLA1	392387	2322	8.4	-108.5625	38.1875
JIMBRIDG	389617	1825	0.7	-108.8125	41.6875
JIMBRIDG	389616	1825	0.7	-108.8125	41.6875
JIMBRIDG	389615	1825	0.7	-108.8125	41.6875
JIMBRIDG	387706	1825	0.7	-108.8125	41.6875
SPRINGER	589055	1833	0.1	-109.1875	34.3125
SPRINGER	589219	1833	0.1	-109.1875	34.3125
SPRINGER	389636	1833	0.1	-109.1875	34.3125
SPRINGER	389635	1833	0.1	-109.1875	34.3125
CORONADO	389476	1751	2.7	-109.3125	34.6875
CORONADO	389475	1751	2.7	-109.3125	34.6875
BONANZA1	386891	1808	0	-109.3125	40.1875
APACHEST	392235	2273	0.9	-109.8125	31.9375
APACHEST	392234	2273	0.9	-109.8125	31.9375
CHOLLA4	392185	2262	13.1	-110.3125	34.9375
CHOLLA3	392184	2262	13.1	-110.3125	34.9375
CHOLLA2	392183	2262	13.1	-110.3125	34.9375
CHOLLA1	392182	2262	13.1	-110.3125	34.9375
SUNNYSID	402712	77757	0.1	-110.4375	39.4375
NAUGHTON	389321	1687	0.1	-110.6875	41.6875
NAUGHTON	389320	1687	0.1	-110.6875	41.6875
NAUGHTON	389319	1687	0.1	-110.6875	41.6875
CARBON2	389185	1647	4.1	-110.8125	39.6875
CARBON1	389184	1647	4.1	-110.8125	39.6875
HWILSOST	392209	2267	6.2	-110.9375	32.1875
HUNTER3	389470	1748	3.9	-111.0625	39.1875
HUNTER2	389469	1748	3.9	-111.0625	39.1875
HUNTER1	387707	1748	3.9	-111.0625	39.1875
HUNTINGT	389623	1827	3.7	-111.1875	39.3125
HUNTINGT	389622	1827	3.7	-111.1875	39.3125
NAVAJO3	389339	1696	627.6	-111.4375	36.9375
NAVAJO2	389338	1696	627.6	-111.4375	36.9375
NAVAJO1	389337	1696	627.6	-111.4375	36.9375
PROVOCIT	400899	76761	15.9	-111.6875	40.1875
INTERMOU	389519	1772	23.9	-112.5625	39.4375
INTERMOU	389518	1772	23.9	-112.5625	39.4375
REIDGARD	388188	1412	7.4	-114.5625	36.5625
REIDGARD	388187	1412	7.4	-114.5625	36.5625
REIDGARD	388186	1412	7.4	-114.5625	36.5625
REIDGARD	388185	1412	7.4	-114.5625	36.5625
TSPOWERP	613374	613373	1.4	-116.1875	40.8125
VALMY2	389637	1834	46.7	-117.1875	40.9375
VALMY1	387128	1834	46.7	-117.1875	40.9375
ARGUSCOG	389801	1922	0.2	-117.4375	35.6875
ARGUSCOG	389800	1922	0.2	-117.4375	35.6875
ACECOGEN	389654	1872	0.2	-117.4375	35.6875
MTPOSOCO	390410	2074	22.8	-118.8125	35.4375
RIOBRVPO	401164	76902	20.6	-119.0625	35.3125
RIOBRVJA	401163	76901	20.6	-119.0625	35.3125
HANFORDC	397033	74797	1.3	-119.5625	36.1875
BOARDMAN	387699	1736	4262	-119.8125	45.8125
STKTNCOG	389784	1912	277.5	-121.3125	37.9375
PORTOFST	390323	2046	277.5	-121.3125	37.9375
WILBUREA	401551	77109	1374.9	-121.8125	38.0625
WILBURWE	401550	77108	1374.9	-121.8125	38.0625
LOVERIDG	398507	75580	42853.1	-121.9375	38.0625
EASTTHIR	395731	74155	42853.1	-121.9375	38.0625
NICHOLSR	399651	76175	20.3	-122.0625	38.0625
SFARCARB	394507	73513	22.4	-122.3125	38.0625
CENTRALI	389235	1657	62.9	-122.9375	46.6875
CENTRALI	389234	1657	62.9	-122.9375	46.6875
PUEBLO6	400905	76763	52.1	-104.6875	38.3125
PUEBLO5	443105	76763	52.1	-104.6875	38.3125
GEORGEBI	392385	2320	0.6	-104.8125	38.8125
GEORGEBI	392384	2320	0.6	-104.8125	38.8125
GEORGEBI	392383	2320	0.6	-104.8125	38.8125
ZUNI2	392379	2318	43	-105.0625	39.6875
ZUNI1	392378	2318	43	-105.0625	39.6875
LOSALAMO	614043	75565	61.5	-106.1875	35.8125
LOSALAMO	614042	75565	61.5	-106.1875	35.8125
LOSALAMO	614041	75565	61.5	-106.1875	35.8125
NEWMAN3	388994	1593	0.4	-106.3125	31.9375
NEWMAN2	388993	1593	0.4	-106.3125	31.9375
NEWMAN1	387214	1593	0.4	-106.3125	31.9375
RIOGRAND	388314	1437	85.6	-106.4375	31.6875
RIOGRAND	388313	1437	85.6	-106.4375	31.6875
RIOGRAND	388312	1437	85.6	-106.4375	31.6875
REEVES3	388319	1441	68.4	-106.6875	35.0625
REEVES2	388318	1441	68.4	-106.6875	35.0625
REEVES1	388317	1441	68.4	-106.6875	35.0625
IGNACIOG	397502	75058	13.5	-107.5625	37.0625
ANIMAS4	393459	72905	76.2	-108.3125	36.6875
ANIMAS3	393456	72905	76.2	-108.3125	36.6875
HWILSOST	392214	2267	6.2	-110.9375	32.1875
HWILSOST	392213	2267	6.2	-110.9375	32.1875
HWILSOST	392212	2267	6.2	-110.9375	32.1875
SAGUARO2	392201	2265	20.5	-111.3125	32.4375
SAGUARO1	386880	2265	20.5	-111.3125	32.4375
OCOTILLO	392187	2263	37.6	-111.9375	33.4375
OCOTILLO	392186	2263	37.6	-111.9375	33.4375
GADSBY3	389188	1648	37.3	-111.9375	40.6875
GADSBY2	389187	1648	37.3	-111.9375	40.6875
GADSBY1	389186	1648	37.3	-111.9375	40.6875
KYRENEST	392226	2272	37.6	-111.9375	33.4375
KYRENEST	392225	2272	37.6	-111.9375	33.4375
AGUAFRIA	392220	2271	123.3	-112.3125	33.4375
AGUAFRIA	392219	2271	123.3	-112.3125	33.4375
AGUAFRIA	392218	2271	123.3	-112.3125	33.4375
YUCCA(YU	392208	2266	826.1	-114.6875	32.6875
SUNRISE1	388189	1413	4.4	-114.9375	36.0625
ELCENTST	392350	2308	1.6	-115.5625	32.6875
COLWATER	392304	2296	4.7	-116.9375	34.8125
COOLWATE	387724	2296	4.7	-116.9375	34.8125
SOUTHBAY	392293	2293	127.2	-117.1875	32.5625
SOUTHBAY	392292	2293	127.2	-117.1875	32.5625
SOUTHBAY	392291	2293	127.2	-117.1875	32.5625
SOUTHBAY	387657	2293	127.2	-117.1875	32.5625
ENCINA5	392285	2290	50.3	-117.4375	33.1875
ENCINA4	392284	2290	50.3	-117.4375	33.1875
ENCINA3	392283	2290	50.3	-117.4375	33.1875
ENCINA2	392282	2290	50.3	-117.4375	33.1875
ENCINA1	392281	2290	50.3	-117.4375	33.1875
ETIWANST	392318	2298	1.5	-117.5625	34.1875
ETIWANST	392317	2298	1.5	-117.5625	34.1875
HUNTINST	386511	2300	382.2	-118.0625	33.6875
HUNTINST	386502	2300	382.2	-118.0625	33.6875
HUNTINST	593763	2300	382.2	-118.0625	33.6875
HUNTINST	593764	2300	382.2	-118.0625	33.6875
AESALAMI	392302	2295	391.3	-118.1875	33.8125
AESALAMI	392301	2295	391.3	-118.1875	33.8125
AESALAMI	392300	2295	391.3	-118.1875	33.8125
AESALAMI	392299	2295	391.3	-118.1875	33.8125
AESALAMI	392298	2295	391.3	-118.1875	33.8125
AESALAMI	392297	2295	391.3	-118.1875	33.8125
HAYNEST	392147	2255	391.3	-118.1875	33.8125
HAYNEST	392146	2255	391.3	-118.1875	33.8125
HAYNEST	392143	2255	391.3	-118.1875	33.8125
HAYNEST	387444	2255	391.3	-118.1875	33.8125
BROADWST	392363	2312	11.8	-118.1875	34.0625
GRAYSOST	392338	2306	11.8	-118.1875	34.0625
OLIVCAST	389348	1701	7.5	-118.4375	34.1875
OLIVCAST	389347	1701	7.5	-118.4375	34.1875
REDONDOB	392335	2304	391.3	-118.4375	33.8125
REDONDOB	392334	2304	391.3	-118.4375	33.8125
REDONDOB	392333	2304	391.3	-118.4375	33.8125
REDONDOB	392332	2304	391.3	-118.4375	33.8125
ELSEGUST	392314	2297	391.3	-118.4375	33.8125
ELSEGUST	392313	2297	391.3	-118.4375	33.8125
SCATTERG	392357	2310	391.3	-118.4375	33.8125
SCATTERG	392356	2310	391.3	-118.4375	33.8125
SCATTERG	387443	2310	391.3	-118.4375	33.8125
FORTCHUR	388192	1414	20.3	-119.1875	39.0625
FORTCHUR	388191	1414	20.3	-119.1875	39.0625
ORMONDBE	386641	2303	14.7	-119.1875	34.1875
ORMONDBE	386606	2303	14.7	-119.1875	34.1875
MANDALAY	386656	2302	3951.2	-119.3125	34.1875
MANDALAY	386630	2302	3951.2	-119.3125	34.1875
TRCYNVST	388193	1415	24.6	-119.4375	39.5625
TRCYNVST	388199	1415	24.6	-119.4375	39.5625
TRCYNVST	388198	1415	24.6	-119.4375	39.5625
MORROBAY	392265	2285	3	-120.8125	35.3125
MORROBAY	392264	2285	3	-120.8125	35.3125
MORROBAY	392263	2285	3	-120.8125	35.3125
MORROBAY	392262	2285	3	-120.8125	35.3125
CONTRACO	392255	2282	1374.9	-121.8125	38.0625
CONTRACO	392254	2282	1374.9	-121.8125	38.0625
MOSSLAND	392267	2286	32.8	-121.6875	36.6875
MOSSLAND	392266	2286	32.8	-121.6875	36.6875
PITTSBPO	392274	2287	42853.1	-121.9375	38.0625
PITTSBPO	392273	2287	42853.1	-121.9375	38.0625
PITTSBPO	392272	2287	42853.1	-121.9375	38.0625
POTRERO3	392275	2288	12.5	-122.4375	37.8125
WEYCOEGY	401617	77144	301.7	-123.0625	44.0625
HUMBOLDT	392257	2283	111.8	-124.1875	40.6875
HUMBOLDT	392256	2283	111.8	-124.1875	40.6875
DENVERTR	916173	916171	0.6	-104.8125	41.0625
DONPLANT	395593	74053	16.2	-112.5625	42.9375
GOODSPRI	1134412	1134407	0.6	-115.3125	35.6875
BPWILMIN	393596	72999	8.6	-118.3125	34.1875
RSVLTBST	1311934	78324	4270.3	-120.3125	45.6875
FTJAMESC	584537	405050	30.8	-122.5625	45.8125
ESTANCIA	605827	605826	0.4	-106.1875	34.6875
SNOWFLAK	737636	737634	2.4	-110.1875	34.4375
CRESTBRO	608121	608120	184	-115.1875	49.1875
MECCA1	398874	75780	4.7	-115.9375	33.4375
PLUMMERF	400642	76650	1.5	-116.9375	47.4375
SPOKANEM	402976	77900	10	-117.4375	47.5625
SPADRALA	403008	77919	1.9	-117.8125	33.9375
COYOTECA	395214	73861	118.7	-117.9375	33.6875
BKKMMWES	393594	72997	1.9	-117.8125	33.9375
PUENTEHI	400911	76764	14.7	-118.0625	33.9375
KETTLEFA	397958	75292	1987	-118.1875	48.5625
COMMERCE	395060	73782	16.5	-118.1875	33.9375
SERRFMSW	403022	77928	390.6	-118.3125	33.6875
GRAYSOST	392340	2306	11.8	-118.1875	34.0625
GRAYSOST	392339	2306	11.8	-118.1875	34.0625
PALOSVER	400228	76446	391.3	-118.4375	33.8125
COGENCOM	394957	73721	11.7	-118.8125	44.4375
KINZUASA	607968	607967	4.1	-118.8125	45.4375
RIOBRVFR	401160	76899	60.1	-119.8125	36.8125
LOYALTON	398550	75609	8.3	-120.3125	39.6875
HLPOWERP	396974	74761	0.1	-120.1875	40.3125
CHOWCHIL	1161600	1161596	3.7	-120.3125	37.1875
MENDOTAB	398933	75796	109.3	-120.4375	36.8125
MADERABI	623474	623473	120.2	-120.4375	36.9375
LKVIEWBI	884513	884511	1.3	-120.4375	42.1875
CHINESES	402251	77503	54.8	-120.5625	37.9375
ELNIDOBI	911909	911906	3.6	-120.5625	37.1875
SPIQUINC	400951	76784	28.9	-120.9375	40.0625
MTLASSEN	399317	76008	23.8	-121.0625	40.1875
STANISRR	402881	77851	1.3	-121.0625	37.3125
WARMSPRI	401875	77289	102	-121.1875	44.6875
WARMSPRI	401874	77289	102	-121.1875	44.6875
WARMSPRI	401873	77289	102	-121.1875	44.6875
COLLINSP	395023	73758	11.5	-121.3125	40.3125
LINCOLNF	840008	75500	4	-121.3125	38.9375
RIOBRVRO	401165	76903	16.4	-121.4375	38.9375
SOLEDADB	623483	623481	31.1	-121.4375	36.4375
TRACYBIO	402421	77581	2.6	-121.5625	37.8125
PACIFICO	400197	76426	178.9	-121.6875	39.4375
PACIFICO	400196	76426	178.9	-121.6875	39.4375
DARRINGT	839969	587635	39.5	-121.5625	48.1875
BURNEYFO	394342	73407	10.1	-121.5625	40.8125
BURNEYMO	394343	73408	10.1	-121.5625	40.8125
SPIBURNE	394340	73405	74.1	-121.8125	40.9375
WOODLBIO	401416	77043	35.2	-121.8125	38.6875
WADHAMEN	401953	77325	5.3	-122.0625	39.0625
EVERETTC	387126	74280	202426	-122.3125	47.9375
SHASTA(W	403333	78103	358.3	-122.1875	40.3125
SHASTA(W	403332	78103	358.3	-122.1875	40.3125
SHASTA(W	403331	78103	358.3	-122.1875	40.3125
SHASTA(W	403330	78103	358.3	-122.1875	40.3125
SIMPSONT	1144032	1144030	91.7	-122.4375	47.3125
SPIBURLI	850121	850120	415.8	-122.3125	48.4375
FRERESLU	1157038	1157035	112.3	-122.6875	44.8125
COVANTAM	398745	75708	31.8	-122.8125	45.0625
BIOMASSO	393929	73195	81.6	-122.9375	42.4375
BIOMASSO	393928	73195	81.6	-122.9375	42.4375
GVRDWAST	676478	676477	2.4	-123.0625	49.1875
SENECASA	1157045	1157041	302.9	-123.1875	44.1875
DGLSCNTY	879463	879461	183.9	-123.4375	43.3125
DRJOHNSO	394956	73720	73.2	-123.4375	43.0625
WAUNAJAM	746778	746777	275.3	-123.4375	46.1875
SPIABERD	585930	72760	1882.8	-123.8125	46.9375
PACLUMST	402543	77649	287	-124.1875	40.5625
PACLUMST	402544	77649	287	-124.1875	40.5625
FAIRHAVE	396112	74306	71.3	-124.1875	40.9375
