Ref ID,Plant/Unit (Short),Plant/Unit (Long),Bus #,ID,WECC Class Code,Status in GridView Model,Resource Modeling Category,TEPPC Area,TEPPC Region,County,State,Count for RPS?,Annual Energy (MWh),GV SubType,Generator Type,Primary Fuel,Hourly Profile,Hydro Region,Hydro Model,Nameplate (MW),SumCap (MW),WinCap (MW),Fuel Zone,"Commission Date","Retirement Date",Owner,"Ownership Shares","Confidential Location?","Latitude(Red=Confidential)","Longitude(Red=Confidential)",2022 PROMOD,PLANT_CODE,GENERATOR_ID,cooling,fuel E3,reported water source,waterpowercheck,
7437,DeltaPumpE-10,DELTA E-10,38760,10,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7438,DeltaPumpE-11,DELTA E-11,38760,11,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7439,DeltaPumpD-8,DELTA D-8,38765,8,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7440,DeltaPumpD-9,DELTA D-9,38765,9,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7441,DeltaPumpC-6,DELTA C-6,38770,6,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7442,DeltaPumpC-7,DELTA C-7,38770,7,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7443,BuenaVistaPump1-1,BuenaVistaPumpLoad1-1_BUENAVS1_*CDWR BUS,38775,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-4.58,-4.58,-4.58,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7444,BuenaVistaPump1-2,BuenaVistaPumpLoad1-2_BUENAVS1_*CDWR BUS,38775,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-4.58,-4.58,-4.58,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7445,BuenaVistaPump1-3,BuenaVistaPumpLoad1-3_BUENAVS1_*CDWR BUS,38775,3,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7446,BuenaVistaPump1-4,BuenaVistaPumpLoad1-4_BUENAVS1_*CDWR BUS,38775,4,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7447,BuenaVistaPump1-5,BuenaVistaPumpLoad1-5_BUENAVS1_*CDWR BUS,38775,5,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7448,BuenaVistaPump1-6,BuenaVistaPumpLoad1-6_BUENAVS1_*CDWR BUS,38775,6,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7449,BuenaVistaPump2-1,BuenaVistaPumpLoad2-1_BUENAVS2_*CDWR BUS,38780,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7450,BuenaVistaPump2-2,BuenaVistaPumpLoad2-2_BUENAVS2_*CDWR BUS,38780,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7451,BuenaVistaPump2-3,BuenaVistaPumpLoad2-3_BUENAVS2_*CDWR BUS,38780,3,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7452,BuenaVistaPump2-4,BuenaVistaPumpLoad2-4_BUENAVS2_*CDWR BUS,38780,4,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_BuenaVista_2024[05],N/A,N/A,-10.99,-10.99,-10.99,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,BUENAVS_PMP,,,#N/A,#N/A,#N/A,,
7453,WheelerRidgePump1-1,WheelerRidgePump1-1,38785,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-6.35,-6.35,-6.35,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7454,WheelerRidgePump1-2,WheelerRidgePump1-2,38785,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-6.35,-6.35,-6.35,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7455,WheelerRidgePump1-3,WheelerRidgePump1-3,38785,3,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-5.44,-5.44,-5.44,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7456,WheelerRidgePump1-4,WheelerRidgePump1-4,38785,4,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-12.69,-12.69,-12.69,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7457,WheelerRidgePump1-5,WheelerRidgePump1-5,38785,5,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-12.69,-12.69,-12.69,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7458,WheelerRidgePump2-1,WheelerRidgePump2-1,38790,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-12.69,-12.69,-12.69,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7459,WheelerRidgePump2-2,WheelerRidgePump2-2,38790,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-12.69,-12.69,-12.69,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7460,WheelerRidgePump2-3,WheelerRidgePump2-3,38790,3,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-12.69,-12.69,-12.69,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7461,WheelerRidgePump2-4,WheelerRidgePump2-4,38790,4,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WheelerRidge_2024[05],N/A,N/A,-12.69,-12.69,-12.69,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WHEELRDG_PMP,,,#N/A,#N/A,#N/A,,
7462,WindGapPump1-1,WINDGAP1_WIND GAP PUMPING PLANT-1,38795,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-14.25,-14.25,-14.25,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7463,WindGapPump1-2,WINDGAP1_WIND GAP PUMPING PLANT-2,38795,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-14.25,-14.25,-14.25,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7464,WindGapPump1-3,WINDGAP1_WIND GAP PUMPING PLANT-3,38795,3,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-14.25,-14.25,-14.25,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7465,WindGapPump2-1,WindGapPump2-1,38800,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-28.5,-28.5,-28.5,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7466,WindGapPump2-2,WindGapPump2-2,38800,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-27.61,-27.61,-27.61,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7467,WindGapPump3-1,WindGapPump3-1,38805,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-27.61,-27.61,-27.61,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7468,WindGapPump3-2,WindGapPump3-2,38805,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-27.61,-27.61,-27.61,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7469,WindGapPump4-1,WindGapPump4-1,38810,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-27.61,-27.61,-27.61,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7470,WindGapPump4-2,WindGapPump4-2,38810,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_WindGap_2024[05],N/A,N/A,-27.61,-27.61,-27.61,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,WINDGAP_PMP,,,#N/A,#N/A,#N/A,,
7471,DeltaPumpB-4,DELTA B-4,38815,4,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7472,DeltaPumpB-5,DELTA B-5,38815,5,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-23.72,-23.72,-23.72,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7473,DeltaPumpA-1,DELTA A_DELTA SWITCHING YARD,38820,1,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-6.78,-6.78,-6.78,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7474,DeltaPumpA-2,DELTA A_DELTA SWITCHING YARD,38820,2,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-6.78,-6.78,-6.78,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7475,DeltaPumpA-3,DELTA A_DELTA SWITCHING YARD,38820,3,0 (Existing),TRUE,9.Motor Load,CIPV,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Delta_2024[05],N/A,N/A,-24.57,-24.57,-24.57,DefaultFuel,1/1/1980,1/1/2050,Department of Water Resources,,,,,DELTAPMP_11,,,#N/A,#N/A,#N/A,,
7484,CouleePump1-2,COULEE PUMPS 1-2,40282,2,0 (Existing),TRUE,9.Motor Load,BPAT,NWPP,,WA,No,0,MotorLoad,Pumping Load,N/A,Pump_Coulee_2024[05],N/A,N/A,-166,-166,-166,DefaultFuel,1/1/1950,12/31/2050,U S Bureau of Reclamation,,,,,Coulee Pump Load,,,#N/A,#N/A,#N/A,,
7485,CouleePump3-4,COULEE PUMPS 3-4,40284,4,0 (Existing),TRUE,9.Motor Load,BPAT,NWPP,,WA,No,0,MotorLoad,Pumping Load,N/A,Pump_Coulee_2024[05],N/A,N/A,-166,-166,-166,DefaultFuel,1/1/1950,12/31/2050,U S Bureau of Reclamation,,,,,Coulee Pump Load,,,#N/A,#N/A,#N/A,,
7486,CouleePump5-6,COULEE PUMPS 5-6,40286,6,0 (Existing),TRUE,9.Motor Load,BPAT,NWPP,,WA,No,0,MotorLoad,Pumping Load,N/A,Pump_Coulee_2024[05],N/A,N/A,-166,-166,-166,DefaultFuel,1/1/1950,12/31/2050,U S Bureau of Reclamation,,,,,Coulee Pump Load,,,#N/A,#N/A,#N/A,,
7492,zyCartyGenStaCC-CT,Carty Generating Station CC-CT_BOARD CT,43044,1,1 (Under Construction),FALSE,7.Plant Parts,PGE,NWPP,Morrow,OR,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,271,271,271,NG_OR,1/1/2016,12/31/2050,Portland General Elec,,No,45.79052,-119.799679,,,,#N/A,#N/A,#N/A,,
7493,zyCartyGenStaCC-ST,Carty Generating Station CC-ST_BOARD ST,43045,1,1 (Under Construction),FALSE,7.Plant Parts,PGE,NWPP,Morrow,OR,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,169,169,169,Waste_Heat,1/1/2016,12/31/2050,Portland General Elec,,No,45.79052,-119.799679,,,,#N/A,#N/A,#N/A,,
7495,KITTVALY,KITTVALY,44277,ZD,0 (Existing),FALSE,10.VAR Device,BPAT,NWPP,,WA,No,0,VAR-Device,Synchronous Condenser,N/A,None,N/A,N/A,0.1,0.1,0.1,DefaultFuel,4/15/1986,12/31/2050,Horizon Wind Energy,,,,,,,,#N/A,#N/A,#N/A,,
7526,CMBHL_2,CMBHL  2,47803,ZD,0 (Existing),FALSE,10.VAR Device,BPAT,NWPP,,OR,No,0,VAR-Device,Synchronous Condenser,N/A,None,N/A,N/A,0.1,0.1,0.1,DefaultFuel,4/15/1986,12/31/2050,Eurus Energy America Corp,,,,,,,,#N/A,#N/A,#N/A,,
7552,DMR_18S1,DMR 18S1,51027,1,0 (Existing),FALSE,10.VAR Device,BCHA,British Columbia,,BC,No,0,VAR-Device,SVC,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,British Columbia Hydro Auth.,,,,,,,,#N/A,#N/A,#N/A,,
7609,DGB_SVC,DGB SVC,52305,S,0 (Existing),FALSE,10.VAR Device,BCHA,British Columbia,,BC,No,0,VAR-Device,SVC,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,Fortis BC,,,,,,,,#N/A,#N/A,#N/A,,
7816,CAMPSVC,CAMPSVC_CAMP WILLIAMS STATIC VAR COMPENSATOR,65259,1,0 (Existing),FALSE,10.VAR Device,PAUT,Basin,,UT,No,0,VAR-Device,SVC,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,PacifiCorp - East,,,,,,,,#N/A,#N/A,#N/A,,
7828,REDBUSVC,REDBUSVC_RED BUTTE SVC,66281,1,0 (Existing),FALSE,10.VAR Device,PAUT,Basin,,UT,No,0,VAR-Device,SVC,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,PacifiCorp - East,,,,,,,,#N/A,#N/A,#N/A,,
7829,STG_SVC,STG SVC_ST. GEORGE S.V.C.,66424,1,0 (Existing),FALSE,10.VAR Device,PAUT,Basin,,UT,No,0,VAR-Device,SVC,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,PacifiCorp - East,,,,,,,,#N/A,#N/A,#N/A,,
7830,TREASTON,TREASTON_TREASURETON,66575,1,0 (Existing),FALSE,10.VAR Device,PAID,Basin,,ID,No,0,VAR-Device,Synchronous Condenser,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,PacifiCorp - East,,,,,,,,#N/A,#N/A,#N/A,,
7833,CRANRFLT,CRANRFLT_CRANER FLAT,67562,1,0 (Existing),FALSE,10.VAR Device,PAUT,Basin,,UT,No,0,VAR-Device,Synchronous Condenser,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,PacifiCorp - East,,,,,,,,#N/A,#N/A,#N/A,,
7837,AEOLUSVC,AEOLUSVC,67900,1,0 (Existing),FALSE,10.VAR Device,PAWY,Basin,,WY,No,0,VAR-Device,SVC,N/A,None,N/A,N/A,0,0,0,DefaultFuel,4/15/1986,12/31/2050,PacifiCorp - East,,,,,,,,#N/A,#N/A,#N/A,,
7883,DCI_RapidCity,Rapid City DC Intertie (Fictional Resource)-1,76351,1,0 (Existing),TRUE,8.DC Line,WACM,RMPA,,WY,No,129600,DC-Intertie,DC Intertie (DCI),N/A,DCI_RapidCity_2024[10],N/A,N/A,200,200,200,DefaultFuel,4/15/1986,12/31/2050,Basin,,,,,,,,#N/A,#N/A,#N/A,,
8013,TracyPumpYG,TRACY YG,37582,1,0 (Existing),TRUE,9.Motor Load,BANC,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Tracy_2024[05],N/A,N/A,-20.69,-20.69,-20.69,DefaultFuel,1/1/1980,1/1/2050,WAPA - SNR,,,,,TRCY PMP_3,,,#N/A,#N/A,#N/A,,
8014,TracyPump1,TRACYPP1,37583,P1,0 (Existing),TRUE,9.Motor Load,BANC,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Tracy_2024[05],N/A,N/A,-13.63,-13.63,-13.63,DefaultFuel,1/1/1980,1/1/2050,WAPA - SNR,,,,,TRCY PMP_3,,,#N/A,#N/A,#N/A,,
8015,TracyPump2,TRACYPP1,37583,P2,0 (Existing),TRUE,9.Motor Load,BANC,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Tracy_2024[05],N/A,N/A,-13.63,-13.63,-13.63,DefaultFuel,1/1/1980,1/1/2050,WAPA - SNR,,,,,TRCY PMP_3,,,#N/A,#N/A,#N/A,,
8016,TracyPump3,TRACYPP1,37583,P3,0 (Existing),TRUE,9.Motor Load,BANC,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Tracy_2024[05],N/A,N/A,-13.63,-13.63,-13.63,DefaultFuel,1/1/1980,1/1/2050,WAPA - SNR,,,,,TRCY PMP_3,,,#N/A,#N/A,#N/A,,
8017,TracyPump4,TRACYPP2,37584,P4,0 (Existing),TRUE,9.Motor Load,BANC,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Tracy_2024[05],N/A,N/A,-13.63,-13.63,-13.63,DefaultFuel,1/1/1980,1/1/2050,WAPA - SNR,,,,,TRCY PMP_3,,,#N/A,#N/A,#N/A,,
8018,TracyPump5,TRACYPP2,37584,P5,0 (Existing),TRUE,9.Motor Load,BANC,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Tracy_2024[05],N/A,N/A,-13.63,-13.63,-13.63,DefaultFuel,1/1/1980,1/1/2050,WAPA - SNR,,,,,TRCY PMP_3,,,#N/A,#N/A,#N/A,,
8019,TracyPump6,TRACYPP2,37584,P6,0 (Existing),TRUE,9.Motor Load,BANC,CA-North,,CA,No,0,MotorLoad,Pumping Load,N/A,Pump_Tracy_2024[05],N/A,N/A,-13.63,-13.63,-13.63,DefaultFuel,1/1/1980,1/1/2050,WAPA - SNR,,,,,TRCY PMP_3,,,#N/A,#N/A,#N/A,,
8025,PSCO-GenericWind,PSCO Generic Wind ,70700,T1,3 (Future-Planned),TRUE,1.Hourly Renewable,PSCO,RMPA,,CO,Yes,364205,WT-Onshore,Wind-Onshore,Wind,WT-P_CO_SE_2024[05],N/A,N/A,100,100,100,DefaultFuel,1/1/2019,12/31/2050,Public Service Co of Colorado,,,,,,,,#N/A,#N/A,#N/A,,
8030,AftonCC-Total,AftonCC (Total CC Plant),10486,CC,0 (Existing),TRUE,5.Dispatchable Thermal,PNM,AZ-NM-NV,Dona Ana,NM,No,1405097,CCWhole-NatGas-Industrial,Combined Cycle-Whole Plant-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,287.95,287.95,287.95,NG_NM South,10/1/2007,12/1/2050,Public Service Co of NM,,No,32.108496,-106.832915,Afton Cca,,,#N/A,#N/A,#N/A,,
8031,AgnewsCC-Total,AgnewsCC (Total CC Plant),35860,CC,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,??,CA,No,6236,CCWhole-NatGas-Aero,Combined Cycle-Whole Plant-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,41.5,41.5,41.5,NG_CA PGaE LT,10/19/1990,12/31/2050,OLS Energy-Agnews Inc.,,No,37.409624,-121.928127,AgnwCT1,,,#N/A,#N/A,#N/A,,
8033,AlgonquinCC-Total,AlgonquinCC (Total CC Plant),34646,CC,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,Fresno,CA,No,18747,CCWhole-NatGas-Aero,Combined Cycle-Whole Plant-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,60.8,60.8,60.8,NG_CA SJ Valley,12/11/1990,12/31/2050,Algonquin Power Sanger LLC,,No,36.685072,-119.552245,Sanger1,,,#N/A,#N/A,#N/A,,
8035,ApacheCC-Total,ApacheCC (Total CC Plant),17028,CC,0 (Existing),TRUE,5.Dispatchable Thermal,WALC,AZ-NM-NV,Cochise,AZ,No,394045,CCWhole-NatGas-Industrial,Combined Cycle-Whole Plant-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,93.1,93.1,93.1,NG_AZ South,12/1/1964,12/31/2050,Arizona Electric Pwr Coop Inc,,No,32.059997,-109.891068,ApachCC1A,,,#N/A,#N/A,#N/A,,
8036,ApexCC-Total,ApexCC (Total CC Plant),18441,CC,0 (Existing),TRUE,5.Dispatchable Thermal,NEVP,AZ-NM-NV,Clark,NV,No,1323377,CCWhole-NatGas-Industrial,Combined Cycle-Whole Plant-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,600.6,600.6,600.6,NG_NV South,5/1/2003,12/31/2050,Las Vegas Power Company LLC,,No,36.17293,-115.140359,Apex CC1,,,#N/A,#N/A,#N/A,,
8037,ArlngtnVallyCC-Total,ArlingtonValleyCC (Total CC Plant),15145,CC,0 (Existing),TRUE,5.Dispatchable Thermal,SRP,AZ-NM-NV,Maricopa,AZ,No,906013,CCWhole-NatGas-Industrial,Combined Cycle-Whole Plant-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,713,713,713,NG_AZ South,7/1/2002,12/31/2050,Arlington Valley LLC,,No,33.348332,-112.891709,Arlington Vly CC,,,#N/A,#N/A,#N/A,,
8038,BajaCA2CC-Total,BajaCA2CC (Total CC Plant),20446,CC,4 (Future-Conceptual),TRUE,5.Dispatchable Thermal,CFE,CA-South,??,MX,No,3092511,CCWhole-NatGas-Industrial,Combined Cycle-Whole Plant-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,678,678,678,NG_Baja,4/1/2018,4/15/2050,CFE - Mexico,,No,32.24921053,-116.0792105,,,,#N/A,#N/A,#N/A,,
