Ref ID,Plant/Unit (Short),Plant/Unit (Long),Bus #,ID,WECC Class Code,Status in GridView Model,Resource Modeling Category,TEPPC Area,TEPPC Region,County,State,Count for RPS?,Annual Energy (MWh),GV SubType,Generator Type,Primary Fuel,Hourly Profile,Hydro Region,Hydro Model,Nameplate (MW),SumCap (MW),WinCap (MW),Fuel Zone,"Commission Date","Retirement Date",Owner,"Ownership Shares","Confidential Location?","Latitude(Red=Confidential)","Longitude(Red=Confidential)",2022 PROMOD,PLANT_CODE,GENERATOR_ID,cooling,fuel E3,reported water source,waterpowercheck,
1241,DiabloCanyon1,Diablo Canyon-1,36411,1,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,San Luis Obispo,CA,No,8497869,ST-Nuclear,Steam Turbine-Nuclear,Nuclear,N/A,N/A,N/A,1200,1200,1200,Uranium,1/1/1985,12/31/2050,Pacific Gas & Electric Co,,No,35.188826,-120.729688,DiablCnyn1,6099,1,Once-Through,Nuclear,Ocean,,
1242,DiabloCanyon2,Diablo Canyon-2,36412,1,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,San Luis Obispo,CA,No,8422957,ST-Nuclear,Steam Turbine-Nuclear,Nuclear,N/A,N/A,N/A,1200,1200,1200,Uranium,1/1/1986,12/31/2050,Pacific Gas & Electric Co,,No,35.188826,-120.729688,DiablCnyn2,6099,2,Once-Through,Nuclear,Ocean,,
1243,Diablo_Wind,Diablo Wind LLC-VEST,33840,1,0 (Existing),TRUE,1.Hourly Renewable,CIPB,CA-North,Alameda,CA,Yes,36648,WT-Onshore,Wind-Onshore,Wind,WT-E_CA_NO_2024[05],N/A,N/A,18,18,18,DefaultFuel,5/1/2005,12/31/2050,Diablo Wind LLC,,No,37.706156,-121.718574,Diablo Winds,56271,VEST,None,Wind,Unknown Freshwater,,
1244,DiamondValleyLake02,Diamond Valley Lake-2_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25424,2,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,2,None,Hydropower,Surface Water,,
1245,DiamondValleyLake03,Diamond Valley Lake-3_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25424,3,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,3,None,Hydropower,Surface Water,,
1246,DiamondValleyLake04,Diamond Valley Lake-4_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25424,4,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,4,None,Hydropower,Surface Water,,
1247,DiamondValleyLake06,Diamond Valley Lake-6_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25425,6,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,6,None,Hydropower,Surface Water,,
1248,DiamondValleyLake07,Diamond Valley Lake-7_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25425,7,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,7,None,Hydropower,Surface Water,,
1249,DiamondValleyLake08,Diamond Valley Lake-8_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25425,8,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,8,None,Hydropower,Surface Water,,
1250,DiamondValleyLake10,Diamond Valley Lake-10_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25426,10,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,10,None,Hydropower,Surface Water,,
1251,DiamondValleyLake11,Diamond Valley Lake-11_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25426,11,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,11,None,Hydropower,Surface Water,,
1252,DiamondValleyLake12,Diamond Valley Lake-12_Eastside Reservoir Project (ESRP)_ESRP MWD_PMP,25426,12,0 (Existing),TRUE,9.Motor Load,CISC,CA-South,Riverside,CA,Yes,0,PS-HydroRPS,Hydro-PumpStorage-RPS,Water-Electricity,Pump_DiamondValleyLake_2024[05],N/A,N/A,-0.93,-0.93,-0.93,DefaultFuel,1/1/2001,12/31/2050,Metropolitan Water District of S CA,,No,33.685512,-117.075852,Diamond Valley Lake,7942,12,None,Hydropower,Surface Water,,
1253,Dickson_Dam1,Dickson Dam IPP 1-1,54006,1,0 (Existing),TRUE,3.PLFHTC Hydro,AESO,Alberta,??,AB,No,20440,Hydro,Hydro,Water,None,Alberta,HTC,5.6,5.6,5.6,DefaultFuel,1/16/1992,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Dickson Dam,,,#N/A,#N/A,#N/A,#N/A,
1254,Dickson_Dam2,Dickson Dam IPP 2-2,54006,2,0 (Existing),TRUE,3.PLFHTC Hydro,AESO,Alberta,??,AB,No,20440,Hydro,Hydro,Water,None,Alberta,HTC,5.6,5.6,5.6,DefaultFuel,1/16/1992,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Dickson Dam,,,#N/A,#N/A,#N/A,#N/A,
1255,Dickson_Dam3,Dickson Dam IPP 3-3,54006,3,0 (Existing),TRUE,3.PLFHTC Hydro,AESO,Alberta,??,AB,No,20440,Hydro,Hydro,Water,None,Alberta,HTC,5.6,5.6,5.6,DefaultFuel,1/16/1992,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,Dickson Dam,,,#N/A,#N/A,#N/A,#N/A,
1256,Dietrich_Drop,Dietrich Drop-GEN1,60345,H2,0 (Existing),TRUE,3.PLFHTC Hydro,IPMV,Basin,??,ID,No,13886,Hydro,Hydro,Water,None,Northwest,PLF K=0 (Flat),4.5,4.5,4.5,DefaultFuel,8/29/1988,12/31/2050,BP Hydro Associates,,No,42.863843,-114.081046,ID Sml Hydro Aggr,10807,GEN1,None,Hydropower,Surface Water,1,
1257,Dillon_Hydro,Dillon Hydro Plant-GEN1,70418,NT,0 (Existing),TRUE,3.PLFHTC Hydro,PSCO,RMPA,??,CO,No,5638,Hydro,Hydro,Water,None,East,PLF K=0 (Flat),1.8,1.8,1.8,DefaultFuel,10/1/1987,12/31/2050,Denver City & County of,,No,39.603274,-105.987584,CO State Rollup,10421,GEN1,None,Hydropower,Surface Water,1,
1258,Dillon_Wind,Dillon Wind LLC-1,29021,1,0 (Existing),TRUE,1.Hourly Renewable,CISC,CA-South,??,CA,Yes,104506,WT-Onshore,Wind-Onshore,Wind,WT-E_CA_MTN_2024[05],N/A,N/A,45,45,45,DefaultFuel,4/18/2008,12/31/2050,Iberdrola Renewables Inc,,No,33.909814,-116.545351,Dillon Wind,56791,1,None,Wind,Unknown Freshwater,,
1259,Dinuba_1,Dinuba-1,34648,1,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,??,CA,No,857,ST-NatGas,Steam Turbine-Gas,Gas-Natural Gas,N/A,N/A,N/A,12,12,12,NG_CA SJ Valley,7/5/2001,12/31/2050,,,No,38.06142567,-120.5816393,Dinuba1,,,#N/A,#N/A,#N/A,,
1260,DivisionCreek,Division Creek-1,26130,T1,0 (Existing),TRUE,"2-3. Hydro (TBD, Hourly or PLF/HTC)",LDWP,CA-South,??,CA,No,2021,Hydro,Hydro,Water,HY_Generic_2024[Keswick05],California,UseGivenSchedule,0.6,0.6,0.6,DefaultFuel,3/1/1909,4/15/2030,,,No,34.31481818,-117.8172934,N/A,,,#N/A,#N/A,#N/A,#N/A,
1261,zyDivisnNavalCC-CT,DIVISON NAVAL STATION COGEN-1_Naval Station Energy Facility-GEN1,22172,T1,0 (Existing),FALSE,7.Plant Parts,CISD,CA-South,San Diego,CA,No,0,CCPart-NatGas-Aero,Combined Cycle-Gas Part-Aero Derivative,Gas-Natural Gas,None,N/A,N/A,38.3,38.3,38.3,NG_CA SDGE,8/1/1989,12/31/2050,Applied Energy Inc,,No,32.683962,-117.125955,N/A,10811,GEN1,Recirculating,Natural Gas,Unknown Freshwater,,
1262,zyDivisnNavalCC-ST1,DIVISON NAVAL STATION COGEN-1_Naval Station Energy Facility-GEN2,22172,T2,0 (Existing),FALSE,7.Plant Parts,CISD,CA-South,San Diego,CA,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,11.6,11.6,11.6,Waste_Heat,8/1/1989,12/31/2050,Applied Energy Inc,,No,32.683962,-117.125955,N/A,10811,GEN2,Recirculating,Natural Gas,Unknown Freshwater,,
1263,zyDivisnNavalCC-ST2,DIVISON NAVAL STATION COGEN-1_Naval Station Energy Facility-GEN3,22172,T3,0 (Existing),FALSE,7.Plant Parts,CISD,CA-South,San Diego,CA,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,5.2,5.2,5.2,Waste_Heat,8/1/2005,12/31/2050,Applied Energy Inc,,No,32.683962,-117.125955,N/A,10811,GEN3,Recirculating,Natural Gas,Unknown Freshwater,,
1264,DM_AFB_GroundMt,DM Air Force Base Ground Mount-1,16404,A8,0 (Existing),TRUE,1.Hourly Renewable,TEPC,AZ-NM-NV,??,AZ,Yes,4869,SolarPV-NonTracking,SolarPV-Non-Tracking,Sun,PV-Fixed_AZ_NO_2024[05],N/A,N/A,2.1,2.1,2.1,DefaultFuel,1/1/2012,4/15/2030,,,No,32.79834435,-110.8007319,??,,,#N/A,#N/A,#N/A,,
1265,DokieWind1,Dokie Wind-1_Dokie Wind-1_IPP-DKW,51682,1,0 (Existing),TRUE,1.Hourly Renewable,BCHA,British Columbia,??,BC,Yes,60521,WT-Onshore,Wind-Onshore,Wind,WT-E_BC_NE_2024[05],N/A,N/A,24,24,24,DefaultFuel,2/28/2011,2/16/2036,"British Columbia Hydro Auth., IPP",,YES,Confidential,Confidential,DokieW1,,,#N/A,#N/A,#N/A,,
1266,DokieWind2,Dokie Wind-2_Dokie Wind-2_IPP-DKW,51683,2,0 (Existing),TRUE,1.Hourly Renewable,BCHA,British Columbia,??,BC,Yes,60212,WT-Onshore,Wind-Onshore,Wind,WT-E_BC_NE_2024[05],N/A,N/A,24,24,24,DefaultFuel,2/28/2011,2/16/2036,"British Columbia Hydro Auth., IPP",,YES,Confidential,Confidential,DokieW1,,,#N/A,#N/A,#N/A,,
1267,DokieWind3,Dokie Wind-3_Dokie Wind-3_IPP-DKW,51564,3,0 (Existing),TRUE,1.Hourly Renewable,BCHA,British Columbia,??,BC,Yes,56790,WT-Onshore,Wind-Onshore,Wind,WT-E_BC_NE_2024[05],N/A,N/A,24,24,24,DefaultFuel,2/28/2011,2/16/2036,"British Columbia Hydro Auth., IPP",,YES,Confidential,Confidential,DokieW1,,,#N/A,#N/A,#N/A,,
1268,DokieWind4,Dokie Wind-4_Dokie Wind-4_IPP-DKW,51565,4,0 (Existing),TRUE,1.Hourly Renewable,BCHA,British Columbia,??,BC,Yes,66593,WT-Onshore,Wind-Onshore,Wind,WT-E_BC_NE_2024[05],N/A,N/A,27,27,27,DefaultFuel,2/28/2011,2/16/2036,"British Columbia Hydro Auth., IPP",,YES,Confidential,Confidential,DokieW1,,,#N/A,#N/A,#N/A,,
1269,DokieWind5,Dokie Wind-5_Dokie Wind-5_IPP-DKW,51566,5,0 (Existing),TRUE,1.Hourly Renewable,BCHA,British Columbia,??,BC,Yes,60136,WT-Onshore,Wind-Onshore,Wind,WT-E_BC_NE_2024[05],N/A,N/A,24,24,24,DefaultFuel,2/28/2011,2/16/2036,"British Columbia Hydro Auth., IPP",,YES,Confidential,Confidential,DokieW1,,,#N/A,#N/A,#N/A,,
1270,DokieWind6,Dokie Wind-6_Dokie Wind-6_IPP-DKW,51567,6,0 (Existing),TRUE,1.Hourly Renewable,BCHA,British Columbia,??,BC,Yes,52363,WT-Onshore,Wind-Onshore,Wind,WT-E_BC_NE_2024[05],N/A,N/A,21,21,21,DefaultFuel,2/28/2011,2/16/2036,"British Columbia Hydro Auth., IPP",,YES,Confidential,Confidential,DokieW1,,,#N/A,#N/A,#N/A,,
1271,DonPedro1,Don Pedro-1,38550,1,0 (Existing),TRUE,2.Hourly Hydro,TIDC,CA-North,??,CA,No,239956,Hydro,Hydro,Water,HY_DonPedro_2024[05],California,UseGivenSchedule,55,55,55,DefaultFuel,5/1/1971,12/31/2050,Turlock Irrigation District,,No,37.71561,-120.443137,Don Pedro,439,1,None,Hydropower,Surface Water,1,
1272,DonPedro2,Don Pedro-2,38552,1,0 (Existing),TRUE,2.Hourly Hydro,TIDC,CA-North,??,CA,No,239956,Hydro,Hydro,Water,HY_DonPedro_2024[05],California,UseGivenSchedule,55,55,55,DefaultFuel,5/1/1971,12/31/2050,Turlock Irrigation District,,No,37.71561,-120.443137,Don Pedro,439,2,None,Hydropower,Surface Water,1,
1273,DonPedro3,Don Pedro-3,38350,1,0 (Existing),TRUE,2.Hourly Hydro,TIDC,CA-North,??,CA,No,239956,Hydro,Hydro,Water,HY_DonPedro_2024[05],California,UseGivenSchedule,55,55,55,DefaultFuel,5/1/1971,12/31/2050,Turlock Irrigation District,,No,37.71561,-120.443137,Don Pedro,439,3,None,Hydropower,Surface Water,1,
1274,DonPedro4,Don Pedro-4,38554,1,0 (Existing),TRUE,2.Hourly Hydro,TIDC,CA-North,??,CA,No,166661,Hydro,Hydro,Water,HY_DonPedro_2024[05],California,UseGivenSchedule,38.2,38.2,38.2,DefaultFuel,4/1/1989,12/31/2050,Turlock Irrigation District,,No,37.71561,-120.443137,Don Pedro,439,4,None,Hydropower,Surface Water,1,
1275,Simplot_Leasing,Simplot Leasing Don Plant-GEN1,60125,1,0 (Existing),TRUE,5.Dispatchable Thermal,IPFE,Basin,Bannock,ID,No,121897,ST-Other,Steam Turbine-Other,Other,N/A,N/A,N/A,15.9,15.9,15.9,Coal_ID,2/1/1986,12/31/2050,Simplot Leasing Corp,,No,42.909309,-112.519641,Simplot1,50274,GEN1,#not designated,#N/A,Groundwater,,
1276,zyDonVonRsfldCC-CT1,Donald Von Raesfeld Power Plant-CTG1,36863,1,0 (Existing),FALSE,7.Plant Parts,CIPB,CA-North,??,CA,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,50.13,50.13,50.13,NG_CA PGaE LT,3/24/2005,12/31/2050,City of Santa Clara - (CA),,No,37.377402,-121.950187,N/A,56026,CTG1,Recirculating,Natural Gas,Municipal,,
1277,zyDonVonRsfldCC-CT2,Donald Von Raesfeld Power Plant-CTG2,36864,1,0 (Existing),FALSE,7.Plant Parts,CIPB,CA-North,??,CA,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,50.13,50.13,50.13,NG_CA PGaE LT,3/24/2005,12/31/2050,City of Santa Clara - (CA),,No,37.377402,-121.950187,N/A,56026,CTG2,Recirculating,Natural Gas,Municipal,,
1278,zyDonVonRsfldCC-ST,Donald Von Raesfeld Power Plant-STG,36865,1,0 (Existing),FALSE,7.Plant Parts,CIPB,CA-North,??,CA,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,54.14,54.14,54.14,Waste_Heat,3/24/2005,12/31/2050,City of Santa Clara - (CA),,No,37.377402,-121.950187,N/A,56026,STG,Recirculating,Natural Gas,Municipal,,
1279,Donnells,Donnells-H1,34058,1,0 (Existing),TRUE,2.Hourly Hydro,CIPV,CA-North,??,CA,No,329919,Hydro,Hydro,Water,HY_Donnells_2024[05],California,UseGivenSchedule,72,72,72,DefaultFuel,1/1/1957,12/31/2050,Oakdale&South San Joaquin Irrigation D.,,No,38.18903,-120.001929,Donnells,415,H1,None,Hydropower,Surface Water,1,
1280,DoranTaylor1,Doran Taylor-1_Doran Taylor-1_IPP-DTR,50931,T1,0 (Existing),TRUE,3.PLFHTC Hydro,BCHA,British Columbia,??,BC,No,13916,Hydro,Hydro,Water,None,British Columbia,PLF K=0 (Flat),2.8,2.8,2.8,DefaultFuel,7/8/1996,7/8/2036,"British Columbia Hydro Auth., IPP ",,YES,Confidential,Confidential,IPP,,,#N/A,#N/A,#N/A,#N/A,
1280.1,DoranTaylor2,Doran Taylor-2_Doran Taylor-2_IPP-DTR,50931,T2,0 (Existing),TRUE,3.PLFHTC Hydro,BCHA,British Columbia,??,BC,No,13916,Hydro,Hydro,Water,None,British Columbia,PLF K=0 (Flat),2.8,2.8,2.8,DefaultFuel,7/8/1996,7/8/2036,"British Columbia Hydro Auth., IPP ",,YES,Confidential,Confidential,IPP,,,#N/A,#N/A,#N/A,#N/A,
1282,DoubleC1,Double C-1,35023,T1,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,??,CA,No,1240,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,27.65,27.65,27.65,NG_CA SJ Valley,3/14/1989,12/31/2050,Juniper Generation  LLC,,No,35.48987,-119.043282,DoubleC1,50493,DC1,None,Natural Gas,Groundwater,,
1283,DoubleC2,Double C-2,35023,T2,0 (Existing),TRUE,5.Dispatchable Thermal,CIPV,CA-North,??,CA,No,1073,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,27.65,27.65,27.65,NG_CA SJ Valley,3/14/1989,12/31/2050,Juniper Generation  LLC,,No,35.48987,-119.043282,DoubleC1,50493,DC2,None,Natural Gas,Groundwater,,
1284,DoubleADigester1,Double A Digester-1,60095,A6,0 (Existing),TRUE,6.Must Run Thermal,IPMV,Basin,Jerome,ID,Yes,12352,Bio-ICE,Internal Combustion Engine (ICE),Biomass-Agricultural,N/A,N/A,N/A,1.5,1.5,1.5,Bio_Agri_Res,12/1/2011,4/15/2030,AgPower Jerome LLC,,No,42.678998,-114.616707,??,57425,1,None,Biomass,Unknown Freshwater,,
1284.1,DoubleADigester2,Double A Digester-2,60095,A7,0 (Existing),TRUE,6.Must Run Thermal,IPMV,Basin,Jerome,ID,Yes,12349,Bio-ICE,Internal Combustion Engine (ICE),Biomass-Agricultural,N/A,N/A,N/A,1.5,1.5,1.5,Bio_Agri_Res,1/1/2012,12/31/2050,AgPower Jerome LLC,,No,42.678998,-114.616707,??,57425,2,None,Biomass,Unknown Freshwater,,
1284.2,DoubleADigester3,Double A Digester-3,60095,A8,0 (Existing),TRUE,6.Must Run Thermal,IPMV,Basin,Jerome,ID,Yes,12370,Bio-ICE,Internal Combustion Engine (ICE),Biomass-Agricultural,N/A,N/A,N/A,1.5,1.5,1.5,Bio_Agri_Res,2/1/2012,12/31/2050,AgPower Jerome LLC,,No,42.678998,-114.616707,??,57425,3,None,Biomass,Unknown Freshwater,,
1286,Double_Weir1,Double Weir-1,21020,1,0 (Existing),TRUE,"2-3. Hydro (TBD, Hourly or PLF/HTC)",IID,CA-South,??,CA,No,0,Hydro,Hydro,Water,HY_Generic_2024[Keswick05],California,UseGivenSchedule,0,0,0,DefaultFuel,8/1/1961,4/15/2030,,,No,32.80627839,-115.3534323,N/A,,,#N/A,#N/A,#N/A,#N/A,
1287,Double_Weir2,Double Weir-2,21020,2,0 (Existing),TRUE,"2-3. Hydro (TBD, Hourly or PLF/HTC)",IID,CA-South,??,CA,No,0,Hydro,Hydro,Water,HY_Generic_2024[Keswick05],California,UseGivenSchedule,0,0,0,DefaultFuel,8/1/1961,4/15/2030,,,No,32.80627839,-115.3534323,N/A,,,#N/A,#N/A,#N/A,#N/A,
1288,Douglas_1,Douglas-1,15213,B4,0 (Existing),TRUE,5.Dispatchable Thermal,AZPS,AZ-NM-NV,Cochise,AZ,No,3456,ST-NatGas,Steam Turbine-Gas,Gas-Natural Gas,N/A,N/A,N/A,26.1,26.1,26.1,NG_AZ South,5/1/1972,12/1/2050,Arizona Public Service Co,,No,31.39247,-109.562739,Douglas1,114,1,None,Oil,Municipal,,
1289,Douglas_Kwalsa1,"Douglas (DGL,Kwalsa Energy)-1_Douglas (DGL,Kwalsa Energy)-1_IPP-DGL",51544,1,0 (Existing),TRUE,3.PLFHTC Hydro,BCHA,British Columbia,??,BC,No,71467,Hydro,Hydro,Water,NA,British Columbia,PLF K=0 (Flat),14.38,14.38,14.38,DefaultFuel,11/12/2009,10/19/2049,"British Columbia Hydro Auth., IPP ",,YES,Confidential,Confidential,IPP,,,#N/A,#N/A,#N/A,#N/A,
1290,Douglas_Kwalsa2,"Douglas (DGL,Kwalsa Energy)-2_Douglas (DGL,Kwalsa Energy)-2_IPP-DGL",51544,2,0 (Existing),TRUE,3.PLFHTC Hydro,BCHA,British Columbia,??,BC,No,71467,Hydro,Hydro,Water,NA,British Columbia,PLF K=0 (Flat),14.38,14.38,14.38,DefaultFuel,11/12/2009,10/19/2049,"British Columbia Hydro Auth., IPP ",,YES,Confidential,Confidential,IPP,,,#N/A,#N/A,#N/A,#N/A,
1291,zyDowCC-CT,Dow Gas Turbine-2,59731,GT,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-NatGas-Industrial,Combined Cycle-Gas Part-Industrial Frame,Gas-Natural Gas,None,N/A,N/A,84,84,84,NG_AB,10/1/1999,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,??,,,#N/A,#N/A,#N/A,,
1292,zyDowCC-ST,Dow Steam Turbine-1,58030,ST,0 (Existing),FALSE,7.Plant Parts,AESO,Alberta,??,AB,No,0,CCPart-Steam,Combined Cycle-Steam Part,Waste Heat,None,N/A,N/A,45.5,45.5,45.5,Waste_Heat,10/1/1999,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,DowABST,,,#N/A,#N/A,#N/A,,
1293,DowG101_1,DowG101-1,54054,G1,0 (Existing),TRUE,5.Dispatchable Thermal,AESO,Alberta,??,AB,No,584219,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,110,110,110,NG_AB,1/1/1999,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,DowChmcl1,,,#N/A,#N/A,#N/A,,
1294,DowG201-2,DowG201-2,54454,G2,0 (Existing),TRUE,5.Dispatchable Thermal,AESO,Alberta,??,AB,No,589974,CT-NatGas-Industrial,Combustion Turbine-Nat Gas-Industrial Frame,Gas-Natural Gas,N/A,N/A,N/A,110,110,110,NG_AB,1/1/1999,12/1/2050,Alberta Int. Electric System,,YES,Confidential,Confidential,DowChmcl2,,,#N/A,#N/A,#N/A,,
1296,Drews1,Drews Generating Facility-D1,25301,T1,0 (Existing),TRUE,5.Dispatchable Thermal,CISC,CA-South,San Bernardino,CA,No,6192,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,11.2,11.2,11.2,NG_CA SoCalGas,8/14/2001,12/31/2050,"Colton Power LP, City of Colton",,No,34.072308,-117.35299,Alliance Drews_1,55935,D1,None,Natural Gas,Unknown Freshwater,,
1296.1,Drews2,Drews Generating Facility-D2,25301,T2,0 (Existing),TRUE,5.Dispatchable Thermal,CISC,CA-South,San Bernardino,CA,No,6489,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,11.2,11.2,11.2,NG_CA SoCalGas,8/14/2001,12/31/2050,"Colton Power LP, City of Colton",,No,34.072308,-117.35299,Alliance Drews_2,55935,D2,None,Natural Gas,Unknown Freshwater,,
1296.2,Drews3,Drews Generating Facility-D3,25301,T3,0 (Existing),TRUE,5.Dispatchable Thermal,CISC,CA-South,San Bernardino,CA,No,6480,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,11.2,11.2,11.2,NG_CA SoCalGas,8/14/2001,12/31/2050,"Colton Power LP, City of Colton",,No,34.072308,-117.35299,Alliance Drews_3,55935,D3,None,Natural Gas,Unknown Freshwater,,
1296.3,Drews4,Drews Generating Facility-D4,25301,T4,0 (Existing),TRUE,5.Dispatchable Thermal,CISC,CA-South,San Bernardino,CA,No,6705,CT-NatGas-Aero,Combustion Turbine-Nat Gas-Aero Derivative,Gas-Natural Gas,N/A,N/A,N/A,11.2,11.2,11.2,NG_CA SoCalGas,8/14/2001,12/31/2050,"Colton Power LP, City of Colton",,No,34.072308,-117.35299,Alliance Drews_4,55935,D4,None,Natural Gas,Unknown Freshwater,,
1297,IID_Drop1-1,IID Drop 1-1,22360,A1,0 (Existing),TRUE,3.PLFHTC Hydro,IID,CA-South,Imperial,CA,Yes,8255,HydroRPS,Hydro-RPS,Water,None,California,PLF K=0 (Flat),1.9,1.9,1.9,DefaultFuel,11/1/1984,12/31/2050,Imperial Irrigation District,,No,32.77325,-115.337324,IID Aggr Small Hydro,585,1,None,Hydropower,GW/Surface Water,1,
1298,IIDDrop1-2,IID Drop 1-2,22360,A2,0 (Existing),TRUE,3.PLFHTC Hydro,IID,CA-South,Imperial,CA,Yes,8255,HydroRPS,Hydro-RPS,Water,None,California,PLF K=0 (Flat),1.9,1.9,1.9,DefaultFuel,11/1/1984,12/31/2050,Imperial Irrigation District,,No,32.77325,-115.337324,IID Aggr Small Hydro,585,2,None,Hydropower,GW/Surface Water,1,
1299,IIDDrop1-3,IID Drop 1-3,22360,A3,0 (Existing),TRUE,3.PLFHTC Hydro,IID,CA-South,Imperial,CA,Yes,8255,HydroRPS,Hydro-RPS,Water,None,California,PLF K=0 (Flat),1.9,1.9,1.9,DefaultFuel,10/1/1984,12/31/2050,Imperial Irrigation District,,No,32.77325,-115.337324,IID Aggr Small Hydro,585,3,None,Hydropower,GW/Surface Water,1,
